# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.000      0.53407075       70.190665      0.54168399
2.000      0.54977871       67.524139      0.56845106
2.000      0.56548668       64.504364      0.59091701
2.000      0.58119464       61.848760      0.61512880
2.000      0.59690260       58.072328      0.62567660
2.000      0.61261057       56.032392      0.65262375
2.000      0.62831853       53.887455      0.67716973
2.000      0.64402649       51.511260      0.69708162
2.000      0.65973446       48.906170      0.71144513
2.000      0.67544242       48.152470      0.75171606
2.000      0.69115038       46.168927      0.77221405
2.000      0.70685835       44.921690      0.80375469
2.000      0.72256631       42.649411      0.81511037
2.000      0.73827427       41.814509      0.85241379
2.000      0.75398224       40.295321      0.87500034
2.000      0.76969020       39.470026      0.91177052
2.000      0.78539816       37.956583      0.93159470
2.000      0.80110613       36.719936      0.95640610
2.000      0.81681409       35.755664      0.98715369
2.000      0.83252205       34.543796       1.0097818
2.000      0.84823002       33.373128       1.0318298
2.000      0.86393798       32.834421       1.0726235
2.000      0.87964594       31.685776       1.0925927
2.000      0.89535391       30.848581       1.1217334
2.000      0.91106187       30.426416       1.1656406
2.000      0.92676983       29.402099       1.1856712
2.000      0.94247780       28.615239       1.2136152
2.000      0.95818576       27.728845       1.2358085
2.000      0.97389372       27.431750       1.2836850
2.000      0.98960169       26.580593       1.3050171
2.000       1.0053096       26.181668       1.3476190
2.000       1.0367256       25.398001       1.4337097
2.000       1.0681415       23.765670       1.4672587
2.000       1.0995574       22.988721       1.5482419
2.000       1.1309734       21.650840       1.5867267
2.000       1.1623893       21.029143       1.6731952
2.000       1.1938052       20.393636       1.7577832
2.000       1.2252211       19.496473       1.8166437
2.000       1.2566371       19.206910       1.9308892
2.000       1.2880530       18.282816       1.9793133
2.000       1.3194689       17.805345       2.0721354
2.000       1.3508848       17.236823       2.1526948
2.000       1.3823008       16.709462       2.2358383
2.000       1.4137167       16.424978       2.3510519
2.000       1.4451326       15.622407       2.3885885
2.000       1.4765485       15.437953       2.5176952
2.000       1.5079645       14.832273       2.5766255
2.000       1.5393804       14.469731       2.6740442
2.000       1.5707963       14.069310       2.7625025
2.000       1.6022123       13.923350       2.9011765
2.000       1.6336282       13.480341       2.9773562
2.000       1.6650441       12.943573       3.0269251
2.000       1.6964600       12.694341       3.1398674
2.000       1.7278760       12.512072       3.2699204
2.000       1.7592919       12.062565       3.3275427
2.000       1.7907078       11.962129       3.4797891
2.000       1.8221237       11.711934       3.5894877
2.000       1.8535397       11.570228       3.7326547
2.000       1.8849556       11.200919       3.8003823
2.000       1.9163715       10.945685       3.9025846
2.000       1.9477874       10.694166       4.0035187
2.000       1.9792034       10.577217       4.1544444
2.000       2.0106193       10.334932       4.2556649
2.000       2.0734512       9.8993318       4.4705151
2.000       2.1362830       9.5233458       4.7036627
2.000       2.1991149       9.3195601       5.0212219
2.000       2.2619467       8.9949950       5.2737349
2.000       2.3247786       8.5880030       5.4664732
2.000       2.3876104       8.2330585       5.6770387
2.000       2.4504423       7.8917879       5.8827324
2.000       2.5132741       7.6606886       6.1610913
2.000       2.5761060       7.6553145       6.6301671
2.000       2.6389378       7.2702079       6.7686891
2.000       2.7017697       7.0380911       7.0318584
2.000       2.7646015       6.9632595       7.4538470
2.000       2.8274334       6.7325224       7.7094823
2.000       2.8902652       6.5846388       8.0540684
2.000       2.9530971       6.3927311       8.3404575
2.000       3.0159289       6.2185446       8.6421606
2.000       3.0787608       6.1052628       9.0261483
2.000       3.1415927       5.9019550       9.2707693
2.000       3.2044245       5.7773266       9.6304662
2.000       3.2672564       5.6798586       10.035925
2.000       3.3300882       5.4783246       10.249088
2.000       3.3929201       5.3115750       10.510284
2.000       3.4557519       5.2288537       10.932121
2.000       3.5185838       5.0438330       11.131012
2.000       3.5814156       4.9473100       11.513399
2.000       3.6442475       4.8434036       11.875298
2.000       3.7070793       4.7386799       12.229910
2.000       3.7699112       4.6608134       12.651014
2.000       3.8327430       4.5317529       12.926043
2.000       3.8955749       4.4166143       13.227398
2.000       3.9584067       4.3810903       13.766189
2.000       4.0212386       4.2529885       14.010189
2.000       4.1469023       4.0526676       14.641402
2.000       4.2725660       3.8302139       15.134206
2.000       4.3982297       3.7920913       16.344919
2.000       4.5238934       3.5392716       16.600503
2.000       4.6495571       3.4620711       17.629541
2.000       4.7752208       3.3022967       18.216575
2.000       4.9008845       3.1949295       19.052631
2.000       5.0265482       3.0510827       19.630610
2.000       5.1522120       2.9361979       20.344019
2.000       5.2778757       2.8302578       21.080151
2.000       5.4035394       2.7257602       21.786771
2.000       5.5292031       2.6286116       22.510457
2.000       5.6548668       2.5319319       23.194735
2.000       5.7805305       2.4278224       23.756927
2.000       5.9061942       2.3616754       24.649813
2.000       6.0318579       2.2830250       25.382491
2.000       6.1575216       2.1728769       25.699413
2.000       6.2831853       2.1161383       26.592178
2.000       6.4088490       2.0632403       27.514409
2.000       6.5345127       1.9573989       27.668730
2.000       6.6601764       1.9047850       28.508438
2.000       6.7858401       1.8786133       29.738463
2.000       6.9115038       1.7813444       29.794481
2.000       7.0371675       1.7560256       31.002361
2.000       7.1628313       1.6749850       31.184252
2.000       7.2884950       1.6260198       31.894049
2.000       7.4141587       1.5923363       32.876887
2.000       7.5398224       1.5209197       33.026298
2.000       7.6654861       1.4836676       33.855245
2.000       7.7911498       1.4351878       34.386157
2.000       7.9168135       1.3887675       34.910095
2.000       8.0424772       1.3506784       35.595223
2.000       8.2938046       1.2708068       36.729175
2.000       8.5451320       1.1886630       37.573820
2.000       8.7964594       1.1203061       38.630529
2.000       9.0477868       1.0989101       41.234382
2.000       9.2991143       1.0243791       41.730704
2.000       9.5504417      0.98110450       43.296810
2.000       9.8017691      0.94395274       45.033314
2.000       10.053096      0.89143248       45.883682
2.000       10.304424      0.85472118       47.376816
2.000       10.555751      0.80926359       48.220056
2.000       10.807079      0.75895270       48.529958
2.000       11.058406      0.74278172       50.887261
2.000       11.309734      0.69656226       51.049010
2.000       11.561061      0.67640382       52.950417
2.000       11.812388      0.65110611       54.366977
2.000       12.063716      0.61767341       54.937951
2.000       12.315043      0.58137849       55.009416
2.000       12.566371      0.56779367       57.080845
2.000       12.817698      0.54685541       58.340867
2.000       13.069025      0.51908598       58.700144
2.000       13.320353      0.50908871       60.955221
2.000       13.571680      0.48108675       60.924856
2.000       13.823008      0.45717672       61.173315
2.000       14.074335      0.44570154       62.950336
2.000       14.325663      0.42642477       63.512152
2.000       14.576990      0.41839054       65.653165
2.000       14.828317      0.40022975       66.108186
2.000       15.079645      0.38660198       67.159532
2.000       15.330972      0.37045763       67.626653
2.000       15.582300      0.35656896       68.345267
2.000       15.833627      0.34436263       69.251232
2.000       16.084954      0.33603643       70.846128
2.000       16.587609      0.31867480       73.683350
2.000       17.090264      0.28782712       72.786073
2.000       17.592919      0.26875780       74.138713
2.000       18.095574      0.26002034       78.053908
2.000       18.598229      0.23826132       77.649478
2.000       19.100883      0.22367695       78.968128
2.000       19.603538      0.21798823       83.196813
2.000       20.106193      0.20531404       84.543153
2.000       20.608848      0.19610609       86.960590
2.000       21.111503      0.18383972       87.632870
2.000       21.614157      0.17298458       88.489673
2.000       22.116812      0.16788447       92.012827
2.000       22.619467      0.16055320       94.131792
2.000       23.122122      0.14838847       92.929476
2.000       23.624777      0.14104510       94.217464
2.000       24.127432      0.13555927       96.456782
2.000       24.630086      0.12902260       97.663856
2.000       25.132741      0.12429079       99.960586
2.000       25.635396      0.11828605       100.95408
2.000       26.138051      0.11170724       101.05811
2.000       26.640706      0.10849486       103.92418
2.000       27.143361      0.10539466       106.77749
2.000       27.646015      0.10179306       108.96476
2.000       28.148670     0.095711334       108.14521
2.000       28.651325     0.093215071       111.06840
2.000       29.153980     0.088328466       110.88288
2.000       29.656635     0.084859399       112.13361
2.000       30.159289     0.080950312       112.49989
2.000       30.661944     0.079183643       115.63913
2.000       31.164599     0.077784471       119.27455
2.000       31.667254     0.073718303       118.59785
2.000       32.169909     0.071335792       120.31707
2.000       33.175218     0.067508155       124.87281
2.000       34.180528     0.062980376       127.41243
2.000       35.185838     0.058419292       128.92295
2.000       36.191147     0.054904018       131.85040
2.000       37.196457     0.052454540       136.75968
2.000       38.201767     0.049010382       138.42314
2.000       39.207076     0.047138628       143.92644
2.000       40.212386     0.044822202       147.65324
2.000       41.217696     0.043609304       154.70364
2.000       42.223005     0.040000572       152.54005
2.000       43.228315     0.039162499       160.26754
2.000       44.233625     0.037085635       162.60487
2.000       45.238934     0.035014950       164.23317
2.000       46.244244     0.034801647       174.35849
2.000       47.249554     0.034031337       181.86218
2.000       48.254863     0.031628991       180.04408
2.000       49.260173     0.031494212       190.71673
2.000       50.265482     0.030113532       193.74992
2.000       51.270792     0.028621259       195.42003
2.000       52.276102     0.027933485       202.16453
2.000       53.281411     0.026641877       204.15604
2.000       54.286721     0.026710656       216.48891
2.000       55.292031     0.025940432       222.14426
2.000       56.297340     0.024923697       225.29231
2.000       57.302650     0.024203489       230.71315
2.000       58.307960     0.024143879       242.47158
2.000       59.313269     0.023820536       251.81255
2.000       60.318579     0.022875514       254.32814
2.000       61.323889     0.021318220       249.06360
2.000       62.329198     0.022618922       277.47048
2.000       63.334508     0.021515479       276.91245
2.000       64.339818     0.020995397       283.29169
2.000       66.350437     0.020402402       301.91377
2.000       68.361056     0.020083247       325.03527
2.000       70.371675     0.021873279       386.16937
2.000       72.382295     0.018923454       363.55298
2.000       74.392914     0.018464871       385.13347
2.000       76.403533     0.017784011       401.82811
2.000       78.414153     0.018649804       455.54144
2.000       80.424772     0.017642145       464.93384
2.000       82.435391     0.018244112       517.76669
2.000       84.446011     0.016802521       512.60416
2.000       86.456630     0.016362959       535.70662
2.000       88.467249     0.016298258       571.68793
2.000       90.477868     0.015763473       591.49252
2.000       92.488488     0.015469780       620.03673
2.000       94.499107     0.015203682       649.98323
2.000       96.509726     0.015468089       704.40133
2.000       98.520346     0.015946976       772.54960
2.000       100.53096     0.014844712       764.08487
2.000       102.54158     0.015177199       829.01416
2.000       104.55220     0.014375166       832.30539
2.000       106.56282     0.015934095       976.82059
2.000       108.57344     0.014585201       945.70020
2.000       110.58406     0.014841323       1016.7648
2.000       112.59468     0.013936659       1007.8190
2.000       114.60530     0.014196869       1082.6222
2.000       116.61592     0.013692583       1100.0924
2.000       118.62654     0.013618319       1151.6999
2.000       120.63716     0.013739419       1222.0302
2.000       122.64778     0.013782084       1288.1433
2.000       124.65840     0.013375852       1312.6723
2.000       126.66902     0.013452518       1385.1124
2.000       128.67964     0.013037131       1407.2840
2.000       132.70087     0.013707410       1622.7327
2.000       136.72211     0.011310502       1464.4293
2.000       140.74335     0.013015508       1838.2943
2.000       144.76459     0.013142836       2019.9768
2.000       148.78583     0.012444517       2076.5051
2.000       152.80707     0.011854824       2142.8692
2.000       156.82831     0.011620158       2270.6785
2.000       160.84954     0.011835196       2495.1992
2.000       164.87078     0.011440974       2597.5526
2.000       168.89202     0.010869212       2652.7462
2.000       172.91326     0.011013167       2884.4791
2.000       176.93450     0.010297898       2889.7244
2.000       180.95574     0.011325606       3399.7639
2.000       184.97698     0.011146452       3574.0444
2.000       188.99821     0.010939532       3741.4684
2.000       193.01945    0.0095027178       3461.9543
2.000       197.04069    0.0098732104       3826.4533
2.000       201.06193    0.0096404412       3969.6911
2.000       205.08317    0.0095363277       4167.1725
2.000       209.10441    0.0096029244       4447.9851
2.000       213.12565    0.0090150336       4421.2466
2.000       217.14688    0.0096289907       4994.7279
2.000       221.16812    0.0096270926       5276.3428
2.000       225.18936    0.0092747517       5365.5736
2.000       229.21060    0.0088644719       5407.8821
2.000       233.23184    0.0091965871       5910.9931
2.000       237.25308    0.0083978828       5681.6651
2.000       241.27432    0.0081604481       5806.5416
2.000       245.29555    0.0085679639       6406.4423
2.000       249.31679    0.0080210795       6297.3478
2.000       253.33803    0.0072930369       6007.3073
2.000       257.35927    0.0076365839       6594.6058
2.000       265.40175    0.0081080396       7678.8725
2.000       273.44422    0.0068914268       7138.1500
2.000       281.48670    0.0063237637       7145.2847
2.000       289.52918    0.0070324774       8646.8042
2.000       297.57166    0.0058824933       7852.4718
2.000       305.61413    0.0059026482       8535.6670
2.000       313.65661    0.0064957047       10154.531
2.000       321.69909    0.0064372935       10857.330
2.000       329.74156    0.0041295592       7500.5833
2.000       337.78404    0.0049925337       9747.8457
2.000       345.82652    0.0058084108       12170.333
2.000       353.86900    0.0054667335       12272.293
2.000       361.91147    0.0041497481       9965.4990
2.000       369.95395    0.0040329536       10345.143
2.000       377.99643    0.0043701100       11957.096
2.000       386.03891    0.0038598407       11249.491
2.000       394.08138    0.0040013025       12405.932
2.000       402.12386    0.0036314426       11962.693
2.000       410.16634    0.0036538581       12773.267
2.000       418.20881    0.0034153869       12655.803
2.000       426.25129    0.0029542500       11590.833
2.000       434.29377    0.0038123286       15820.178
2.000       442.33625    0.0025572105       11212.290
2.000       450.37872    0.0026335378       12188.308
2.000       458.42120    0.0025013663       12207.919
2.000       466.46368    0.0027709905       14248.160
2.000       474.50615    0.0028362881       15351.335
2.000       482.54863    0.0030139134       17156.326
2.000       490.59111    0.0027693325       16565.493
2.000       498.63359    0.0026667898       16749.569
2.000       506.67606    0.0023145860       15252.279
2.000       514.71854    0.0027133284       18744.854
1.750     0.015707963       2297.7015   0.00045115263
1.750     0.031415927       5471.3445    0.0085943678
1.750     0.047123890       2764.6745     0.014656749
1.750     0.062831853       2371.1261     0.029796450
1.750     0.078539816       1769.5775     0.043431966
1.750     0.094247780       1328.9892     0.056364427
1.750      0.10995574       1088.6305     0.073316969
1.750      0.12566371       978.10896     0.098330237
1.750      0.14137167       712.03396      0.10191970
1.750      0.15707963       618.38214      0.12141905
1.750      0.17278760       547.99332      0.14321325
1.750      0.18849556       494.85584      0.16790063
1.750      0.20420352       434.34714      0.18736864
1.750      0.21991149       389.80163      0.21001854
1.750      0.23561945       342.59406      0.22703013
1.750      0.25132741       320.22136      0.25753730
1.750      0.26703538       276.53153      0.26676037
1.750      0.28274334       254.58663      0.29152982
1.750      0.29845130       227.91660      0.30694930
1.750      0.31415927       208.74169      0.32789068
1.750      0.32986723       191.93643      0.34901588
1.750      0.34557519       172.57320      0.36080396
1.750      0.36128316       166.21050      0.39707437
1.750      0.37699112       152.79015      0.41472381
1.750      0.39269908       141.59674      0.43441335
1.750      0.40840704       135.77191      0.46855422
1.750      0.42411501       125.64453      0.48558444
1.750      0.43982297       118.10393      0.50905925
1.750      0.45553093       112.59167      0.53917550
1.750      0.47123890       107.13728      0.56798161
1.750      0.48694686       98.783941      0.57783164
1.750      0.50265482       95.274306      0.61299314
1.750      0.51836279       90.497433      0.63856920
1.750      0.53407075       86.583598      0.66819354
1.750      0.54977871       83.566278      0.70350158
1.750      0.56548668       79.653866      0.72969984
1.750      0.58119464       77.040472      0.76622091
1.750      0.59690260       72.086869      0.77667056
1.750      0.61261057       69.871000      0.81380559
1.750      0.62831853       67.306056      0.84579284
1.750      0.64402649       64.375042      0.87116213
1.750      0.65973446       61.326141      0.89212025
1.750      0.67544242       60.361415      0.94231189
1.750      0.69115038       58.028797      0.97058034
1.750      0.70685835       56.216900       1.0058526
1.750      0.72256631       53.834219       1.0288731
1.750      0.73827427       52.660948       1.0735249
1.750      0.75398224       50.866302       1.1045459
1.750      0.76969020       49.850929       1.1515728
1.750      0.78539816       48.061830       1.1796148
1.750      0.80110613       46.614473       1.2141188
1.750      0.81681409       45.419356       1.2539519
1.750      0.83252205       43.874818       1.2825456
1.750      0.84823002       42.483452       1.3135027
1.750      0.86393798       41.764793       1.3643578
1.750      0.87964594       40.366994       1.3919396
1.750      0.89535391       39.470968       1.4352655
1.750      0.91106187       38.911134       1.4906915
1.750      0.92676983       37.646617       1.5181402
1.750      0.94247780       36.797166       1.5606230
1.750      0.95818576       35.669778       1.5897169
1.750      0.97389372       35.254054       1.6497344
1.750      0.98960169       34.161611       1.6772194
1.750       1.0053096       33.761889       1.7377870
1.750       1.0367256       32.806544       1.8519198
1.750       1.0681415       30.998638       1.9138118
1.750       1.0995574       29.868291       2.0115665
1.750       1.1309734       28.336984       2.0767346
1.750       1.1623893       27.533021       2.1906798
1.750       1.1938052       26.806073       2.3104888
1.750       1.2252211       25.478684       2.3740545
1.750       1.2566371       25.190483       2.5324235
1.750       1.2880530       24.063189       2.6051014
1.750       1.3194689       23.480702       2.7326174
1.750       1.3508848       22.677109       2.8321283
1.750       1.3823008       22.138229       2.9622437
1.750       1.4137167       21.600236       3.0918322
1.750       1.4451326       20.737983       3.1707345
1.750       1.4765485       20.656123       3.3686994
1.750       1.5079645       19.740319       3.4292391
1.750       1.5393804       19.420185       3.5889010
1.750       1.5707963       18.777220       3.6868986
1.750       1.6022123       18.661846       3.8885259
1.750       1.6336282       18.051237       3.9869140
1.750       1.6650441       17.297376       4.0450855
1.750       1.6964600       17.074246       4.2232100
1.750       1.7278760       16.814312       4.3942732
1.750       1.7592919       16.261547       4.4858610
1.750       1.7907078       16.090976       4.6808726
1.750       1.8221237       15.740845       4.8242731
1.750       1.8535397       15.611804       5.0365019
1.750       1.8849556       15.185595       5.1523509
1.750       1.9163715       14.708615       5.2442232
1.750       1.9477874       14.465932       5.4155349
1.750       1.9792034       14.445765       5.6739052
1.750       2.0106193       13.966496       5.7510516
1.750       2.0734512       13.575054       6.1304624
1.750       2.1362830       12.910412       6.3765639
1.750       2.1991149       12.644441       6.8126114
1.750       2.2619467       12.279523       7.1994422
1.750       2.3247786       11.734705       7.4694255
1.750       2.3876104       11.294836       7.7882625
1.750       2.4504423       10.895207       8.1215547
1.750       2.5132741       10.501000       8.4454054
1.750       2.5761060       10.433674       9.0364674
1.750       2.6389378       9.9756982       9.2875473
1.750       2.7017697       9.7557080       9.7470686
1.750       2.7646015       9.5978318       10.274035
1.750       2.8274334       9.1815201       10.513855
1.750       2.8902652       9.0317729       11.047306
1.750       2.9530971       8.7186753       11.375066
1.750       3.0159289       8.5589484       11.894714
1.750       3.0787608       8.2964394       12.265630
1.750       3.1415927       8.0606961       12.661712
1.750       3.2044245       7.8478008       13.081826
1.750       3.2672564       7.7315568       13.661137
1.750       3.3300882       7.4473562       13.932838
1.750       3.3929201       7.1929958       14.233147
1.750       3.4557519       7.1313278       14.909680
1.750       3.5185838       6.8205965       15.052073
1.750       3.5814156       6.7124352       15.621205
1.750       3.6442475       6.6336695       16.264761
1.750       3.7070793       6.3693086       16.438349
1.750       3.7699112       6.2654834       17.006627
1.750       3.8327430       6.1431052       17.522147
1.750       3.8955749       5.9623579       17.856773
1.750       3.9584067       5.9043028       18.552401
1.750       4.0212386       5.7193993       18.840837
1.750       4.1469023       5.3861963       19.459149
1.750       4.2725660       5.1546969       20.367594
1.750       4.3982297       5.0814138       21.902241
1.750       4.5238934       4.7544530       22.300157
1.750       4.6495571       4.6167200       23.509239
1.750       4.7752208       4.3610379       24.056947
1.750       4.9008845       4.2048185       25.074999
1.750       5.0265482       4.1340244       26.598238
1.750       5.1522120       3.9906021       27.649663
1.750       5.2778757       3.7305080       27.785339
1.750       5.4035394       3.5941947       28.728094
1.750       5.5292031       3.4474495       29.522681
1.750       5.6548668       3.3210387       30.423651
1.750       5.7805305       3.2067120       31.378581
1.750       5.9061942       3.1104145       32.464722
1.750       6.0318579       2.9928117       33.273842
1.750       6.1575216       2.8344876       33.524527
1.750       6.2831853       2.7563278       34.637037
1.750       6.4088490       2.6984830       35.985709
1.750       6.5345127       2.5889484       36.595972
1.750       6.6601764       2.4810119       37.132681
1.750       6.7858401       2.4141679       38.216297
1.750       6.9115038       2.3368804       39.086286
1.750       7.0371675       2.2706337       40.087689
1.750       7.1628313       2.1418489       39.876152
1.750       7.2884950       2.0992767       41.176888
1.750       7.4141587       2.0435049       42.192141
1.750       7.5398224       1.9829077       43.058222
1.750       7.6654861       1.9244460       43.913201
1.750       7.7911498       1.8482593       44.283079
1.750       7.9168135       1.7875583       44.934686
1.750       8.0424772       1.7539577       46.223082
1.750       8.2938046       1.6251483       46.970443
1.750       8.5451320       1.5794608       49.926997
1.750       8.7964594       1.4367118       49.540870
1.750       9.0477868       1.3953023       52.355904
1.750       9.2991143       1.2995985       52.942473
1.750       9.5504417       1.2466147       55.013953
1.750       9.8017691       1.2170946       58.064139
1.750       10.053096       1.1362318       58.483957
1.750       10.304424       1.0741181       59.537892
1.750       10.555751       1.0142532       60.434385
1.750       10.807079      0.96899234       61.960591
1.750       11.058406      0.92807435       63.581480
1.750       11.309734      0.88869120       65.129578
1.750       11.561061      0.84726382       66.325723
1.750       11.812388      0.82032210       68.496412
1.750       12.063716      0.78685096       69.985171
1.750       12.315043      0.74526018       70.515729
1.750       12.566371      0.70757655       71.133353
1.750       12.817698      0.68487177       73.065041
1.750       13.069025      0.66002781       74.638363
1.750       13.320353      0.63130063       75.588141
1.750       13.571680      0.60361596       76.441964
1.750       13.823008      0.57610455       77.086657
1.750       14.074335      0.56394443       79.650816
1.750       14.325663      0.53423646       79.569738
1.750       14.576990      0.51940062       81.503504
1.750       14.828317      0.50086799       82.731167
1.750       15.079645      0.48171656       83.682600
1.750       15.330972      0.46691974       85.235710
1.750       15.582300      0.45180632       86.599864
1.750       15.833627      0.43088208       86.650269
1.750       16.084954      0.41547426       87.593903
1.750       16.587609      0.39245888       90.743559
1.750       17.090264      0.35881839       90.738433
1.750       17.592919      0.34291382       94.595168
1.750       18.095574      0.31763059       95.347574
1.750       18.598229      0.30167535       98.316142
1.750       19.100883      0.28514704       100.66986
1.750       19.603538      0.26596971       101.50930
1.750       20.106193      0.25239655       103.93055
1.750       20.608848      0.23704918       105.11625
1.750       21.111503      0.22588852       107.67673
1.750       21.614157      0.21860275       111.82549
1.750       22.116812      0.20379098       111.69219
1.750       22.619467      0.19305437       113.18712
1.750       23.122122      0.18312279       114.68212
1.750       23.624777      0.17632720       117.78574
1.750       24.127432      0.16683225       118.70897
1.750       24.630086      0.16010741       121.19355
1.750       25.132741      0.15410433       123.93806
1.750       25.635396      0.14385451       122.77610
1.750       26.138051      0.13935424       126.06950
1.750       26.640706      0.13326110       127.64706
1.750       27.143361      0.12486130       126.49954
1.750       27.646015      0.12419981       132.95015
1.750       28.148670      0.11632307       131.43462
1.750       28.651325      0.11379634       135.59157
1.750       29.153980      0.10744715       134.88347
1.750       29.656635      0.10275289       135.77816
1.750       30.159289     0.097610716       135.65352
1.750       30.661944     0.095994331       140.18932
1.750       31.164599     0.094795733       145.35959
1.750       31.667254     0.090753805       146.00453
1.750       32.169909     0.085292495       143.85686
1.750       33.175218     0.081283398       150.35348
1.750       34.180528     0.076943209       155.65994
1.750       35.185838     0.070205525       154.93347
1.750       36.191147     0.064447950       154.76987
1.750       37.196457     0.062296416       162.41945
1.750       38.201767     0.058837978       166.17984
1.750       39.207076     0.056822653       173.49427
1.750       40.212386     0.052495605       172.93095
1.750       41.217696     0.049481121       175.53386
1.750       42.223005     0.047251620       180.19153
1.750       43.228315     0.046749703       191.31721
1.750       44.233625     0.042673139       187.10372
1.750       45.238934     0.041238949       193.42604
1.750       46.244244     0.039763088       199.21563
1.750       47.249554     0.038559509       206.06056
1.750       48.254863     0.036581799       208.23733
1.750       49.260173     0.036112199       218.68147
1.750       50.265482     0.034464540       221.74422
1.750       51.270792     0.033106904       226.04709
1.750       52.276102     0.030990389       224.28843
1.750       53.281411     0.031062436       238.03068
1.750       54.286721     0.029372894       238.06625
1.750       55.292031     0.028738260       246.10382
1.750       56.297340     0.028446998       257.14041
1.750       57.302650     0.026935664       256.75687
1.750       58.307960     0.026587708       267.01440
1.750       59.313269     0.026682970       282.07203
1.750       60.318579     0.025583898       284.43975
1.750       61.323889     0.025168764       294.05001
1.750       62.329198     0.023699107       290.72131
1.750       63.334508     0.023295185       299.81794
1.750       64.339818     0.023439714       316.27295
1.750       66.350437     0.022835031       337.91170
1.750       68.361056     0.021915547       354.68994
1.750       70.371675     0.021336798       376.69788
1.750       72.382295     0.021081682       405.01635
1.750       74.392914     0.018964887       395.56261
1.750       76.403533     0.019003911       429.39164
1.750       78.414153     0.018682071       456.32960
1.750       80.424772     0.018774006       494.76245
1.750       82.435391     0.017729144       503.15194
1.750       84.446011     0.018889535       576.27388
1.750       86.456630     0.017297094       566.28923
1.750       88.467249     0.017454488       612.24458
1.750       90.477868     0.017100181       641.64977
1.750       92.488488     0.016935439       678.78111
1.750       94.499107     0.017348392       741.67324
1.750       96.509726     0.015944877       726.11381
1.750       98.520346     0.015789986       764.94426
1.750       100.53096     0.015654162       805.74875
1.750       102.54158     0.016004739       874.21636
1.750       104.55220     0.015580413       902.08777
1.750       106.56282     0.015217291       932.87777
1.750       108.57344     0.015521285       1006.3956
1.750       110.58406     0.015405902       1055.4435
1.750       112.59468     0.014380712       1039.9304
1.750       114.60530     0.014392617       1097.5495
1.750       116.61592     0.015035141       1207.9564
1.750       118.62654     0.014785707       1250.4258
1.750       120.63716     0.014337710       1275.2441
1.750       122.64778     0.014189930       1326.2627
1.750       124.65840     0.013356413       1310.7646
1.750       126.66902     0.013582717       1398.5181
1.750       128.67964     0.013832822       1493.1743
1.750       132.70087     0.015034568       1779.8465
1.750       136.72211     0.013437192       1739.7829
1.750       140.74335     0.012094700       1708.2405
1.750       144.76459     0.013069077       2008.6404
1.750       148.78583     0.012492836       2084.5677
1.750       152.80707     0.012765405       2307.4652
1.750       156.82831     0.012323753       2408.1669
1.750       160.84954     0.012782187       2694.8520
1.750       164.87078     0.012154494       2759.5499
1.750       168.89202     0.010819857       2640.7007
1.750       172.91326     0.011636243       3047.6700
1.750       176.93450     0.010890428       3055.9958
1.750       180.95574     0.010955179       3288.5679
1.750       184.97698     0.010779607       3456.4176
1.750       188.99821     0.011586042       3962.5840
1.750       193.01945     0.010003019       3644.2201
1.750       197.04069    0.0097434167       3776.1506
1.750       201.06193     0.010339037       4257.3553
1.750       205.08317     0.010544960       4607.9232
1.750       209.10441    0.0096416398       4465.9177
1.750       213.12565    0.0099021981       4856.3391
1.750       217.14688    0.0090874553       4713.8239
1.750       221.16812     0.010084986       5527.3013
1.750       225.18936    0.0093165395       5389.7485
1.750       229.21060    0.0089490296       5459.4677
1.750       233.23184    0.0087660476       5634.2692
1.750       237.25308    0.0086846168       5875.6576
1.750       241.27432    0.0093762586       6671.6478
1.750       245.29555    0.0086082843       6436.5907
1.750       249.31679    0.0088040705       6912.0738
1.750       253.33803    0.0085550321       7046.8184
1.750       257.35927    0.0084912705       7332.6741
1.750       265.40175    0.0071653044       6786.0372
1.750       273.44422    0.0067763071       7018.9089
1.750       281.48670    0.0075997892       8587.0789
1.750       289.52918    0.0065886659       8101.1143
1.750       297.57166    0.0060096762       8022.2467
1.750       305.61413    0.0064112907       9271.2017
1.750       313.65661    0.0061151281       9559.5875
1.750       321.69909    0.0066072022       11143.904
1.750       329.74156    0.0060354627       10962.306
1.750       337.78404    0.0064446295       12583.041
1.750       345.82652    0.0058289840       12213.440
1.750       353.86900    0.0054048081       12133.276
1.750       361.91147    0.0054435953       13072.635
1.750       369.95395    0.0048718321       12496.995
1.750       377.99643    0.0045772106       12523.746
1.750       386.03891    0.0041012745       11953.149
1.750       394.08138    0.0044234168       13714.686
1.750       402.12386    0.0044122949       14534.976
1.750       410.16634    0.0042797032       14961.115
1.750       418.20881    0.0043038851       15948.156
1.750       426.25129    0.0038385898       15060.489
1.750       434.29377    0.0035165236       14592.664
1.750       442.33625    0.0034389032       15078.141
1.750       450.37872    0.0034810419       16110.652
1.750       458.42120    0.0031451746       15350.026
1.750       466.46368    0.0031270106       16078.780
1.750       474.50615    0.0034331457       18581.811
1.750       482.54863    0.0028337261       16130.632
1.750       490.59111    0.0026043933       15578.866
1.750       498.63359    0.0032794896       20597.813
1.750       506.67606    0.0028085892       18507.580
1.750       514.71854    0.0032576095       22504.984
