# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
1.000       1.9792034       39.664003       15.578946
1.000       2.0106193       39.047786       16.078896
1.000       2.0734512       36.545156       16.503707
1.000       2.1362830       35.928222       17.745259
1.000       2.1991149       34.405493       18.537100
1.000       2.2619467       33.407705       19.586823
1.000       2.3247786       32.230145       20.515273
1.000       2.3876104       31.006681       21.380406
1.000       2.4504423       29.874557       22.269228
1.000       2.5132741       29.423924       23.664124
1.000       2.5761060       27.829449       24.102719
1.000       2.6389378       27.092093       25.223206
1.000       2.7017697       26.669619       26.646001
1.000       2.7646015       25.628967       27.434623
1.000       2.8274334       24.651545       28.228744
1.000       2.8902652       23.720632       29.014134
1.000       2.9530971       23.580005       30.764321
1.000       3.0159289       22.716671       31.570267
1.000       3.0787608       21.675714       32.045829
1.000       3.1415927       21.290013       33.442274
1.000       3.2044245       20.237452       33.734651
1.000       3.2672564       19.820390       35.021286
1.000       3.3300882       19.063643       35.665093
1.000       3.3929201       18.685320       36.973596
1.000       3.4557519       18.231937       38.118057
1.000       3.5185838       17.928229       39.565015
1.000       3.5814156       17.160124       39.935107
1.000       3.6442475       16.863712       41.347288
1.000       3.7070793       16.161801       41.711486
1.000       3.7699112       15.825074       42.954569
1.000       3.8327430       15.508501       44.235323
1.000       3.8955749       15.030473       45.015034
1.000       3.9584067       14.887999       46.780822
1.000       4.0212386       14.233917       46.889350
1.000       4.1469023       13.400341       48.412501
1.000       4.2725660       12.778357       50.490726
1.000       4.3982297       12.126707       52.269321
1.000       4.5238934       11.412967       53.531069
1.000       4.6495571       10.969477       55.858713
1.000       4.7752208       10.429415       57.532148
1.000       4.9008845       10.224007       60.969804
1.000       5.0265482       9.3794453       60.347180
1.000       5.1522120       9.1582940       63.455023
1.000       5.2778757       8.7184494       64.936215
1.000       5.4035394       8.3701340       66.901774
1.000       5.5292031       7.9524930       68.102205
1.000       5.6548668       7.6371599       69.963137
1.000       5.7805305       7.3510354       71.931954
1.000       5.9061942       7.0869844       73.969878
1.000       6.0318579       6.7955702       75.552609
1.000       6.1575216       6.5379496       77.326732
1.000       6.2831853       6.2795791       78.911519
1.000       6.4088490       6.0642331       80.869781
1.000       6.5345127       5.8140808       82.184694
1.000       6.6601764       5.6934870       85.212987
1.000       6.7858401       5.3905482       85.332420
1.000       6.9115038       5.2986366       88.624144
1.000       7.0371675       5.1021991       90.078539
1.000       7.1628313       4.8627695       90.533247
1.000       7.2884950       4.7166256       92.515656
1.000       7.4141587       4.5389106       93.714656
1.000       7.5398224       4.4023297       95.595218
1.000       7.6654861       4.2597417       97.201422
1.000       7.7911498       4.0731792       97.590701
1.000       7.9168135       4.0057228       100.69372
1.000       8.0424772       3.8838940       102.35455
1.000       8.2938046       3.5934867       103.85985
1.000       8.5451320       3.4407389       108.76228
1.000       8.7964594       3.2990151       113.75704
1.000       9.0477868       2.9853387       112.01881
1.000       9.2991143       2.8423212       115.78923
1.000       9.5504417       2.6890794       118.67090
1.000       9.8017691       2.5858746       123.36476
1.000       10.053096       2.4597139       126.60603
1.000       10.304424       2.2950633       127.21434
1.000       10.555751       2.2033431       131.28643
1.000       10.807079       2.0867272       133.43227
1.000       11.058406       2.0176662       138.22837
1.000       11.309734       1.9036531       139.51317
1.000       11.561061       1.7946016       140.48547
1.000       11.812388       1.7094469       142.73781
1.000       12.063716       1.6733714       148.83528
1.000       12.315043       1.5659526       148.16877
1.000       12.566371       1.5153348       152.33807
1.000       12.817698       1.4560386       155.33641
1.000       13.069025       1.3855056       156.67805
1.000       13.320353       1.3218260       158.26750
1.000       13.571680       1.2932527       163.77760
1.000       13.823008       1.2454147       166.64485
1.000       14.074335       1.2034453       169.97314
1.000       14.325663       1.1447294       170.49720
1.000       14.576990       1.1012384       172.80454
1.000       14.828317       1.0560256       174.42965
1.000       15.079645       1.0092814       175.32986
1.000       15.330972      0.98037588       178.96659
1.000       15.582300      0.94589100       181.30342
1.000       15.833627      0.90952392       182.90501
1.000       16.084954      0.87905695       185.33045
1.000       16.587609      0.81795915       189.12688
1.000       17.090264      0.77578681       196.18191
1.000       17.592919      0.73303094       202.21169
1.000       18.095574      0.68551144       205.77946
1.000       18.598229      0.64096596       208.89111
1.000       19.100883      0.59382819       209.64834
1.000       19.603538      0.55942391       213.50825
1.000       20.106193      0.53730991       221.25070
1.000       20.608848      0.50798982       225.26121
1.000       21.111503      0.47916032       228.40654
1.000       21.614157      0.45488745       232.69612
1.000       22.116812      0.42559591       233.25733
1.000       22.619467      0.40879055       239.67250
1.000       23.122122      0.38688255       242.28831
1.000       23.624777      0.36658650       244.87805
1.000       24.127432      0.35012677       249.13162
1.000       24.630086      0.32725239       247.71419
1.000       25.132741      0.31564228       253.85459
1.000       25.635396      0.29914039       255.30858
1.000       26.138051      0.29117157       263.41399
1.000       26.640706      0.27357492       262.04973
1.000       27.143361      0.25780879       261.19137
1.000       27.646015      0.25319609       271.03470
1.000       28.148670      0.24268018       274.20680
1.000       28.651325      0.23024089       274.33856
1.000       29.153980      0.21681083       272.17283
1.000       29.656635      0.20932059       276.59722
1.000       30.159289      0.20409540       283.63956
1.000       30.661944      0.19781234       288.88348
1.000       31.164599      0.18616079       285.45859
1.000       31.667254      0.18033765       290.12681
1.000       32.169909      0.17391117       293.32374
1.000       33.175218      0.16042600       296.74703
1.000       34.180528      0.14996168       303.37994
1.000       35.185838      0.14074415       310.60204
1.000       36.191147      0.13138969       315.52852
1.000       37.196457      0.12166672       317.20995
1.000       38.201767      0.11416899       322.45474
1.000       39.207076      0.10677115       325.99998
1.000       40.212386     0.098861508       325.66945
1.000       41.217696     0.094072075       333.71990
1.000       42.223005     0.089540247       341.45696
1.000       43.228315     0.083650833       342.33038
1.000       44.233625     0.081059996       355.41391
1.000       45.238934     0.076527242       358.94129
1.000       46.244244     0.072226294       361.85838
1.000       47.249554     0.069134552       369.45244
1.000       48.254863     0.064691020       368.24556
1.000       49.260173     0.062934733       381.10833
1.000       50.265482     0.059482824       382.71141
1.000       51.270792     0.056143466       383.33596
1.000       52.276102     0.053230300       385.24655
1.000       53.281411     0.053514736       410.08210
1.000       54.286721     0.049779283       403.45930
1.000       55.292031     0.047726928       408.71574
1.000       56.297340     0.046877561       423.73945
1.000       57.302650     0.044407049       423.29808
1.000       58.307960     0.044048111       442.36533
1.000       59.313269     0.041025150       433.68662
1.000       60.318579     0.039014197       433.75673
1.000       61.323889     0.038227074       446.61199
1.000       62.329198     0.036918186       452.88219
1.000       63.334508     0.035928566       462.41440
1.000       64.339818     0.035083296       473.38023
1.000       66.350437     0.033999620       503.12476
1.000       68.361056     0.030619268       495.55442
1.000       70.371675     0.030005004       529.73372
1.000       72.382295     0.029318753       563.26504
1.000       74.392914     0.027918954       582.32322
1.000       76.403533     0.025434966       574.70073
1.000       78.414153     0.025588838       625.03478
1.000       80.424772     0.024282646       639.93488
1.000       82.435391     0.022912787       650.26337
1.000       84.446011     0.022544557       687.77973
1.000       86.456630     0.021508964       704.18158
1.000       88.467249     0.021065411       738.90358
1.000       90.477868     0.021154642       793.78524
1.000       92.488488     0.020056564       803.87740
1.000       94.499107     0.020141113       861.06680
1.000       96.509726     0.019654364       895.04014
1.000       98.520346     0.019261287       933.11109
1.000       100.53096     0.018979887       976.92997
1.000       102.54158     0.018128587       990.22593
1.000       104.55220     0.018521976       1072.4008
1.000       106.56282     0.017503806       1073.0498
1.000       108.57344     0.017338508       1124.2239
1.000       110.58406     0.016927846       1159.7104
1.000       112.59468     0.016600383       1200.4442
1.000       114.60530     0.017126500       1306.0295
1.000       116.61592     0.016614198       1334.8214
1.000       118.62654     0.016046936       1357.0878
1.000       120.63716     0.016412491       1459.7822
1.000       122.64778     0.015591230       1457.2353
1.000       124.65840     0.016342576       1603.8191
1.000       126.66902     0.015767778       1623.4987
1.000       128.67964     0.015507236       1673.9178
1.000       132.70087     0.014844820       1757.3835
1.000       136.72211     0.014285609       1849.6319
1.000       140.74335     0.014482582       2045.5021
1.000       144.76459     0.013618725       2093.1181
1.000       148.78583     0.015294865       2552.1171
1.000       152.80707     0.013333998       2410.2437
1.000       156.82831     0.013823505       2701.2313
1.000       160.84954     0.015044735       3171.8622
1.000       164.87078     0.012642094       2870.2542
1.000       168.89202     0.012981327       3168.2302
1.000       172.91326     0.013745943       3600.2253
1.000       176.93450     0.013310764       3735.1737
1.000       180.95574     0.013500551       4052.6473
1.000       184.97698     0.012657098       4058.4241
1.000       188.99821     0.012078905       4131.1498
1.000       193.01945     0.011864497       4322.3790
1.000       197.04069     0.012123598       4698.6117
1.000       201.06193     0.011470110       4723.1028
1.000       205.08317     0.011522134       5034.9275
1.000       209.10441     0.010582379       4901.6596
1.000       213.12565     0.011744429       5759.8252
1.000       217.14688     0.012193513       6324.9910
1.000       221.16812     0.010893907       5970.6486
1.000       225.18936     0.011526772       6668.3988
1.000       229.21060     0.011553356       7048.2695
1.000       233.23184     0.011400121       7327.2877
1.000       237.25308     0.010986538       7433.0434
1.000       241.27432     0.010651307       7578.9046
1.000       245.29555    0.0099588001       7446.3991
1.000       249.31679     0.010360182       8133.7767
1.000       253.33803     0.010931265       9004.1319
1.000       257.35927     0.010690813       9232.0991
1.000       265.40175     0.010243976       9701.7515
1.000       273.44422     0.010972195       11365.016
1.000       281.48670    0.0082464584       9317.7570
1.000       289.52918    0.0087608682       10771.952
1.000       297.57166    0.0090069736       12023.304
1.000       305.61413    0.0087079045       12592.276
1.000       313.65661    0.0069373293       10844.909
1.000       321.69909    0.0081746225       13787.561
1.000       329.74156    0.0073744444       13394.319
1.000       337.78404    0.0078317127       15291.299
1.000       345.82652    0.0073737790       15450.241
1.000       353.86900    0.0074803261       16792.615
1.000       361.91147    0.0068514896       16453.652
1.000       369.95395    0.0066187018       16977.983
1.000       377.99643    0.0068497606       18741.690
1.000       386.03891    0.0062790007       18300.123
1.000       394.08138    0.0065325858       20254.109
1.000       402.12386    0.0053127478       17501.247
1.000       410.16634    0.0058464429       20438.170
1.000       418.20881    0.0056205833       20827.215
1.000       426.25129    0.0055018509       21586.200
1.000       434.29377    0.0054193693       22488.982
1.000       442.33625    0.0052414960       22981.750
1.000       450.37872    0.0048157118       22287.653
1.000       458.42120    0.0049580124       24197.581
1.000       466.46368    0.0044046848       22648.456
1.000       474.50615    0.0047112174       25499.341
1.000       482.54863    0.0042592192       24245.074
1.000       490.59111    0.0042925445       25676.988
1.000       498.63359    0.0042381249       26618.807
1.000       506.67606    0.0042820261       28216.993
1.000       514.71854    0.0039776187       27479.121
0.750     0.015707963       5075.5464   0.00099658121
0.750     0.031415927       12135.008     0.019061626
0.750     0.047123890       6076.4524     0.032213933
0.750     0.062831853       5282.0326     0.066375980
0.750     0.078539816       3950.8207     0.096967728
0.750     0.094247780       2975.3871      0.12619063
0.750      0.10995574       2432.8056      0.16384433
0.750      0.12566371       2138.4989      0.21498536
0.750      0.14137167       1626.4800      0.23281242
0.750      0.15707963       1439.4241      0.28263027
0.750      0.17278760       1285.3207      0.33590731
0.750      0.18849556       1129.4918      0.38322753
0.750      0.20420352       1018.3447      0.43929347
0.750      0.21991149       922.95192      0.49727094
0.750      0.23561945       817.33218      0.54162944
0.750      0.25132741       770.37615      0.61957326
0.750      0.26703538       673.62376      0.64982147
0.750      0.28274334       636.54540      0.72891484
0.750      0.29845130       576.77161      0.77677380
0.750      0.31415927       539.05900      0.84675190
0.750      0.32986723       502.15231      0.91311030
0.750      0.34557519       452.63799      0.94634379
0.750      0.36128316       439.66361       1.0503497
0.750      0.37699112       415.78901       1.1285911
0.750      0.39269908       384.55594       1.1798029
0.750      0.40840704       369.59528       1.2754879
0.750      0.42411501       348.69354       1.3476127
0.750      0.43982297       328.27342       1.4149455
0.750      0.45553093       311.87319       1.4934886
0.750      0.47123890       303.18653       1.6073245
0.750      0.48694686       284.46527       1.6639651
0.750      0.50265482       276.96087       1.7819612
0.750      0.51836279       264.75163       1.8681440
0.750      0.53407075       254.78631       1.9662681
0.750      0.54977871       248.12377       2.0888266
0.750      0.56548668       236.66677       2.1680769
0.750      0.58119464       234.30855       2.3303610
0.750      0.59690260       224.28774       2.4164968
0.750      0.61261057       219.83924       2.5605244
0.750      0.62831853       211.61118       2.6591845
0.750      0.64402649       204.66449       2.7696441
0.750      0.65973446       197.75383       2.8767536
0.750      0.67544242       194.66077       3.0388811
0.750      0.69115038       189.92515       3.1766576
0.750      0.70685835       182.90877       3.2726681
0.750      0.72256631       178.61298       3.4136296
0.750      0.73827427       171.69773       3.5001609
0.750      0.75398224       169.39039       3.6782595
0.750      0.76969020       165.90137       3.8323759
0.750      0.78539816       163.61943       4.0158249
0.750      0.80110613       158.75264       4.1348655
0.750      0.81681409       154.29557       4.2598410
0.750      0.83252205       150.72718       4.4060466
0.750      0.84823002       150.16942       4.6429357
0.750      0.86393798       144.70548       4.7271885
0.750      0.87964594       141.63397       4.8838396
0.750      0.89535391       137.72304       5.0079623
0.750      0.91106187       136.79265       5.2405473
0.750      0.92676983       134.58002       5.4270835
0.750      0.94247780       131.89931       5.5940478
0.750      0.95818576       130.37407       5.8104612
0.750      0.97389372       127.93862       5.9869635
0.750      0.98960169       126.62971       6.2170901
0.750       1.0053096       123.60781       6.3623234
0.750       1.0367256       118.11960       6.6678167
0.750       1.0681415       114.51862       7.0702169
0.750       1.0995574       109.82634       7.3965729
0.750       1.1309734       110.58359       8.1043476
0.750       1.1623893       106.03310       8.4365818
0.750       1.1938052       101.99680       8.7913829
0.750       1.2252211       100.04322       9.3218335
0.750       1.2566371       96.032961       9.6542862
0.750       1.2880530       94.233538       10.201803
0.750       1.3194689       91.282699       10.623221
0.750       1.3508848       89.370584       11.161430
0.750       1.3823008       87.698657       11.734669
0.750       1.4137167       85.385451       12.221972
0.750       1.4451326       83.807092       12.813688
0.750       1.4765485       80.210000       13.081031
0.750       1.5079645       78.563023       13.647773
0.750       1.5393804       76.820345       14.196601
0.750       1.5707963       75.297801       14.784689
0.750       1.6022123       73.952562       15.409326
0.750       1.6336282       71.755973       15.848493
0.750       1.6650441       70.183807       16.412865
0.750       1.6964600       69.615033       17.218852
0.750       1.7278760       67.584090       17.662510
0.750       1.7592919       65.514728       18.072694
0.750       1.7907078       64.633427       18.801895
0.750       1.8221237       63.334580       19.410859
0.750       1.8535397       61.526183       19.848875
0.750       1.8849556       60.748484       20.611475
0.750       1.9163715       59.365598       21.166265
0.750       1.9477874       58.317201       21.831904
0.750       1.9792034       58.118364       22.827319
0.750       2.0106193       55.883478       23.011410
0.750       2.0734512       53.118862       23.988354
0.750       2.1362830       51.999433       25.682969
0.750       2.1991149       49.209018       26.512989
0.750       2.2619467       47.670269       27.948916
0.750       2.3247786       46.331537       29.491153
0.750       2.3876104       44.613656       30.762985
0.750       2.4504423       42.278397       31.515355
0.750       2.5132741       41.481689       33.361554
0.750       2.5761060       39.688978       34.374101
0.750       2.6389378       38.775401       36.100568
0.750       2.7017697       38.077956       38.044235
0.750       2.7646015       35.370173       37.862133
0.750       2.8274334       35.080269       40.170785
0.750       2.8902652       33.267839       40.691899
0.750       2.9530971       33.546301       43.767131
0.750       3.0159289       31.648563       43.983276
0.750       3.0787608       30.414597       44.965577
0.750       3.1415927       29.994881       47.115849
0.750       3.2044245       28.665984       47.784521
0.750       3.2672564       27.773470       49.073840
0.750       3.3300882       26.944777       50.409462
0.750       3.3929201       26.086749       51.619181
0.750       3.4557519       25.509369       53.333200
0.750       3.5185838       24.717718       54.548438
0.750       3.5814156       23.967941       55.778285
0.750       3.6442475       23.367000       57.292372
0.750       3.7070793       22.457933       57.960974
0.750       3.7699112       22.017673       59.763363
0.750       3.8327430       21.215915       60.514734
0.750       3.8955749       20.720199       62.055295
0.750       3.9584067       20.096285       63.146212
0.750       4.0212386       19.429384       64.004252
0.750       4.1469023       18.563734       67.066712
0.750       4.2725660       17.548665       69.339496
0.750       4.3982297       17.154882       73.942090
0.750       4.5238934       15.751937       73.882454
0.750       4.6495571       15.187281       77.336594
0.750       4.7752208       14.847058       81.901345
0.750       4.9008845       13.701733       81.708863
0.750       5.0265482       13.294196       85.534612
0.750       5.1522120       12.490569       86.543338
0.750       5.2778757       11.899069       88.625907
0.750       5.4035394       11.185066       89.401287
0.750       5.5292031       10.919447       93.510104
0.750       5.6548668       10.349402       94.809674
0.750       5.7805305       9.9056433       96.929513
0.750       5.9061942       9.4867237       99.016980
0.750       6.0318579       9.2528284       102.87221
0.750       6.1575216       8.8992048       105.25417
0.750       6.2831853       8.5139764       106.98978
0.750       6.4088490       8.1620255       108.84496
0.750       6.5345127       7.8592194       111.09366
0.750       6.6601764       7.5380362       112.81989
0.750       6.7858401       7.3929958       117.03118
0.750       6.9115038       7.0718408       118.28247
0.750       7.0371675       6.8054996       120.15005
0.750       7.1628313       6.5775858       122.45906
0.750       7.2884950       6.3435836       124.42811
0.750       7.4141587       6.0993096       125.93214
0.750       7.5398224       5.9307956       128.78538
0.750       7.6654861       5.7338613       130.83880
0.750       7.7911498       5.5771042       133.62376
0.750       7.9168135       5.3652311       134.86832
0.750       8.0424772       5.2167409       137.47985
0.750       8.2938046       4.9563935       143.25093
0.750       8.5451320       4.5871444       145.00033
0.750       8.7964594       4.2169317       145.40875
0.750       9.0477868       4.0582811       152.27881
0.750       9.2991143       3.8412991       156.48515
0.750       9.5504417       3.5657683       157.35978
0.750       9.8017691       3.5129149       167.59123
0.750       10.053096       3.3473012       172.29180
0.750       10.304424       3.1441436       174.27849
0.750       10.555751       2.9799304       177.55946
0.750       10.807079       2.8264927       180.73533
0.750       11.058406       2.7261916       186.76876
0.750       11.309734       2.5301038       185.42390
0.750       11.561061       2.4527276       192.00505
0.750       11.812388       2.3329426       194.79933
0.750       12.063716       2.2550225       200.56929
0.750       12.315043       2.1589805       204.28044
0.750       12.566371       2.0751316       208.61498
0.750       12.817698       1.9968657       213.03415
0.750       13.069025       1.8666387       211.08634
0.750       13.320353       1.8082594       216.51010
0.750       13.571680       1.7403223       220.39453
0.750       13.823008       1.6578910       221.83695
0.750       14.074335       1.6233343       229.27774
0.750       14.325663       1.5445218       230.04270
0.750       14.576990       1.4994812       235.29616
0.750       14.828317       1.4392517       237.72925
0.750       15.079645       1.3684983       237.73211
0.750       15.330972       1.3158639       240.20957
0.750       15.582300       1.2778263       244.92704
0.750       15.833627       1.2405048       249.46517
0.750       16.084954       1.1829475       249.39929
0.750       16.587609       1.1058867       255.70091
0.750       17.090264       1.0431420       263.79102
0.750       17.592919      0.97075969       267.79083
0.750       18.095574      0.91667136       275.16994
0.750       18.598229      0.86006348       280.29510
0.750       19.100883      0.79981343       282.37049
0.750       19.603538      0.74290983       283.53701
0.750       20.106193      0.72034390       296.61949
0.750       20.608848      0.67785627       300.58618
0.750       21.111503      0.64592169       307.89849
0.750       21.614157      0.59974928       306.79970
0.750       22.116812      0.56764221       311.10898
0.750       22.619467      0.54092992       317.14537
0.750       23.122122      0.51290665       321.21191
0.750       23.624777      0.49245881       328.96016
0.750       24.127432      0.46254850       329.12496
0.750       24.630086      0.43948663       332.67008
0.750       25.132741      0.42086444       338.47927
0.750       25.635396      0.39945412       340.92375
0.750       26.138051      0.38832502       351.30573
0.750       26.640706      0.36794872       352.44774
0.750       27.143361      0.35444198       359.09244
0.750       27.646015      0.33471151       358.29317
0.750       28.148670      0.31616349       357.23633
0.750       28.651325      0.30590916       364.49945
0.750       29.153980      0.29595274       371.52340
0.750       29.656635      0.28641595       378.47140
0.750       30.159289      0.27157231       377.41491
0.750       30.661944      0.26196525       382.57185
0.750       31.164599      0.25026280       383.75248
0.750       31.667254      0.23887510       384.30174
0.750       32.169909      0.23140859       390.30061
0.750       33.175218      0.20876546       386.16266
0.750       34.180528      0.19851019       401.59600
0.750       35.185838      0.18337381       404.67954
0.750       36.191147      0.17275448       414.86485
0.750       37.196457      0.16084297       419.35040
0.750       38.201767      0.14707511       415.39360
0.750       39.207076      0.14113082       430.90893
0.750       40.212386      0.13351744       439.83297
0.750       41.217696      0.12731830       451.66059
0.750       42.223005      0.11609704       442.72987
0.750       43.228315      0.11359827       464.88644
0.750       44.233625      0.10433039       457.44479
0.750       45.238934     0.097608673       457.82105
0.750       46.244244     0.092515935       463.51079
0.750       47.249554     0.089542704       478.51283
0.750       48.254863     0.083862642       477.37763
0.750       49.260173     0.080767559       489.09701
0.750       50.265482     0.076333889       491.13085
0.750       51.270792     0.074169961       506.41714
0.750       52.276102     0.069949963       506.25268
0.750       53.281411     0.067552939       517.65649
0.750       54.286721     0.063954956       518.35262
0.750       55.292031     0.062377754       534.17999
0.750       56.297340     0.058101054       525.19176
0.750       57.302650     0.056237744       536.07095
0.750       58.307960     0.054038457       542.69614
0.750       59.313269     0.053099132       561.32356
0.750       60.318579     0.050625318       562.84826
0.750       61.323889     0.048035657       561.20696
0.750       62.329198     0.047438284       581.93415
0.750       63.334508     0.045272386       582.67293
0.750       64.339818     0.043774922       590.65667
0.750       66.350437     0.043324263       641.11036
0.750       68.361056     0.038507818       623.22586
0.750       70.371675     0.035856485       633.04072
0.750       72.382295     0.034989595       672.21193
0.750       74.392914     0.031877131       664.88142
0.750       76.403533     0.031776764       717.99308
0.750       78.414153     0.030344871       741.20597
0.750       80.424772     0.027643054       728.49369
0.750       82.435391     0.028002343       794.70461
0.750       84.446011     0.026140939       797.49663
0.750       86.456630     0.025809295       844.97003
0.750       88.467249     0.024368305       854.75796
0.750       90.477868     0.023187570       870.06676
0.750       92.488488     0.022476318       900.86238
0.750       94.499107     0.022023631       941.54764
0.750       96.509726     0.021618852       984.50095
0.750       98.520346     0.022203228       1075.6331
0.750       100.53096     0.020480856       1054.1876
0.750       102.54158     0.020427114       1115.7768
0.750       104.55220     0.020213030       1170.3109
0.750       106.56282     0.020052096       1229.2697
0.750       108.57344     0.018684641       1211.5067
0.750       110.58406     0.019004563       1301.9843
0.750       112.59468     0.017793498       1286.7235
0.750       114.60530     0.018044505       1376.0346
0.750       116.61592     0.017451250       1402.0720
0.750       118.62654     0.017761553       1502.0928
0.750       120.63716     0.017908260       1592.8209
0.750       122.64778     0.016144515       1508.9481
0.750       124.65840     0.017333565       1701.0723
0.750       126.66902     0.016726987       1722.2618
0.750       128.67964     0.016758947       1809.0328
0.750       132.70087     0.015887764       1880.8510
0.750       136.72211     0.016919156       2190.6109
0.750       140.74335     0.015039762       2124.1975
0.750       144.76459     0.014445981       2220.2626
0.750       148.78583     0.014659719       2446.1361
0.750       152.80707     0.013941140       2519.9903
0.750       156.82831     0.015219950       2974.1086
0.750       160.84954     0.013589674       2865.0935
0.750       164.87078     0.014585920       3311.5795
0.750       168.89202     0.013760786       3358.4656
0.750       172.91326     0.014498892       3797.4317
0.750       176.93450     0.013845047       3885.1004
0.750       180.95574     0.014089176       4229.3432
0.750       184.97698     0.012258895       3930.7426
0.750       188.99821     0.012871865       4402.3526
0.750       193.01945     0.013087219       4767.8313
0.750       197.04069     0.012772854       4950.2370
0.750       201.06193     0.012904625       5313.7998
0.750       205.08317     0.012772197       5581.1788
0.750       209.10441     0.012273331       5684.8926
0.750       213.12565     0.012445233       6103.5207
0.750       217.14688     0.012451205       6458.6602
0.750       221.16812     0.012019619       6587.6202
0.750       225.18936     0.011287869       6530.1904
0.750       229.21060     0.012720074       7760.0407
0.750       233.23184     0.011511649       7398.9705
0.750       237.25308     0.010807949       7312.2178
0.750       241.27432     0.011307364       8045.7201
0.750       245.29555     0.010878657       8134.1946
0.750       249.31679     0.011259589       8839.9011
0.750       253.33803     0.011528201       9495.8311
0.750       257.35927     0.010886461       9401.0514
0.750       265.40175     0.010535997       9978.3156
0.750       273.44422     0.010144267       10507.447
0.750       281.48670     0.010358045       11703.660
0.750       289.52918     0.010174133       12509.636
0.750       297.57166    0.0097119804       12964.410
0.750       305.61413    0.0092149264       13325.467
0.750       313.65661    0.0084243522       13169.525
0.750       321.69909    0.0088195251       14875.273
0.750       329.74156    0.0076456124       13886.846
0.750       337.78404    0.0088214347       17223.716
0.750       345.82652    0.0083173966       17427.398
0.750       353.86900    0.0084121916       18884.564
0.750       361.91147    0.0085617787       20560.862
0.750       369.95395    0.0080781140       20721.598
0.750       377.99643    0.0075328022       20610.566
0.750       386.03891    0.0077216522       22504.726
0.750       394.08138    0.0074960309       23241.244
0.750       402.12386    0.0071257046       23473.487
0.750       410.16634    0.0077692941       27160.131
0.750       418.20881    0.0067070690       24853.215
0.750       426.25129    0.0067883178       26633.580
0.750       434.29377    0.0065005584       26975.638
0.750       442.33625    0.0061826210       27108.186
0.750       450.37872    0.0057785640       26743.841
0.750       458.42120    0.0058400076       28502.159
0.750       466.46368    0.0055916195       28751.557
0.750       474.50615    0.0057830002       31300.337
0.750       482.54863    0.0052262870       29749.987
0.750       490.59111    0.0056943495       34062.255
0.750       498.63359    0.0050979955       32019.481
0.750       506.67606    0.0044296810       29189.985
0.750       514.71854    0.0048440352       33464.704
0.500     0.015707963       6422.1593    0.0012609880
0.500     0.031415927       15371.551     0.024145576
0.500     0.047123890       7672.5894     0.040675754
0.500     0.062831853       6700.1642     0.084196747
0.500     0.078539816       5018.6612      0.12317648
0.500     0.094247780       3783.0727      0.16044579
0.500      0.10995574       3096.4447      0.20853902
0.500      0.12566371       2698.0447      0.27123704
0.500      0.14137167       2086.2054      0.29861697
0.500      0.15707963       1860.2315      0.36525560
0.500      0.17278760       1666.9017      0.43563017
0.500      0.18849556       1448.9975      0.49163327
0.500      0.20420352       1323.4043      0.57089009
0.500      0.21991149       1199.5593      0.64630232
0.500      0.23561945       1068.3493      0.70797340
0.500      0.25132741       1007.5906      0.81035241
0.500      0.26703538       887.22838      0.85587843
0.500      0.28274334       841.49909      0.96360946
0.500      0.29845130       769.38534       1.0361786
0.500      0.31415927       722.26073       1.1345245
0.500      0.32986723       675.42390       1.2281862
0.500      0.34557519       615.45049       1.2867407
0.500      0.36128316       594.92131       1.4212580
0.500      0.37699112       566.42926       1.5374794
0.500      0.39269908       528.49117       1.6213906
0.500      0.40840704       504.60932       1.7414267
0.500      0.42411501       481.87550       1.8623274
0.500      0.43982297       457.15552       1.9704615
0.500      0.45553093       429.11476       2.0549314
0.500      0.47123890       421.23587       2.2331557
0.500      0.48694686       395.65326       2.3143536
0.500      0.50265482       387.45130       2.4928546
0.500      0.51836279       371.47052       2.6211752
0.500      0.53407075       357.56080       2.7594120
0.500      0.54977871       345.49547       2.9085490
0.500      0.56548668       332.41271       3.0451943
0.500      0.58119464       330.96021       3.2916287
0.500      0.59690260       317.88595       3.4249325
0.500      0.61261057       313.20967       3.6480339
0.500      0.62831853       301.23469       3.7854267
0.500      0.64402649       292.07130       3.9524860
0.500      0.65973446       284.33186       4.1362167
0.500      0.67544242       279.15833       4.3579862
0.500      0.69115038       272.73427       4.5617096
0.500      0.70685835       264.68339       4.7358083
0.500      0.72256631       256.19343       4.8963379
0.500      0.73827427       246.92860       5.0337874
0.500      0.75398224       244.06752       5.2998502
0.500      0.76969020       238.67900       5.5135629
0.500      0.78539816       237.74152       5.8350548
0.500      0.80110613       230.34635       5.9995925
0.500      0.81681409       223.49637       6.1703584
0.500      0.83252205       219.16055       6.4064861
0.500      0.84823002       218.43097       6.7534454
0.500      0.86393798       211.10418       6.8962784
0.500      0.87964594       206.74209       7.1289059
0.500      0.89535391       200.95306       7.3071678
0.500      0.91106187       199.47516       7.6419238
0.500      0.92676983       197.02032       7.9450556
0.500      0.94247780       192.40072       8.1600033
0.500      0.95818576       190.54186       8.4919963
0.500      0.97389372       186.85085       8.7437964
0.500      0.98960169       184.73278       9.0697538
0.500       1.0053096       181.54188       9.3442972
0.500       1.0367256       173.35486       9.7858311
0.500       1.0681415       168.51258       10.403727
0.500       1.0995574       162.27973       10.929198
0.500       1.1309734       162.35931       11.898838
0.500       1.1623893       157.69433       12.547036
