# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.250       506.67606    0.0026157868       17237.083
2.250       514.71854    0.0029132163       20125.766
2.000     0.015707963       1950.3240   0.00038294522
2.000     0.031415927       4640.4480    0.0072891986
2.000     0.047123890       2348.6569     0.012451258
2.000     0.062831853       2009.4031     0.025250904
2.000     0.078539816       1499.1791     0.036795391
2.000     0.094247780       1125.3611     0.047728254
2.000      0.10995574       922.70650     0.062142338
2.000      0.12566371       831.69649     0.083611251
2.000      0.14137167       601.18554     0.086052987
2.000      0.15707963       520.67806      0.10223490
2.000      0.17278760       460.97574      0.12047197
2.000      0.18849556       417.84603      0.14177182
2.000      0.20420352       365.57382      0.15770121
2.000      0.21991149       327.13042      0.17625235
2.000      0.23561945       287.43449      0.19047700
2.000      0.25132741       268.04124      0.21557156
2.000      0.26703538       231.02116      0.22285809
2.000      0.28274334       211.38673      0.24206117
2.000      0.29845130       189.32718      0.25497856
2.000      0.31415927       172.80123      0.27143554
2.000      0.32986723       158.60126      0.28839943
2.000      0.34557519       142.75689      0.29846611
2.000      0.36128316       136.93465      0.32713479
2.000      0.37699112       125.28128      0.34005549
2.000      0.39269908       116.37416      0.35703144
2.000      0.40840704       111.27451      0.38401274
2.000      0.42411501       102.94262      0.39784729
2.000      0.43982297       96.828859      0.41735805
2.000      0.45553093       91.826923      0.43973792
2.000      0.47123890       87.100548      0.46175812
2.000      0.48694686       80.194963      0.46909636
2.000      0.50265482       77.257926      0.49707608
2.000      0.51836279       73.153339      0.51618558
2.000      0.53407075       69.935721      0.53971650
2.000      0.54977871       67.261621      0.56624105
2.000      0.56548668       64.244683      0.58853810
2.000      0.58119464       61.577089      0.61242684
2.000      0.59690260       57.802414      0.62276853
2.000      0.61261057       55.760171      0.64945313
2.000      0.62831853       53.608143      0.67365980
2.000      0.64402649       51.231526      0.69329609
2.000      0.65973446       48.624391      0.70734605
2.000      0.67544242       47.858032      0.74711953
2.000      0.69115038       45.877568      0.76734084
2.000      0.70685835       44.620124      0.79835897
2.000      0.72256631       42.352270      0.80943145
2.000      0.73827427       41.512871      0.84626471
2.000      0.75398224       39.985057      0.86826306
2.000      0.76969020       39.157408      0.90454895
2.000      0.78539816       37.642627      0.92388906
2.000      0.80110613       36.404388      0.94818735
2.000      0.81681409       35.429040      0.97813613
2.000      0.83252205       34.212902       1.0001092
2.000      0.84823002       33.043310       1.0216325
2.000      0.86393798       32.498554       1.0616516
2.000      0.87964594       31.347526       1.0809292
2.000      0.89535391       30.512032       1.1094956
2.000      0.91106187       30.082087       1.1524493
2.000      0.92676983       29.057541       1.1717765
2.000      0.94247780       28.262912       1.1986725
2.000      0.95818576       27.379613       1.2202440
2.000      0.97389372       27.073517       1.2669213
2.000      0.98960169       26.217101       1.2871709
2.000       1.0053096       25.817085       1.3288532
2.000       1.0367256       25.019572       1.4123475
2.000       1.0681415       23.395217       1.4443875
2.000       1.0995574       22.598664       1.5219724
2.000       1.1309734       21.271649       1.5589369
2.000       1.1623893       20.637602       1.6420421
2.000       1.1938052       19.988622       1.7228741
2.000       1.2252211       19.093780       1.7791215
2.000       1.2566371       18.792675       1.8892458
2.000       1.2880530       17.864000       1.9339719
2.000       1.3194689       17.387336       2.0234888
2.000       1.3508848       16.808694       2.0992261
2.000       1.3823008       16.274904       2.1776914
2.000       1.4137167       15.974389       2.2865552
2.000       1.4451326       15.179823       2.3209196
2.000       1.4765485       14.989076       2.4444902
2.000       1.5079645       14.385195       2.4989602
2.000       1.5393804       14.013843       2.5897948
2.000       1.5707963       13.613933       2.6730895
2.000       1.6022123       13.458660       2.8043500
2.000       1.6336282       13.017647       2.8751625
2.000       1.6650441       12.487093       2.9201748
2.000       1.6964600       12.235020       3.0262572
2.000       1.7278760       12.045228       3.1479149
2.000       1.7592919       11.595905       3.1988113
2.000       1.7907078       11.489043       3.3421681
2.000       1.8221237       11.234804       3.4432563
2.000       1.8535397       11.086058       3.5764573
2.000       1.8849556       10.721345       3.6376667
2.000       1.9163715       10.470467       3.7331499
2.000       1.9477874       10.216273       3.8246124
2.000       1.9792034       10.098756       3.9665177
2.000       2.0106193       9.8546780       4.0579084
2.000       2.0734512       9.4158003       4.2521534
2.000       2.1362830       9.0436022       4.4667132
2.000       2.1991149       8.8317590       4.7584028
2.000       2.2619467       8.5041434       4.9859502
2.000       2.3247786       8.1093607       5.1618057
2.000       2.3876104       7.7600567       5.3508842
2.000       2.4504423       7.4323043       5.5402220
2.000       2.5132741       7.1952549       5.7867673
2.000       2.5761060       7.1771467       6.2160322
2.000       2.6389378       6.8056230       6.3361525
2.000       2.7017697       6.5816718       6.5758432
2.000       2.7646015       6.4992939       6.9571933
2.000       2.8274334       6.2768993       7.1877434
2.000       2.8902652       6.1379576       7.5077058
2.000       2.9530971       5.9469925       7.7589121
2.000       3.0159289       5.7819356       8.0353876
2.000       3.0787608       5.6624576       8.3714959
2.000       3.1415927       5.4734641       8.5976972
2.000       3.2044245       5.3499477       8.9180505
2.000       3.2672564       5.2525423       9.2808864
2.000       3.3300882       5.0610105       9.4683590
2.000       3.3929201       4.9043186       9.7044253
2.000       3.4557519       4.8267489       10.091428
2.000       3.5185838       4.6536888       10.270020
2.000       3.5814156       4.5576874       10.606668
2.000       3.6442475       4.4602952       10.935974
2.000       3.7070793       4.3632706       11.261028
2.000       3.7699112       4.2900874       11.644739
2.000       3.8327430       4.1665389       11.884333
2.000       3.8955749       4.0588213       12.155837
2.000       3.9584067       4.0227838       12.640324
2.000       4.0212386       3.9060977       12.867462
2.000       4.1469023       3.7244252       13.455534
2.000       4.2725660       3.5216673       13.915055
2.000       4.3982297       3.4818888       15.007864
2.000       4.5238934       3.2517736       15.252030
2.000       4.6495571       3.1722804       16.153870
2.000       4.7752208       3.0329674       16.730865
2.000       4.9008845       2.9327385       17.489082
2.000       5.0265482       2.8071595       18.061213
2.000       5.1522120       2.7025746       18.725314
2.000       5.2778757       2.6088796       19.431296
2.000       5.4035394       2.5151414       20.103312
2.000       5.5292031       2.4325164       20.831169
2.000       5.6548668       2.3435398       21.468897
2.000       5.7805305       2.2501133       22.017993
2.000       5.9061942       2.1931989       22.891352
2.000       6.0318579       2.1254529       23.630616
2.000       6.1575216       2.0239587       23.938103
2.000       6.2831853       1.9761431       24.832947
2.000       6.4088490       1.9338078       25.788357
2.000       6.5345127       1.8396376       26.004120
2.000       6.6601764       1.7919400       26.819516
2.000       6.7858401       1.7715723       28.044003
2.000       6.9115038       1.6877238       28.228597
2.000       7.0371675       1.6666668       29.424746
2.000       7.1628313       1.5921322       29.641730
2.000       7.2884950       1.5514231       30.430851
2.000       7.4141587       1.5230336       31.445996
2.000       7.5398224       1.4588617       31.678726
2.000       7.6654861       1.4291336       32.610856
2.000       7.7911498       1.3884932       33.267387
2.000       7.9168135       1.3481534       33.889160
2.000       8.0424772       1.3137967       34.623259
2.000       8.2938046       1.2467022       36.032499
2.000       8.5451320       1.1666015       36.876451
2.000       8.7964594       1.1139730       38.412152
2.000       9.0477868       1.0962728       41.135424
2.000       9.2991143       1.0315788       42.024003
2.000       9.5504417      0.99971817       44.118244
2.000       9.8017691      0.96470678       46.023431
2.000       10.053096      0.92216673       47.465631
2.000       10.304424      0.89123943       49.401007
2.000       10.555751      0.85002024       50.648545
2.000       10.807079      0.80168532       51.262423
2.000       11.058406      0.79505155       54.468217
2.000       11.309734      0.75026063       54.984406
2.000       11.561061      0.73484746       57.525517
2.000       11.812388      0.71441926       59.653587
2.000       12.063716      0.68400092       60.837343
2.000       12.315043      0.65176633       61.669439
2.000       12.566371      0.63809576       64.148382
2.000       12.817698      0.62094133       66.244669
2.000       13.069025      0.59474170       67.255570
2.000       13.320353      0.58573303       70.132151
2.000       13.571680      0.55971242       70.882015
2.000       13.823008      0.53956393       72.197276
2.000       14.074335      0.53007671       74.867382
2.000       14.325663      0.51121801       76.141346
2.000       14.576990      0.50151128       78.696339
2.000       14.828317      0.48610883       80.293313
2.000       15.079645      0.47235256       82.055909
2.000       15.330972      0.45787161       83.583982
2.000       15.582300      0.44596583       85.480390
2.000       15.833627      0.43546538       87.571970
2.000       16.084954      0.42439168       89.473952
2.000       16.587609      0.41007755       94.817312
2.000       17.090264      0.37915697       95.881677
2.000       17.592919      0.35862689       98.929728
2.000       18.095574      0.35400267       106.26588
2.000       18.598229      0.32848017       107.05184
2.000       19.100883      0.31712067       111.95801
2.000       19.603538      0.31041729       118.47305
2.000       20.106193      0.29361924       120.90501
2.000       20.608848      0.28659787       127.08794
2.000       21.111503      0.27142280       129.38205
2.000       21.614157      0.26375257       134.92173
2.000       22.116812      0.25634837       140.49744
2.000       22.619467      0.24830604       145.58098
2.000       23.122122      0.23431375       146.74087
2.000       23.624777      0.22590317       150.90225
2.000       24.127432      0.22118182       157.38124
2.000       24.630086      0.21197920       160.45797
2.000       25.132741      0.20486659       164.76349
2.000       25.635396      0.19768345       168.71771
2.000       26.138051      0.19105297       172.83976
2.000       26.640706      0.18814000       180.21402
2.000       27.143361      0.18300402       185.40512
2.000       27.646015      0.17761928       190.13322
2.000       28.148670      0.17010348       192.20165
2.000       28.651325      0.16782365       199.96664
2.000       29.153980      0.16047928       201.45719
2.000       29.656635      0.15870124       209.70857
2.000       30.159289      0.15316751       212.86303
2.000       30.661944      0.14989046       218.89878
2.000       31.164599      0.14648194       224.61511
2.000       31.667254      0.13993007       225.11920
2.000       32.169909      0.13820400       233.09898
2.000       33.175218      0.13224055       244.61116
2.000       34.180528      0.12676756       256.45709
2.000       35.185838      0.11905114       262.72870
2.000       36.191147      0.11371660       273.08710
2.000       37.196457      0.10820341       282.10836
2.000       38.201767      0.10259027       289.75221
2.000       39.207076      0.10165355       310.37460
2.000       40.212386     0.097571304       321.41926
2.000       41.217696     0.094766101       336.18195
2.000       42.223005     0.087972161       335.47715
2.000       43.228315     0.085490397       349.85857
2.000       44.233625     0.082634622       362.31798
2.000       45.238934     0.080490086       377.52850
2.000       46.244244     0.077239288       386.97380
2.000       47.249554     0.075214622       401.94411
2.000       48.254863     0.071669191       407.96793
2.000       49.260173     0.069795255       422.65300
2.000       50.265482     0.066441473       427.48323
2.000       51.270792     0.065317368       445.97346
2.000       52.276102     0.063553578       459.95977
2.000       53.281411     0.062119032       476.01660
2.000       54.286721     0.058698867       475.75220
2.000       55.292031     0.056395596       482.95100
2.000       56.297340     0.056456976       510.33047
2.000       57.302650     0.053550105       510.45176
2.000       58.307960     0.052577674       528.02582
2.000       59.313269     0.051344726       542.77732
2.000       60.318579     0.049291416       548.01804
2.000       61.323889     0.048374389       565.16441
2.000       62.329198     0.048463546       594.51124
2.000       63.334508     0.046305697       595.97204
2.000       64.339818     0.045818312       618.22822
2.000       66.350437     0.044106875       652.69142
2.000       68.361056     0.039886175       645.53373
2.000       70.371675     0.040894206       721.98091
2.000       72.382295     0.038030715       730.63722
2.000       74.392914     0.035169087       733.54382
2.000       76.403533     0.035438216       800.72325
2.000       78.414153     0.033873256       827.39056
2.000       80.424772     0.032691305       861.53323
2.000       82.435391     0.032046941       909.49004
2.000       84.446011     0.029069474       886.83911
2.000       86.456630     0.029100328       952.71509
2.000       88.467249     0.027225469       954.97763
2.000       90.477868     0.026770064       1004.4926
2.000       92.488488     0.026360795       1056.5542
2.000       94.499107     0.025035265       1070.3001
2.000       96.509726     0.024556826       1118.2934
2.000       98.520346     0.024341630       1179.2278
2.000       100.53096     0.023025307       1185.1553
2.000       102.54158     0.022478284       1227.8165
2.000       104.55220     0.021820762       1263.3967
2.000       106.56282     0.021539689       1320.4648
2.000       108.57344     0.020574003       1334.0124
2.000       110.58406     0.020248114       1387.1788
2.000       112.59468     0.020050056       1449.9047
2.000       114.60530     0.019047533       1452.5233
2.000       116.61592     0.019343495       1554.0991
2.000       118.62654     0.019064973       1612.3229
2.000       120.63716     0.018766778       1669.1804
2.000       122.64778     0.017965688       1679.1642
2.000       124.65840     0.017599818       1727.2017
2.000       126.66902     0.016681646       1717.5934
2.000       128.67964     0.016707311       1803.4590
2.000       132.70087     0.015724210       1861.4888
2.000       136.72211     0.016203054       2097.8935
2.000       140.74335     0.015529408       2193.3545
2.000       144.76459     0.013710461       2107.2173
2.000       148.78583     0.014732476       2458.2764
2.000       152.80707     0.013717148       2479.5017
2.000       156.82831     0.011684542       2283.2596
2.000       160.84954     0.012944004       2728.9676
2.000       164.87078     0.012673768       2877.4455
2.000       168.89202     0.011637146       2840.1687
2.000       172.91326     0.011917478       3121.3286
2.000       176.93450     0.012060798       3384.4170
2.000       180.95574     0.011892497       3569.9357
2.000       184.97698     0.011274946       3615.2452
2.000       188.99821     0.010668023       3648.6089
2.000       193.01945     0.010315503       3758.0619
2.000       197.04069    0.0095519460       3701.9443
2.000       201.06193    0.0097071008       3997.1398
2.000       205.08317    0.0096846015       4231.9650
2.000       209.10441    0.0090663175       4199.4338
2.000       213.12565    0.0095602568       4688.6407
2.000       217.14688    0.0097040053       5033.6393
2.000       221.16812    0.0087047202       4770.8160
2.000       225.18936    0.0087754524       5076.7220
2.000       229.21060    0.0090877518       5544.0969
2.000       233.23184    0.0085861686       5518.6541
2.000       237.25308    0.0083565227       5653.6826
2.000       241.27432    0.0077331005       5502.4638
2.000       245.29555    0.0080136565       5991.9753
2.000       249.31679    0.0079663691       6254.3946
2.000       253.33803    0.0073430405       6048.4954
2.000       257.35927    0.0074263407       6413.0493
2.000       265.40175    0.0056801274       5379.4722
2.000       273.44422    0.0064134376       6643.0481
2.000       281.48670    0.0066218005       7482.0396
2.000       289.52918    0.0063814219       7846.2969
2.000       297.57166    0.0071458966       9538.9742
2.000       305.61413    0.0050715118       7333.7820
2.000       313.65661    0.0067702266       10583.682
2.000       321.69909    0.0051406189       8670.3206
2.000       329.74156    0.0052984925       9623.7353
2.000       337.78404    0.0045499162       8883.6419
2.000       345.82652    0.0057770669       12104.658
2.000       353.86900    0.0041610485       9341.1549
2.000       361.91147    0.0042890216       10299.960
2.000       369.95395    0.0040310111       10340.160
2.000       377.99643    0.0042992629       11763.251
2.000       386.03891    0.0043481613       12672.699
2.000       394.08138    0.0040949766       12696.366
2.000       402.12386    0.0037559291       12372.777
2.000       410.16634    0.0032956067       11520.881
2.000       418.20881    0.0034948722       12950.338
2.000       426.25129    0.0035005795       13734.325
2.000       434.29377    0.0032983943       13687.484
2.000       442.33625    0.0031375965       13757.038
2.000       450.37872    0.0033080558       15310.052
2.000       458.42120    0.0032375157       15800.696
2.000       466.46368    0.0030490107       15677.713
2.000       474.50615    0.0027597796       14937.235
2.000       482.54863    0.0027701225       15768.577
2.000       490.59111    0.0031679788       18950.102
2.000       498.63359    0.0028582307       17951.970
2.000       506.67606    0.0024536349       16168.561
2.000       514.71854    0.0024278807       16772.857
1.750     0.015707963       2297.3133   0.00045107641
1.750     0.031415927       5470.5175    0.0085930687
1.750     0.047123890       2764.5233     0.014655948
1.750     0.062831853       2370.7697     0.029791971
1.750     0.078539816       1769.0423     0.043418830
1.750     0.094247780       1328.6762     0.056351151
1.750      0.10995574       1088.2790     0.073293300
1.750      0.12566371       977.69262     0.098288382
1.750      0.14137167       711.69114      0.10187063
1.750      0.15707963       618.08816      0.12136133
1.750      0.17278760       547.65423      0.14312463
1.750      0.18849556       494.54273      0.16779440
1.750      0.20420352       434.01757      0.18722648
1.750      0.21991149       389.47878      0.20984460
1.750      0.23561945       342.29364      0.22683105
1.750      0.25132741       319.88347      0.25726555
1.750      0.26703538       276.21930      0.26645917
1.750      0.28274334       254.23811      0.29113073
1.750      0.29845130       227.57507      0.30648934
1.750      0.31415927       208.41386      0.32737573
1.750      0.32986723       191.60499      0.34841319
1.750      0.34557519       172.23082      0.36008813
1.750      0.36128316       165.85039      0.39621406
1.750      0.37699112       152.43746      0.41376648
1.750      0.39269908       141.23359      0.43329922
1.750      0.40840704       135.39858      0.46726584
1.750      0.42411501       125.26885      0.48413252
1.750      0.43982297       117.72081      0.50740792
1.750      0.45553093       112.20532      0.53732534
1.750      0.47123890       106.73234      0.56583484
1.750      0.48694686       98.382888      0.57548570
1.750      0.50265482       94.863049      0.61034713
1.750      0.51836279       90.080249      0.63562547
1.750      0.53407075       86.160731      0.66493014
1.750      0.54977871       83.131102      0.69983807
1.750      0.56548668       79.222170      0.72574513
1.750      0.58119464       76.586864      0.76170946
1.750      0.59690260       71.638787      0.77184288
1.750      0.61261057       69.415399      0.80849909
1.750      0.62831853       66.838932      0.83992279
1.750      0.64402649       63.908093      0.86484308
1.750      0.65973446       60.853700      0.88524758
1.750      0.67544242       59.871262      0.93466003
1.750      0.69115038       57.540750      0.96241733
1.750      0.70685835       55.714794      0.99686870
1.750      0.72256631       53.334298       1.0193186
1.750      0.73827427       52.156573       1.0632430
1.750      0.75398224       50.348957       1.0933119
1.750      0.76969020       49.325507       1.1394354
1.750      0.78539816       47.536014       1.1667093
1.750      0.80110613       46.083301       1.2002839
1.750      0.81681409       44.874175       1.2389004
1.750      0.83252205       43.321919       1.2663833
1.750      0.84823002       41.930625       1.2964104
1.750      0.86393798       41.202724       1.3459964
1.750      0.87964594       39.801703       1.3724471
1.750      0.89535391       38.904244       1.4146579
1.750      0.91106187       38.335081       1.4686227
1.750      0.92676983       37.069491       1.4948670
1.750      0.94247780       36.206758       1.5355830
1.750      0.95818576       35.082752       1.5635546
1.750      0.97389372       34.654692       1.6216869
1.750      0.98960169       33.555891       1.6474806
1.750       1.0053096       33.148610       1.7062204
1.750       1.0367256       32.166992       1.8158173
1.750       1.0681415       30.370344       1.8750219
1.750       1.0995574       29.215901       1.9676293
1.750       1.1309734       27.700143       2.0300624
1.750       1.1623893       26.875940       2.1383989
1.750       1.1938052       26.126977       2.2519557
1.750       1.2252211       24.808570       2.3116146
1.750       1.2566371       24.493766       2.4623819
1.750       1.2880530       23.363677       2.5293716
1.750       1.3194689       22.773459       2.6503105
1.750       1.3508848       21.961769       2.7427900
1.750       1.3823008       21.411494       2.8650017
1.750       1.4137167       20.851641       2.9846792
1.750       1.4451326       19.996353       3.0573431
1.750       1.4765485       19.896665       3.2448434
1.750       1.5079645       18.995563       3.2998619
1.750       1.5393804       18.651228       3.4467958
1.750       1.5707963       18.018794       3.5379819
1.750       1.6022123       17.879919       3.7255976
1.750       1.6336282       17.277330       3.8159839
1.750       1.6650441       16.537865       3.8674698
1.750       1.6964600       16.302991       4.0324450
1.750       1.7278760       16.034786       4.1905509
1.750       1.7592919       15.485738       4.2718488
1.750       1.7907078       15.303873       4.4519040
1.750       1.8221237       14.950766       4.5821289
1.750       1.8535397       14.805276       4.7763090
1.750       1.8849556       14.387364       4.8815175
1.750       1.9163715       13.925836       4.9651305
1.750       1.9477874       13.677782       5.1204793
1.750       1.9792034       13.645760       5.3596849
1.750       2.0106193       13.172339       5.4240378
1.750       2.0734512       12.775432       5.7693550
1.750       2.1362830       12.119313       5.9858333
1.750       2.1991149       11.845303       6.3820497
1.750       2.2619467       11.470048       6.7248502
1.750       2.3247786       10.952658       6.9716339
1.750       2.3876104       10.520976       7.2546534
1.750       2.4504423       10.138557       7.5575292
1.750       2.5132741       9.7438423       7.8364630
1.750       2.5761060       9.6596939       8.3661337
1.750       2.6389378       9.2154172       8.5797126
1.750       2.7017697       9.0114304       9.0034501
1.750       2.7646015       8.8494752       9.4729536
1.750       2.8274334       8.4526052       9.6791672
1.750       2.8902652       8.3026032       10.155414
1.750       2.9530971       8.0035717       10.442086
1.750       3.0159289       7.8474613       10.905931
1.750       3.0787608       7.5927353       11.225259
1.750       3.1415927       7.3765472       11.587053
1.750       3.2044245       7.1724542       11.956063
1.750       3.2672564       7.0546696       12.465123
1.750       3.3300882       6.7830685       12.690060
1.750       3.3929201       6.5517290       12.964240
1.750       3.4557519       6.4916198       13.572224
1.750       3.5185838       6.2004601       13.683521
1.750       3.5814156       6.1035429       14.204189
1.750       3.6442475       6.0225161       14.766304
1.750       3.7070793       5.7818941       14.922309
1.750       3.7699112       5.6888629       15.441486
1.750       3.8327430       5.5657698       15.875398
1.750       3.8955749       5.4043175       16.185488
1.750       3.9584067       5.3462526       16.798905
1.750       4.0212386       5.1826749       17.072761
1.750       4.1469023       4.8654032       17.577638
1.750       4.2725660       4.6617900       18.419987
1.750       4.3982297       4.5975671       19.816733
1.750       4.5238934       4.2956633       20.148262
1.750       4.6495571       4.1793458       21.282044
1.750       4.7752208       3.9460659       21.767822
1.750       4.9008845       3.8069978       22.702636
1.750       5.0265482       3.7453336       24.097408
1.750       5.1522120       3.6106595       25.017157
1.750       5.2778757       3.3851297       25.212913
1.750       5.4035394       3.2680837       26.121517
1.750       5.5292031       3.1380362       26.872980
1.750       5.6548668       3.0315804       27.771957
1.750       5.7805305       2.9253358       28.625235
1.750       5.9061942       2.8371521       29.612566
1.750       6.0318579       2.7380385       30.441294
1.750       6.1575216       2.6015203       30.769137
1.750       6.2831853       2.5354279       31.861127
1.750       6.4088490       2.4832629       33.115635
1.750       6.5345127       2.3899771       33.783421
1.750       6.6601764       2.2987284       34.404490
1.750       6.7858401       2.2392991       35.448122
1.750       6.9115038       2.1756013       36.388757
1.750       7.0371675       2.1178291       37.389947
1.750       7.1628313       2.0061225       37.349248
1.750       7.2884950       1.9678600       38.599176
1.750       7.4141587       1.9233119       39.710522
1.750       7.5398224       1.8696617       40.599121
1.750       7.6654861       1.8214671       41.563364
1.750       7.7911498       1.7554627       42.059736
1.750       7.9168135       1.7050462       42.860540
1.750       8.0424772       1.6781717       44.225847
1.750       8.2938046       1.5693404       45.357469
1.750       8.5451320       1.5222222       48.117674
1.750       8.7964594       1.3963941       48.150631
1.750       9.0477868       1.3676766       51.319304
1.750       9.2991143       1.2868377       52.422628
1.750       9.5504417       1.2371188       54.594897
1.750       9.8017691       1.2191649       58.162905
1.750       10.053096       1.1483018       59.105224
1.750       10.304424       1.0959412       60.747536
1.750       10.555751       1.0447417       62.251042
1.750       10.807079       1.0083274       64.475803
1.750       11.058406      0.97020131       66.467558
1.750       11.309734      0.93535221       68.549226
1.750       11.561061      0.90222067       70.627870
1.750       11.812388      0.88294099       73.725053
1.750       12.063716      0.84589786       75.237001
1.750       12.315043      0.81897094       77.490162
1.750       12.566371      0.77740007       78.152779
1.750       12.817698      0.75907173       80.981009
1.750       13.069025      0.73557217       83.181196
1.750       13.320353      0.70826303       84.803157
1.750       13.571680      0.68726642       87.035463
1.750       13.823008      0.66264796       88.666746
1.750       14.074335      0.65007160       91.815311
1.750       14.325663      0.62523584       93.123282
1.750       14.576990      0.61177758       95.999148
1.750       14.828317      0.59283151       97.921296
1.750       15.079645      0.57584285       100.03399
1.750       15.330972      0.56711706       103.52662
1.750       15.582300      0.54901548       105.23240
1.750       15.833627      0.53020192       106.62346
1.750       16.084954      0.51471926       108.51760
1.750       16.587609      0.49124250       113.58411
1.750       17.090264      0.46274339       117.01911
1.750       17.592919      0.44483498       122.71083
1.750       18.095574      0.41950382       125.92827
1.750       18.598229      0.40436820       131.78379
1.750       19.100883      0.39050247       137.86512
1.750       19.603538      0.37058558       141.43671
1.750       20.106193      0.35364098       145.62046
1.750       20.608848      0.34234767       151.80944
1.750       21.111503      0.32861302       156.64353
1.750       21.614157      0.32402523       165.75400
1.750       22.116812      0.30164756       165.32468
1.750       22.619467      0.29374485       172.22161
1.750       23.122122      0.28393437       177.81618
1.750       23.624777      0.27791431       185.64545
1.750       24.127432      0.26564434       189.01841
1.750       24.630086      0.25508767       193.08900
1.750       25.132741      0.24952771       200.68209
1.750       25.635396      0.23883540       203.83983
1.750       26.138051      0.23452337       212.16609
1.750       26.640706      0.22437806       214.92544
1.750       27.143361      0.21443277       217.24624
1.750       27.646015      0.21507661       230.22956
1.750       28.148670      0.20660896       233.44955
1.750       28.651325      0.20254672       241.34016
1.750       29.153980      0.19545744       245.36692
1.750       29.656635      0.18983137       250.84407
1.750       30.159289      0.18226552       253.30170
1.750       30.661944      0.17895757       261.34814
1.750       31.164599      0.17593274       269.77491
1.750       31.667254      0.17078273       274.75488
1.750       32.169909      0.16355879       275.86312
1.750       33.175218      0.16334341       302.14350
1.750       34.180528      0.15218197       307.87170
1.750       35.185838      0.14320805       316.03951
1.750       36.191147      0.13770546       330.69566
1.750       37.196457      0.12989218       338.65539
1.750       38.201767      0.12582651       355.37980
1.750       39.207076      0.11973877       365.59348
1.750       40.212386      0.11619461       382.76811
1.750       41.217696      0.11037117       391.54081
1.750       42.223005      0.10585303       403.66489
1.750       43.228315      0.10308138       421.84741
1.750       44.233625      0.10000658       438.48670
1.750       45.238934     0.096319322       451.77352
1.750       46.244244     0.091488635       458.36395
1.750       47.249554     0.090811710       485.29436
1.750       48.254863     0.084918378       483.38727
1.750       49.260173     0.084594094       512.26902
1.750       50.265482     0.081162977       522.20111
1.750       51.270792     0.078612773       536.75173
1.750       52.276102     0.075570567       546.93098
1.750       53.281411     0.071945539       551.31688
1.750       54.286721     0.071219340       577.23019
1.750       55.292031     0.069315280       593.59040
1.750       56.297340     0.068725293       621.22724
1.750       57.302650     0.064491087       614.74368
1.750       58.307960     0.065205478       654.84403
1.750       59.313269     0.062174669       657.26322
1.750       60.318579     0.060926312       677.37389
1.750       61.323889     0.060406812       705.74081
1.750       62.329198     0.057196612       701.64137
1.750       63.334508     0.056477310       726.88460
1.750       64.339818     0.053242379       718.40142
1.750       66.350437     0.052487936       776.71397
1.750       68.361056     0.049983067       808.94585
1.750       70.371675     0.047095882       831.47053
1.750       72.382295     0.045638290       876.79218
1.750       74.392914     0.043189970       900.84044
1.750       76.403533     0.041439915       936.33110
1.750       78.414153     0.039551145       966.07908
1.750       80.424772     0.037470443       987.48066
1.750       82.435391     0.037596008       1066.9722
1.750       84.446011     0.035562919       1084.9384
1.750       86.456630     0.033556100       1098.5926
1.750       88.467249     0.032414285       1136.9838
1.750       90.477868     0.032359428       1214.2222
1.750       92.488488     0.032751601       1312.7010
1.750       94.499107     0.030541038       1305.6812
1.750       96.509726     0.028158282       1282.3001
1.750       98.520346     0.027862317       1349.7871
1.750       100.53096     0.027391302       1409.8811
1.750       102.54158     0.026296522       1436.3777
1.750       104.55220     0.025564558       1480.1582
1.750       106.56282     0.025398827       1557.0446
1.750       108.57344     0.025118344       1628.6662
1.750       110.58406     0.024445938       1674.7677
1.750       112.59468     0.023101748       1670.5856
1.750       114.60530     0.022149694       1689.0873
1.750       116.61592     0.022089215       1774.6964
1.750       118.62654     0.021936549       1855.1719
1.750       120.63716     0.020200901       1796.7360
1.750       122.64778     0.020621779       1927.4159
1.750       124.65840     0.019518651       1915.5111
1.750       126.66902     0.019444262       2002.0407
1.750       128.67964     0.018565278       2004.0160
1.750       132.70087     0.018066342       2138.7590
1.750       136.72211     0.016926535       2191.5662
1.750       140.74335     0.016595233       2343.8903
1.750       144.76459     0.017248688       2651.0222
1.750       148.78583     0.016185626       2700.7505
1.750       152.80707     0.016109695       2911.9767
1.750       156.82831     0.014574300       2847.9432
1.750       160.84954     0.015398193       3246.3812
1.750       164.87078     0.013601762       3088.1368
1.750       168.89202     0.013157416       3211.2066
1.750       172.91326     0.012116154       3173.3644
1.750       176.93450     0.013125187       3683.0985
1.750       180.95574     0.011941872       3584.7572
1.750       184.97698     0.011755480       3769.3256
1.750       188.99821     0.012385697       4236.0766
1.750       193.01945     0.011426516       4162.8173
1.750       197.04069     0.011275916       4370.0848
1.750       201.06193     0.010691464       4402.4757
1.750       205.08317     0.011247303       4914.8325
1.750       209.10441    0.0097678056       4524.3566
1.750       213.12565     0.010201502       5003.1269
1.750       217.14688     0.010588857       5492.6274
1.750       221.16812    0.0098234814       5383.9780
1.750       225.18936     0.010116022       5852.2605
1.750       229.21060    0.0092947086       5670.3535
1.750       233.23184    0.0093602394       6016.1786
1.750       237.25308    0.0087015054       5887.0838
1.750       241.27432    0.0087109711       6198.2646
