# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.250       13.069025      0.39401787       44.556984
2.250       13.320353      0.37770393       45.223998
2.250       13.571680      0.36661593       46.428265
2.250       13.823008      0.35536532       47.550266
2.250       14.074335      0.34396040       48.580543
2.250       14.325663      0.33162174       49.392090
2.250       14.576990      0.31715813       49.767940
2.250       14.828317      0.30333737       50.103930
2.250       15.079645      0.29702761       51.598897
2.250       15.330972      0.28471281       51.974024
2.250       15.582300      0.27580927       52.865673
2.250       15.833627      0.26653117       53.599347
2.250       16.084954      0.26098971       55.024126
2.250       16.587609      0.24593207       56.863921
2.250       17.090264      0.22743306       57.513550
2.250       17.592919      0.21754643       60.011699
2.250       18.095574      0.20321372       61.001477
2.250       18.598229      0.19332681       63.005299
2.250       19.100883      0.17866261       63.076020
2.250       19.603538      0.16969364       64.764827
2.250       20.106193      0.16198762       66.702424
2.250       20.608848      0.15126945       67.078387
2.250       21.111503      0.14373431       68.515390
2.250       21.614157      0.13622734       69.686631
2.250       22.116812      0.12864415       70.506294
2.250       22.619467      0.12351857       72.418514
2.250       23.122122      0.11880744       74.404114
2.250       23.624777      0.11250595       75.153442
2.250       24.127432      0.10599371       75.419498
2.250       24.630086      0.10296495       77.939473
2.250       25.132741     0.098516530       79.231695
2.250       25.635396     0.092439817       78.894991
2.250       26.138051     0.088471960       80.037867
2.250       26.640706     0.084028353       80.488398
2.250       27.143361     0.080834898       81.895493
2.250       27.646015     0.076615382       82.013220
2.250       28.148670     0.074519529       84.200371
2.250       28.651325     0.072437594       86.311449
2.250       29.153980     0.068788803       86.353820
2.250       29.656635     0.066231238       87.518272
2.250       30.159289     0.063218142       87.856785
2.250       30.661944     0.060744738       88.711106
2.250       31.164599     0.058585885       89.835479
2.250       31.667254     0.056322731       90.611888
2.250       32.169909     0.054409630       91.768898
2.250       33.175218     0.049240377       91.082092
2.250       34.180528     0.047050096       95.184685
2.250       35.185838     0.043992405       97.084892
2.250       36.191147     0.040787463       97.949902
2.250       37.196457     0.038201600       99.599358
2.250       38.201767     0.035900847       101.39704
2.250       39.207076     0.033241621       101.49528
2.250       40.212386     0.030855077       101.64275
2.250       41.217696     0.029750961       105.54128
2.250       42.223005     0.027271690       103.99914
2.250       43.228315     0.026562651       108.70427
2.250       44.233625     0.023719528       104.00013
2.250       45.238934     0.022721045       106.57017
2.250       46.244244     0.021683536       108.63591
2.250       47.249554     0.020452693       109.29842
2.250       48.254863     0.018846820       107.28317
2.250       49.260173     0.018370575       111.24508
2.250       50.265482     0.017000770       109.38265
2.250       51.270792     0.016319059       111.42315
2.250       52.276102     0.015269356       110.50974
2.250       53.281411     0.014603372       111.90528
2.250       54.286721     0.014224768       115.29123
2.250       55.292031     0.013247375       113.44561
2.250       56.297340     0.012889596       116.51268
2.250       57.302650     0.012015735       114.53671
2.250       58.307960     0.011330602       113.79070
2.250       59.313269     0.010947025       115.72360
2.250       60.318579     0.010168125       113.04841
2.250       61.323889    0.0099705470       116.48723
2.250       62.329198    0.0094640488       116.09723
2.250       63.334508    0.0089673801       115.41361
2.250       64.339818    0.0085900630       115.90604
2.250       66.350437    0.0082610862       122.24716
2.250       68.361056    0.0070959222       114.84323
2.250       70.371675    0.0066881975       118.07910
2.250       72.382295    0.0059361925       114.04475
2.250       74.392914    0.0055957700       116.71450
2.250       76.403533    0.0049689109       112.27209
2.250       78.414153    0.0044548021       108.81331
2.250       80.424772    0.0045564512       120.07884
2.250       82.435391    0.0039898890       113.23278
2.250       84.446011    0.0035225955       107.46584
2.250       86.456630    0.0033870493       110.88855
2.250       88.467249    0.0031166401       109.32122
2.250       90.477868    0.0030406450       114.09407
2.250       92.488488    0.0027515865       110.28501
2.250       94.499107    0.0025250261       107.94915
2.250       96.509726    0.0024261995       110.48670
2.250       98.520346    0.0020564985       99.626857
2.250       100.53096    0.0020610734       106.08727
2.250       102.54158    0.0019901656       108.70751
2.250       104.55220    0.0016472513       95.373931
2.250       106.56282    0.0015888228       97.400876
2.250       108.57344    0.0015847505       102.75477
2.250       110.58406    0.0013870098       95.022709
2.250       112.59468    0.0012772825       92.365725
2.250       114.60530    0.0013246378       101.01399
2.250       116.61592    0.0011635995       93.486154
2.250       118.62654    0.0010137422       85.732082
2.250       120.63716    0.0010310307       91.703339
2.250       122.64778   0.00099426808       92.929329
2.250       124.65840   0.00098455483       96.621723
2.250       126.66902   0.00087766254       90.366822
2.250       128.67964   0.00086001147       92.833338
2.250       132.70087   0.00087025207       103.02359
2.250       136.72211   0.00079014005       102.30353
2.250       140.74335   0.00072511988       102.41504
2.250       144.76459   0.00050247361       77.227246
2.250       148.78583   0.00045976750       76.717286
2.250       152.80707   0.00040872493       73.880819
2.250       156.82831   0.00044346268       86.656408
2.250       160.84954   0.00043984383       92.731709
2.250       164.87078   0.00042057453       95.487016
2.250       168.89202   0.00011491831       28.047030
2.250       172.91326   0.00021825525       57.163637
2.250       176.93450   0.00034526346       96.885421
2.250       180.95574   0.00025727763       77.230591
2.250       184.97698   0.00021425920       68.700954
2.250       188.99821   0.00024956173       85.353504
2.250       193.01945   0.00026608633       96.938449
2.250       197.04069   0.00028028294       108.62622
2.250       201.06193   0.00020518670       84.490720
2.250       205.08317   0.00021003810       91.782185
2.250       209.10441   0.00011066650       51.259690
2.250       213.12565   0.00019428782       95.284654
2.250       217.14688   0.00017273819       89.602355
2.250       221.16812   0.00013038945       71.462847
2.250       225.18936   0.00011583382       67.011486
2.250       229.21060   9.1375276e-05       55.744632
2.250       233.23184   5.9511234e-05       38.250113
2.250       237.25308   6.0782468e-05       41.122939
2.250       241.27432   7.1136522e-05       50.616972
2.250       245.29555   0.00015018101       112.29342
2.250       249.31679   6.5695633e-05       51.577627
2.250       253.33803   6.6850940e-05       55.065420
2.250       257.35927   4.7302124e-05       40.847958
2.250       265.40175   0.00012788912       121.11982
2.250       273.44422   0.00014103536       146.08463
2.250       281.48670  -4.2543342e-05      -48.070154
2.250       289.52918  -7.5646456e-06      -9.3011332
2.250       297.57166  -9.3372515e-05      -124.64188
2.250       305.61413   1.5974819e-05       23.100772
2.250       313.65661   0.00012031153       188.07923
2.250       321.69909  -6.6321304e-05      -111.85948
2.250       329.74156   1.6064391e-06       2.9178007
2.250       337.78404  -6.8391527e-05      -133.53341
2.250       345.82652   6.7773765e-05       142.00602
2.250       353.86900   8.9454701e-05       200.81723
2.250       361.91147   3.8759188e-05       93.079059
2.250       369.95395  -0.00013328776      -341.90350
2.250       377.99643   2.2570160e-05       61.754411
2.250       386.03891   3.7381439e-05       108.94806
2.250       394.08138   5.8394000e-05       181.04905
2.250       402.12386   1.1343342e-05       37.367223
2.250       410.16634   4.8837955e-05       170.72919
2.250       418.20881   6.6299275e-05       245.67365
2.250       426.25129  -2.7539122e-05      -108.04818
2.250       434.29377   8.4495246e-05       350.63344
2.250       442.33625  -2.2464616e-05      -98.497870
2.250       450.37872   2.6855877e-05       124.29200
2.250       458.42120   2.9623716e-05       144.57855
2.250       466.46368  -9.7057039e-07      -4.9905774
2.250       474.50615   1.7474788e-05       94.581833
2.250       482.54863  -6.7005868e-05      -381.42254
2.250       490.59111  -1.2365412e-05      -73.966980
2.250       498.63359   2.7126009e-05       170.37299
2.250       506.67606  -8.5192309e-05      -561.38630
2.250       514.71854  -3.6528540e-05      -252.35506
2.000     0.062831853       544.46380    0.0068419339
2.000      0.12566371       879.35464     0.088402371
2.000      0.18849556       336.23615      0.11408224
2.000      0.25132741       241.20709      0.19399025
2.000      0.31415927       158.91304      0.24962003
2.000      0.37699112       117.94900      0.32015323
2.000      0.43982297       88.223043      0.38026471
2.000      0.50265482       69.937497      0.44997658
2.000      0.56548668       55.826218      0.51141752
2.000      0.62831853       49.948747      0.62767446
2.000      0.69115038       44.104773      0.73768934
2.000      0.75398224       35.419831      0.76913059
2.000      0.81681409       32.997103      0.91099445
2.000      0.87964594       28.918854      0.99718341
2.000      0.94247780       26.288400       1.1149305
2.000       1.0053096       23.888819       1.2296018
2.000       1.0681415       21.666482       1.3376578
2.000       1.1309734       19.882184       1.4571071
2.000       1.1938052       19.236428       1.6580404
2.000       1.2566371       17.329060       1.7421071
2.000       1.3194689       16.462036       1.9158050
2.000       1.3823008       15.458241       2.0684165
2.000       1.4451326       14.161707       2.1652546
2.000       1.5079645       13.642539       2.3699478
2.000       1.5707963       12.706373       2.4948905
2.000       1.6336282       12.188754       2.6920877
2.000       1.6964600       11.830361       2.9261673
2.000       1.7592919       11.322004       3.1232536
2.000       1.8221237       10.777137       3.3029900
2.000       1.8849556       10.327134       3.5039141
2.000       1.9477874       9.8562851       3.6898457
2.000       2.0106193       9.5937297       3.9504565
2.000       2.0734512       8.9573481       4.0451174
2.000       2.1362830       8.7157112       4.3047650
2.000       2.1991149       8.4749668       4.5661692
2.000       2.2619467       8.0563289       4.7233981
2.000       2.3247786       7.9828956       5.0813076
2.000       2.3876104       7.5728863       5.2218223
2.000       2.4504423       7.5163057       5.6028387
2.000       2.5132741       7.0870750       5.6997639
2.000       2.5761060       7.0486617       6.1047530
2.000       2.6389378       6.7500025       6.2843688
2.000       2.7017697       6.6084258       6.6025736
2.000       2.7646015       6.4583412       6.9133554
2.000       2.8274334       6.2018293       7.1017800
2.000       2.8902652       6.0732480       7.4285555
2.000       2.9530971       5.8582049       7.6430728
2.000       3.0159289       5.7640472       8.0105273
2.000       3.0787608       5.5660202       8.2289208
2.000       3.1415927       5.4051765       8.4904313
2.000       3.2044245       5.2831950       8.8067776
2.000       3.2672564       5.1667221       9.1292478
2.000       3.3300882       5.0723453       9.4895645
2.000       3.3929201       4.9465388       9.7879685
2.000       3.4557519       4.8471242       10.134028
2.000       3.5185838       4.7474043       10.476836
2.000       3.5814156       4.6286221       10.771747
2.000       3.6442475       4.4623108       10.940915
2.000       3.7070793       4.3717037       11.282793
2.000       3.7699112       4.2237019       11.464546
2.000       3.8327430       4.1525331       11.844384
2.000       3.8955749       4.0622611       12.166139
2.000       3.9584067       3.9399277       12.379975
2.000       4.0212386       3.8817854       12.787372
2.000       4.1469023       3.6929804       13.341931
2.000       4.2725660       3.5164652       13.894500
2.000       4.3982297       3.3849074       14.589848
2.000       4.5238934       3.2905738       15.434017
2.000       4.6495571       3.1145693       15.859994
2.000       4.7752208       3.0046653       16.574741
2.000       4.9008845       2.8784613       17.165406
2.000       5.0265482       2.8417002       18.283447
2.000       5.1522120       2.6991620       18.701669
2.000       5.2778757       2.5953710       19.330682
2.000       5.4035394       2.4739518       19.774088
2.000       5.5292031       2.4460903       20.947412
2.000       5.6548668       2.3621218       21.639124
2.000       5.7805305       2.2878449       22.387207
2.000       5.9061942       2.1565392       22.508719
2.000       6.0318579       2.1282782       23.662028
2.000       6.1575216       2.0303373       24.013545
2.000       6.2831853       1.9794424       24.874407
2.000       6.4088490       1.9177154       25.573758
2.000       6.5345127       1.8461126       26.095647
2.000       6.6601764       1.8045271       27.007903
2.000       6.7858401       1.7217899       27.255948
2.000       6.9115038       1.6716125       27.959122
2.000       7.0371675       1.6233783       28.660493
2.000       7.1628313       1.6030592       29.845165
2.000       7.2884950       1.5510417       30.423370
2.000       7.4141587       1.4937119       30.840594
2.000       7.5398224       1.4503190       31.493225
2.000       7.6654861       1.4028356       32.010771
2.000       7.7911498       1.3784023       33.025615
2.000       7.9168135       1.3505359       33.949049
2.000       8.0424772       1.3050109       34.391721
2.000       8.2938046       1.2206492       35.279508
2.000       8.5451320       1.1636497       36.783146
2.000       8.7964594       1.1023387       38.010977
2.000       9.0477868       1.0545307       39.569134
2.000       9.2991143      0.97955468       39.904667
2.000       9.5504417      0.95788385       42.272067
2.000       9.8017691      0.89389958       42.645420
2.000       10.053096      0.85449395       43.982388
2.000       10.304424      0.82170220       45.546589
2.000       10.555751      0.79171885       47.174651
2.000       10.807079      0.73810654       47.196985
2.000       11.058406      0.70236620       48.118432
2.000       11.309734      0.67557911       49.511216
2.000       11.561061      0.64999664       50.883204
2.000       11.812388      0.62705506       52.358728
2.000       12.063716      0.59836012       53.220162
2.000       12.315043      0.57670859       54.567555
2.000       12.566371      0.54660728       54.950957
2.000       12.817698      0.52468134       55.975243
2.000       13.069025      0.50026764       56.572097
2.000       13.320353      0.48241391       57.761341
2.000       13.571680      0.46769793       59.229296
2.000       13.823008      0.45132895       60.390844
2.000       14.074335      0.43513133       61.457413
2.000       14.325663      0.41902565       62.410119
2.000       14.576990      0.40461820       63.492033
2.000       14.828317      0.38916620       64.280758
2.000       15.079645      0.37361196       64.902938
2.000       15.330972      0.36279300       66.227483
2.000       15.582300      0.34594683       66.309272
2.000       15.833627      0.33499931       67.368271
2.000       16.084954      0.32578645       68.685138
2.000       16.587609      0.30677265       70.931359
2.000       17.090264      0.28926041       73.148525
2.000       17.592919      0.26702292       73.660134
2.000       18.095574      0.25111031       75.379261
2.000       18.598229      0.23746903       77.391270
2.000       19.100883      0.22204165       78.390793
2.000       19.603538      0.20952933       79.968413
2.000       20.106193      0.19574626       80.603382
2.000       20.608848      0.19120510       84.787311
2.000       21.111503      0.18066612       86.120079
2.000       21.614157      0.17177778       87.872335
2.000       22.116812      0.16216989       88.880824
2.000       22.619467      0.15246069       89.387185
2.000       23.122122      0.14670227       91.873475
2.000       23.624777      0.13833498       92.407115
2.000       24.127432      0.13320892       94.784394
2.000       24.630086      0.12777345       96.718306
2.000       25.132741      0.12050475       96.915667
2.000       25.635396      0.11604812       99.044068
2.000       26.138051      0.10818914       97.875396
2.000       26.640706      0.10381062       99.437276
2.000       27.143361     0.099371005       100.67480
2.000       27.646015     0.095255232       101.96632
2.000       28.148670     0.093205113       105.31340
2.000       28.651325     0.089674784       106.85005
2.000       29.153980     0.084642080       106.25518
2.000       29.656635     0.081899608       108.22253
2.000       30.159289     0.078304713       108.82320
2.000       30.661944     0.075494155       110.25103
2.000       31.164599     0.073340606       112.46034
2.000       31.667254     0.069669610       112.08432
2.000       32.169909     0.066571702       112.28181
2.000       33.175218     0.063791455       117.99786
2.000       34.180528     0.057198806       115.71603
2.000       35.185838     0.053791508       118.71010
2.000       36.191147     0.050236603       120.64174
2.000       37.196457     0.045728956       119.22471
2.000       38.201767     0.044876976       126.74890
2.000       39.207076     0.040868172       124.78111
2.000       40.212386     0.038937726       128.26861
2.000       41.217696     0.035752600       126.83205
2.000       42.223005     0.033567449       128.00768
2.000       43.228315     0.032100989       131.36921
2.000       44.233625     0.030278351       132.75781
2.000       45.238934     0.028288153       132.68198
2.000       46.244244     0.025857473       129.54761
2.000       47.249554     0.025334788       135.38815
2.000       48.254863     0.023960357       136.39134
2.000       49.260173     0.022616598       136.95735
2.000       50.265482     0.021477513       138.18593
2.000       51.270792     0.020483783       139.85903
2.000       52.276102     0.019183948       138.84103
2.000       53.281411     0.018173241       139.26109
2.000       54.286721     0.017396811       141.00053
2.000       55.292031     0.016435294       140.74578
2.000       56.297340     0.015511321       140.21119
2.000       57.302650     0.014748315       140.58429
2.000       58.307960     0.013910246       139.69749
2.000       59.313269     0.013648430       144.28080
2.000       60.318579     0.012656060       140.70907
2.000       61.323889     0.012051150       140.79518
2.000       62.329198     0.011693181       143.44241
2.000       63.334508     0.011184855       143.95336
2.000       64.339818     0.010611567       143.18227
2.000       66.350437    0.0096536312       142.85397
2.000       68.361056    0.0088326168       142.95059
2.000       70.371675    0.0079148367       139.73522
2.000       72.382295    0.0075959593       145.93180
2.000       74.392914    0.0066561033       138.83054
2.000       76.403533    0.0064125230       144.89037
2.000       78.414153    0.0056193491       137.25862
2.000       80.424772    0.0053157756       140.08977
2.000       82.435391    0.0048702486       138.21733
2.000       84.446011    0.0046128328       140.72634
2.000       86.456630    0.0042483016       139.08507
2.000       88.467249    0.0039087999       137.10752
2.000       90.477868    0.0034788888       130.53828
2.000       92.488488    0.0035543682       142.46091
2.000       94.499107    0.0031656449       135.33669
2.000       96.509726    0.0030016472       136.69202
2.000       98.520346    0.0027869864       135.01527
2.000       100.53096    0.0025206131       129.74063
2.000       102.54158    0.0023301392       127.27766
2.000       104.55220    0.0022663041       131.21637
2.000       106.56282    0.0020146339       123.50471
2.000       108.57344    0.0019869315       128.83207
2.000       110.58406    0.0016550961       113.38904
2.000       112.59468    0.0017352860       125.48591
2.000       114.60530    0.0015972917       121.80598
2.000       116.61592    0.0015654693       125.77327
2.000       118.62654    0.0013961180       118.06957
2.000       120.63716    0.0013381943       119.02351
2.000       122.64778    0.0012906596       120.63158
2.000       124.65840    0.0011797804       115.78067
2.000       126.66902    0.0011400271       117.38068
2.000       128.67964   0.00094818127       102.35077
2.000       132.70087    0.0011014500       130.39364
2.000       136.72211   0.00093165228       120.62585
2.000       140.74335   0.00060574580       85.554790
2.000       144.76459   0.00068408441       105.13976
2.000       148.78583   0.00068562642       114.40434
2.000       152.80707   0.00057033096       103.09261
2.000       156.82831   0.00049896423       97.501887
2.000       160.84954   0.00053405143       112.59338
2.000       164.87078   0.00043978411       99.848348
2.000       168.89202   0.00026808302       65.428501
2.000       172.91326   0.00033477302       87.681021
2.000       176.93450   0.00036215040       101.62412
2.000       180.95574   0.00023589980       70.813312
2.000       184.97698   0.00032801505       105.17610
2.000       188.99821   0.00037621972       128.67226
2.000       193.01945   0.00029168849       106.26562
2.000       197.04069   0.00016760955       64.958621
2.000       201.06193   0.00017764457       73.149562
2.000       205.08317   0.00034839447       152.24098
2.000       209.10441   0.00012368750       57.290896
2.000       213.12565   0.00018582744       91.135429
2.000       217.14688   9.2583007e-05       48.024444
2.000       221.16812   0.00017597964       96.449569
2.000       225.18936   0.00016461129       95.229934
2.000       229.21060   0.00017512072       106.83459
2.000       233.23184   1.5993725e-05       10.279770
2.000       237.25308   0.00016526898       111.81426
2.000       241.27432   0.00017680780       125.80705
2.000       245.29555   8.2253737e-05       61.502806
2.000       249.31679   9.6346868e-05       75.641905
2.000       253.33803   7.2107634e-05       59.395382
2.000       257.35927   2.7453078e-05       23.707227
2.000       265.40175   0.00015840640       150.02178
2.000       273.44422  -2.6868093e-05      -27.830011
2.000       281.48670   0.00011860858       134.01703
2.000       289.52918   0.00011915118       146.50270
2.000       297.57166  -1.9625181e-05      -26.197426
2.000       305.61413   8.9508302e-05       129.43564
2.000       313.65661  -2.3553046e-05      -36.819736
2.000       321.69909   3.1738803e-05       53.531608
2.000       329.74156  -9.9307837e-05      -180.37439
2.000       337.78404  -0.00012157316      -237.36974
2.000       345.82652   1.5024804e-05       31.481394
2.000       353.86900   5.6182649e-05       126.12466
2.000       361.91147   2.0800439e-05       49.951648
2.000       369.95395   5.8561166e-05       150.21835
2.000       377.99643   4.0516095e-05       110.85644
2.000       386.03891  -3.5858993e-05      -104.51090
2.000       394.08138  -0.00012287210      -380.96167
2.000       402.12386   3.2507998e-05       107.08780
2.000       410.16634   2.0092259e-05       70.239120
2.000       418.20881   1.5952049e-05       59.110725
2.000       426.25129   4.3710979e-05       171.49755
2.000       434.29377  -6.0951016e-05      -252.93096
2.000       442.33625   1.8072869e-05       79.241912
2.000       450.37872  -1.5986464e-05      -73.987143
2.000       458.42120  -7.4749965e-05      -364.81722
2.000       466.46368  -1.0812209e-05      -55.595314
2.000       474.50615  -4.0376403e-05      -218.53622
2.000       482.54863  -3.5026129e-05      -199.38187
2.000       490.59111  -8.0420516e-07      -4.8105655
2.000       498.63359   2.3121223e-05       145.21974
2.000       506.67606   4.5255436e-05       298.21684
2.000       514.71854  -1.1621085e-05      -80.283511
1.750     0.062831853       639.63811    0.0080379296
1.750      0.12566371       1034.4029      0.10398952
1.750      0.18849556       396.55754      0.13454880
1.750      0.25132741       287.78141      0.23144754
1.750      0.31415927       191.62306      0.30100080
1.750      0.37699112       142.71406      0.38737391
1.750      0.43982297       107.57498      0.46367668
1.750      0.50265482       85.798185      0.55202396
1.750      0.56548668       69.185395      0.63379939
1.750      0.62831853       62.263511      0.78242636
1.750      0.69115038       55.463914      0.92768051
1.750      0.75398224       44.830763      0.97348605
1.750      0.81681409       41.907099       1.1569844
1.750      0.87964594       36.663544       1.2642367
1.750      0.94247780       33.597948       1.4249394
1.750       1.0053096       30.587610       1.5744010
1.750       1.0681415       27.860823       1.7200876
1.750       1.1309734       25.626866       1.8781180
1.750       1.1938052       25.045699       2.1587573
1.750       1.2566371       22.640338       2.2760551
1.750       1.3194689       21.705552       2.5260305
1.750       1.3823008       20.266511       2.7117952
1.750       1.4451326       18.583518       2.8413276
1.750       1.5079645       18.087546       3.1421234
1.750       1.5707963       16.719938       3.2829521
1.750       1.6336282       16.157466       3.5686434
1.750       1.6964600       15.713726       3.8866940
1.750       1.7592919       14.960725       4.1270203
1.750       1.8221237       14.484798       4.4393186
1.750       1.8849556       13.819324       4.6887861
1.750       1.9477874       13.297871       4.9782542
1.750       2.0106193       12.886115       5.3061779
1.750       2.0734512       11.980683       5.4104484
1.750       2.1362830       11.628682       5.7435065
1.750       2.1991149       11.345500       6.1127641
1.750       2.2619467       10.820608       6.3440854
1.750       2.3247786       10.677736       6.7966392
1.750       2.3876104       10.205883       7.0373841
1.750       2.4504423       10.140454       7.5589436
1.750       2.5132741       9.5591917       7.6879582
1.750       2.5761060       9.4407082       8.1764730
1.750       2.6389378       9.1118981       8.4833344
1.750       2.7017697       8.9110570       8.9031657
1.750       2.7646015       8.7249034       9.3396052
1.750       2.8274334       8.3702762       9.5848914
1.750       2.8902652       8.2451315       10.085117
1.750       2.9530971       7.9125609       10.323346
1.750       3.0159289       7.7236042       10.733802
1.750       3.0787608       7.5396299       11.146747
1.750       3.1415927       7.2619155       11.406990
1.750       3.2044245       7.1144403       11.859357
1.750       3.2672564       6.8957801       12.184376
1.750       3.3300882       6.7772300       12.679137
1.750       3.3929201       6.6008271       13.061393
1.750       3.4557519       6.4664384       13.519576
1.750       3.5185838       6.3614069       14.038707
1.750       3.5814156       6.2674347       14.585598
1.750       3.6442475       6.0373201       14.802602
1.750       3.7070793       5.8604022       15.124928
1.750       3.7699112       5.7134444       15.508208
1.750       3.8327430       5.6015156       15.977356
1.750       3.8955749       5.4915179       16.446646
1.750       3.9584067       5.3313657       16.752128
1.750       4.0212386       5.2362659       17.249300
1.750       4.1469023       4.9522100       17.891252
1.750       4.2725660       4.7636483       18.822456
1.750       4.3982297       4.6383754       19.992628
1.750       4.5238934       4.3941487       20.610195
1.750       4.6495571       4.1583672       21.175216
1.750       4.7752208       3.9812589       21.961958
1.750       4.9008845       3.8468353       22.940204
1.750       5.0265482       3.7632964       24.212981
1.750       5.1522120       3.6112922       25.021541
1.750       5.2778757       3.5048042       26.104266
1.750       5.4035394       3.3259323       26.583896
1.750       5.5292031       3.2907129       28.180447
1.750       5.6548668       3.1135887       28.523226
1.750       5.7805305       3.0577156       29.920610
1.750       5.9061942       2.9128305       30.402454
1.750       6.0318579       2.7564966       30.646510
1.750       6.1575216       2.6435024       31.265675
1.750       6.2831853       2.6105414       32.805031
1.750       6.4088490       2.4928049       33.242882
1.750       6.5345127       2.4321661       34.379781
1.750       6.6601764       2.3652112       35.399521
1.750       6.7858401       2.2298972       35.299290
1.750       6.9115038       2.1940060       36.696592
1.750       7.0371675       2.1301477       37.607429
1.750       7.1628313       2.0748370       38.628549
1.750       7.2884950       1.9958785       39.148753
1.750       7.4141587       1.9382873       40.019719
1.750       7.5398224       1.8654931       40.508600
1.750       7.6654861       1.7959163       40.980330
1.750       7.7911498       1.7478656       41.877712
1.750       7.9168135       1.7229168       43.309764
1.750       8.0424772       1.6446375       43.342100
1.750       8.2938046       1.5370093       44.423029
1.750       8.5451320       1.4632699       46.254185
1.750       8.7964594       1.4004835       48.291640
1.750       9.0477868       1.3085845       49.101993
1.750       9.2991143       1.2611752       51.377200
1.750       9.5504417       1.1785911       52.012028
1.750       9.8017691       1.1186153       53.365970
1.750       10.053096       1.0670987       54.925551
1.750       10.304424       1.0129471       56.147208
1.750       10.555751      0.98244122       58.538863
1.750       10.807079      0.90717426       58.007737
1.750       11.058406      0.88052244       60.323745
1.750       11.309734      0.85088812       62.359100
1.750       11.561061      0.80625658       63.115584
1.750       11.812388      0.77238583       64.493762
1.750       12.063716      0.73291797       65.188189
1.750       12.315043      0.71104724       67.278536
1.750       12.566371      0.67843956       68.204184
1.750       12.817698      0.64764754       69.093801
1.750       13.069025      0.62370996       70.531408
1.750       13.320353      0.59488676       71.228164
1.750       13.571680      0.57639738       72.995000
1.750       13.823008      0.56146268       75.127476
1.750       14.074335      0.53823030       76.018984
1.750       14.325663      0.51355474       76.489381
1.750       14.576990      0.49386662       77.496751
1.750       14.828317      0.47946257       79.195514
1.750       15.079645      0.46041725       79.982536
1.750       15.330972      0.44524981       81.279886
1.750       15.582300      0.42803936       82.044338
1.750       15.833627      0.41928760       84.318624
1.750       16.084954      0.40192580       84.737500
1.750       16.587609      0.37385970       86.443094
1.750       17.090264      0.35297516       89.260788
1.750       17.592919      0.33573065       92.613638
1.750       18.095574      0.30944142       92.889317
1.750       18.598229      0.29149437       94.998155
1.750       19.100883      0.27608009       97.468820
1.750       19.603538      0.25710208       98.124903
1.750       20.106193      0.24316887       100.13082
1.750       20.608848      0.22964586       101.83335
1.750       21.111503      0.21849745       104.15355
1.750       21.614157      0.20876362       106.79232
1.750       22.116812      0.19502043       106.88529
1.750       22.619467      0.18542679       108.71509
1.750       23.122122      0.17767830       111.27246
1.750       23.624777      0.16783040       112.10992
1.750       24.127432      0.16162514       115.00387
1.750       24.630086      0.15290077       115.73847
1.750       25.132741      0.14745628       118.59137
1.750       25.635396      0.14000580       119.49133
1.750       26.138051      0.13448624       121.66557
1.750       26.640706      0.13024204       124.75519
1.750       27.143361      0.12331477       124.93272
1.750       27.646015      0.11764302       125.93141
1.750       28.148670      0.11299482       127.67399
1.750       28.651325      0.10849960       129.28035
1.750       29.153980      0.10367726       130.15094
1.750       29.656635     0.099954979       132.08098
1.750       30.159289     0.095417762       132.60589
1.750       30.661944     0.092161102       134.59130
1.750       31.164599     0.087771864       134.58920
1.750       31.667254     0.084005332       135.14760
1.750       32.169909     0.082568574       139.26261
1.750       33.175218     0.077471354       143.30217
1.750       34.180528     0.069723915       141.05495
1.750       35.185838     0.064416938       142.15889
1.750       36.191147     0.062299418       149.61023
1.750       37.196457     0.057596946       150.16698
1.750       38.201767     0.053571992       151.30678
1.750       39.207076     0.049832967       152.15295
1.750       40.212386     0.046800235       154.16927
1.750       41.217696     0.044946595       159.44767
1.750       42.223005     0.040936964       156.11093
1.750       43.228315     0.038911037       159.23846
1.750       44.233625     0.036710270       160.95906
1.750       45.238934     0.034915727       163.76777
1.750       46.244244     0.032163574       161.14158
1.750       47.249554     0.031244888       166.97150
1.750       48.254863     0.029871393       170.03918
1.750       49.260173     0.027401972       165.93571
1.750       50.265482     0.026176043       168.41618
1.750       51.270792     0.024803928       169.35609
1.750       52.276102     0.023338241       168.90712
1.750       53.281411     0.022355654       171.31082
1.750       54.286721     0.021154657       171.45773
1.750       55.292031     0.020351664       174.28411
1.750       56.297340     0.019051506       172.21192
1.750       57.302650     0.018231539       173.78717
1.750       58.307960     0.017356420       174.30664
1.750       59.313269     0.016416348       173.54112
1.750       60.318579     0.015927323       177.07871
1.750       61.323889     0.015016882       175.44423
1.750       62.329198     0.014411088       176.78347
1.750       63.334508     0.013569164       174.64033
1.750       64.339818     0.013046713       176.03978
1.750       66.350437     0.012189140       180.37431
1.750       68.361056     0.011094285       179.55432
1.750       70.371675     0.010245506       180.88282
1.750       72.382295    0.0089563597       172.06749
1.750       74.392914    0.0085852806       179.06861
1.750       76.403533    0.0078010888       176.26489
1.750       78.414153    0.0071381352       174.35660
1.750       80.424772    0.0065612784       172.91324
1.750       82.435391    0.0061106468       173.41975
1.750       84.446011    0.0056927888       173.67317
1.750       86.456630    0.0051524052       168.68450
1.750       88.467249    0.0046637636       163.58910
