# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.500       329.74156   0.00046168943       838.57378
2.500       337.78404   0.00040976690       800.06361
2.500       345.82652   0.00034307015       718.83311
2.500       353.86900   0.00034859732       782.56756
2.500       361.91147   0.00040075955       962.41236
2.500       369.95395   0.00034789044       892.39220
2.500       377.99643   0.00022693974       620.93180
2.500       386.03891   0.00023113168       673.63238
2.500       394.08138   0.00022752234       705.42696
2.500       402.12386   0.00018175993       598.75332
2.500       410.16634   0.00019287220       674.24842
2.500       418.20881   0.00021702552       804.19359
2.500       426.25129   0.00023908550       938.03842
2.500       434.29377   0.00012611244       523.33405
2.500       442.33625   0.00019171730       840.59956
2.500       450.37872   0.00016721565       773.89273
2.500       458.42120   0.00020615206       1006.1252
2.500       466.46368   0.00015716382       808.12087
2.500       474.50615   0.00018971720       1026.8394
2.500       482.54863   8.5107550e-05       484.46411
2.500       490.59111   0.00013446359       804.32949
2.500       498.63359   0.00016203761       1017.7255
2.500       506.67606   6.8498095e-05       451.37751
2.500       514.71854   0.00013403017       925.93878
2.250     0.062831853       473.84427    0.0059545027
2.250      0.12566371       755.69494     0.075970742
2.250      0.18849556       286.50671     0.097209437
2.250      0.25132741       202.43111      0.16280476
2.250      0.31415927       131.40643      0.20641274
2.250      0.37699112       96.655048      0.26235428
2.250      0.43982297       71.380661      0.30766957
2.250      0.50265482       56.028217      0.36048452
2.250      0.56548668       43.909880      0.40225332
2.250      0.62831853       38.768625      0.48718092
2.250      0.69115038       33.632266      0.56252788
2.250      0.75398224       26.810026      0.58217136
2.250      0.81681409       24.557719      0.67799728
2.250      0.87964594       21.523210      0.74216594
2.250      0.94247780       19.169152      0.81299253
2.250       1.0053096       17.274587      0.88915504
2.250       1.0681415       15.421597      0.95210746
2.250       1.1309734       14.039209       1.0288926
2.250       1.1938052       13.318712       1.1479763
2.250       1.2566371       11.937602       1.2000987
2.250       1.3194689       11.192521       1.3025538
2.250       1.3823008       10.476915       1.4018815
2.250       1.4451326       9.5682480       1.4629376
2.250       1.5079645       9.0582002       1.5735680
2.250       1.5707963       8.4815548       1.6653494
2.250       1.6336282       8.0034661       1.7676978
2.250       1.6964600       7.6843699       1.9006818
2.250       1.7592919       7.3974137       2.0406281
2.250       1.8221237       6.8740826       2.1067772
2.250       1.8849556       6.6055672       2.2412161
2.250       1.9477874       6.2672091       2.3462222
2.250       2.0106193       6.0824819       2.5046130
2.250       2.0734512       5.6738729       2.5623077
2.250       2.1362830       5.4983173       2.7156664
2.250       2.1991149       5.2633920       2.8358269
2.250       2.2619467       4.9857129       2.9231064
2.250       2.3247786       4.9548908       3.1539088
2.250       2.3876104       4.6779593       3.2256489
2.250       2.4504423       4.6190243       3.4431341
2.250       2.5132741       4.3578957       3.5048277
2.250       2.5761060       4.3205512       3.7419725
2.250       2.6389378       4.0752958       3.7941708
2.250       2.7017697       3.9903494       3.9868157
2.250       2.7646015       3.8965581       4.1710851
2.250       2.8274334       3.7545227       4.2993435
2.250       2.8902652       3.6537154       4.4690795
2.250       2.9530971       3.5226793       4.5959632
2.250       3.0159289       3.4326648       4.7705118
2.250       3.0787608       3.3094130       4.8927054
2.250       3.1415927       3.2422057       5.0928448
2.250       3.2044245       3.1297503       5.2171111
2.250       3.2672564       3.0920402       5.4634255
2.250       3.3300882       3.0057976       5.6233771
2.250       3.3929201       2.9135370       5.7651642
2.250       3.4557519       2.8191589       5.8940998
2.250       3.5185838       2.7633216       6.0982520
2.250       3.5814156       2.6698472       6.2132788
2.250       3.6442475       2.6019963       6.3797039
2.250       3.7070793       2.5519073       6.5861375
2.250       3.7699112       2.4664244       6.6947047
2.250       3.8327430       2.4169308       6.8938779
2.250       3.8955749       2.3642047       7.0805993
2.250       3.9584067       2.2912928       7.1996619
2.250       4.0212386       2.2737740       7.4902634
2.250       4.1469023       2.1501172       7.7679034
2.250       4.2725660       2.0844321       8.2361521
2.250       4.3982297       1.9810694       8.5389345
2.250       4.5238934       1.9158602       8.9860982
2.250       4.6495571       1.8630234       9.4868782
2.250       4.7752208       1.7585229       9.7006018
2.250       4.9008845       1.7012530       10.145246
2.250       5.0265482       1.6533942       10.637908
2.250       5.1522120       1.5953025       11.053364
2.250       5.2778757       1.5110636       11.254610
2.250       5.4035394       1.4584037       11.656898
2.250       5.5292031       1.4328097       12.270052
2.250       5.6548668       1.3857821       12.694990
2.250       5.7805305       1.3459860       13.170853
2.250       5.9061942       1.2582119       13.132494
2.250       6.0318579       1.2423669       13.812537
2.250       6.1575216       1.1989230       14.180102
2.250       6.2831853       1.1574818       14.545345
2.250       6.4088490       1.1311757       15.084831
2.250       6.5345127       1.0906721       15.417150
2.250       6.6601764       1.0494444       15.706770
2.250       6.7858401       1.0083562       15.962287
2.250       6.9115038      0.99077357       16.571519
2.250       7.0371675      0.96989580       17.123361
2.250       7.1628313      0.93466990       17.401339
2.250       7.2884950      0.91710382       17.988806
2.250       7.4141587      0.86865805       17.935139
2.250       7.5398224      0.85893561       18.651519
2.250       7.6654861      0.83040971       18.948803
2.250       7.7911498      0.81375925       19.497138
2.250       7.9168135      0.79081505       19.879087
2.250       8.0424772      0.77325523       20.378051
2.250       8.2938046      0.73207701       21.158673
2.250       8.5451320      0.69743496       22.046025
2.250       8.7964594      0.66582600       22.959093
2.250       9.0477868      0.62600072       23.489413
2.250       9.2991143      0.59692281       24.317179
2.250       9.5504417      0.56641392       24.996232
2.250       9.8017691      0.54121380       25.819779
2.250       10.053096      0.51788506       26.656504
2.250       10.304424      0.49471536       27.421853
2.250       10.555751      0.46419552       27.659139
2.250       10.807079      0.45309756       28.972564
2.250       11.058406      0.42895038       29.386978
2.250       11.309734      0.41712826       30.570110
2.250       11.561061      0.40902065       32.019059
2.250       11.812388      0.38623334       32.250256
2.250       12.063716      0.37570165       33.416168
2.250       12.315043      0.35747305       33.823721
2.250       12.566371      0.33690690       33.869576
2.250       12.817698      0.33138196       35.353241
2.250       13.069025      0.31728322       35.879548
2.250       13.320353      0.30729652       36.793838
2.250       13.571680      0.29736269       37.658030
2.250       13.823008      0.28799915       38.536220
2.250       14.074335      0.28110252       39.702574
2.250       14.325663      0.27056687       40.298513
2.250       14.576990      0.26076030       40.918084
2.250       14.828317      0.24940137       41.195019
2.250       15.079645      0.24627100       42.781584
2.250       15.330972      0.23573105       43.032456
2.250       15.582300      0.23098269       44.273550
2.250       15.833627      0.22248278       44.741227
2.250       16.084954      0.21957880       46.293516
2.250       16.587609      0.20757511       47.995102
2.250       17.090264      0.19600808       49.566763
2.250       17.592919      0.18802965       51.869289
2.250       18.095574      0.17724137       53.204997
2.250       18.598229      0.16765352       54.638361
2.250       19.100883      0.15884506       56.079523
2.250       19.603538      0.15215388       58.070648
2.250       20.106193      0.14438771       59.455225
2.250       20.608848      0.13864318       61.479441
2.250       21.111503      0.13212944       62.983573
2.250       21.614157      0.12518043       64.035621
2.250       22.116812      0.12045196       66.016384
2.250       22.619467      0.11747303       68.874036
2.250       23.122122      0.11300195       70.768383
2.250       23.624777      0.10713391       71.564948
2.250       24.127432      0.10298919       73.281643
2.250       24.630086      0.10017303       75.826125
2.250       25.132741     0.096121914       77.305830
2.250       25.635396     0.091720592       78.281151
2.250       26.138051     0.089154684       80.655506
2.250       26.640706     0.084579279       81.016115
2.250       27.143361     0.081461598       82.530415
2.250       27.646015     0.079185511       84.764424
2.250       28.148670     0.077358304       87.407932
2.250       28.651325     0.074944125       89.298053
2.250       29.153980     0.072561112       91.089378
2.250       29.656635     0.070530603       93.199472
2.250       30.159289     0.068298875       94.917683
2.250       30.661944     0.066199314       96.676923
2.250       31.164599     0.064168950       98.396540
2.250       31.667254     0.062073165       99.863173
2.250       32.169909     0.061204118       103.22868
2.250       33.175218     0.056595277       104.68678
2.250       34.180528     0.053872501       108.98675
2.250       35.185838     0.052203747       115.20614
2.250       36.191147     0.049168260       118.07614
2.250       37.196457     0.046714793       121.79499
2.250       38.201767     0.044570276       125.88266
2.250       39.207076     0.041726262       127.40108
2.250       40.212386     0.040225737       132.51157
2.250       41.217696     0.038497978       136.57126
2.250       42.223005     0.036952673       140.91705
2.250       43.228315     0.035802759       146.51823
2.250       44.233625     0.033931361       148.77471
2.250       45.238934     0.031752163       148.92948
2.250       46.244244     0.031181919       156.22342
2.250       47.249554     0.029948733       160.04490
2.250       48.254863     0.028889904       164.45217
2.250       49.260173     0.027799520       168.34311
2.250       50.265482     0.026703763       171.81152
2.250       51.270792     0.025936714       177.09052
2.250       52.276102     0.024933205       180.45044
2.250       53.281411     0.023994969       183.87286
2.250       54.286721     0.023177641       187.85394
2.250       55.292031     0.021987102       188.28940
2.250       56.297340     0.021870693       197.69534
2.250       57.302650     0.021334182       203.36227
2.250       58.307960     0.020288868       203.75656
2.250       59.313269     0.019822235       209.54556
2.250       60.318579     0.019207963       213.55261
2.250       61.323889     0.018606322       217.38014
2.250       62.329198     0.018356906       225.18754
2.250       63.334508     0.017718850       228.04838
2.250       64.339818     0.017202876       232.11905
2.250       66.350437     0.016312771       241.39560
2.250       68.361056     0.015042228       243.44940
2.250       70.371675     0.014854102       262.24688
2.250       72.382295     0.013772995       264.60357
2.250       74.392914     0.013173887       274.77608
2.250       76.403533     0.012422748       280.69085
2.250       78.414153     0.012108943       295.77390
2.250       80.424772     0.011089441       292.24657
2.250       82.435391     0.011001963       312.23496
2.250       84.446011     0.010365177       316.21642
2.250       86.456630    0.0099394824       325.40853
2.250       88.467249    0.0094404400       331.13880
2.250       90.477868    0.0091934115       344.96421
2.250       92.488488    0.0087070256       348.98207
2.250       94.499107    0.0084792814       362.50368
2.250       96.509726    0.0081492625       371.10928
2.250       98.520346    0.0077482484       375.36310
2.250       100.53096    0.0073581844       378.73939
2.250       102.54158    0.0071388164       389.93888
2.250       104.55220    0.0067220591       389.19940
2.250       106.56282    0.0065429807       401.10959
2.250       108.57344    0.0064785935       420.07014
2.250       110.58406    0.0062450319       427.84113
2.250       112.59468    0.0060196318       435.30515
2.250       114.60530    0.0056028232       427.25906
2.250       116.61592    0.0056939295       457.46289
2.250       118.62654    0.0055014177       465.25436
2.250       120.63716    0.0052710927       468.82871
2.250       122.64778    0.0050449860       471.52993
2.250       124.65840    0.0049500885       485.78917
2.250       126.66902    0.0046785626       481.71913
2.250       128.67964    0.0045348760       489.51402
2.250       132.70087    0.0042360075       501.47389
2.250       136.72211    0.0039275102       508.51511
2.250       140.74335    0.0039049071       551.52427
2.250       144.76459    0.0036298118       557.88078
2.250       148.78583    0.0035579147       593.67736
2.250       152.80707    0.0031728404       573.52030
2.250       156.82831    0.0031573259       616.96853
2.250       160.84954    0.0029725800       626.70522
2.250       164.87078    0.0027321964       620.31642
2.250       168.89202    0.0025435447       620.77902
2.250       172.91326    0.0023595630       617.99752
2.250       176.93450    0.0022762255       638.73851
2.250       180.95574    0.0021527429       646.21866
2.250       184.97698    0.0021845401       700.45994
2.250       188.99821    0.0019473014       666.00355
2.250       193.01945    0.0019373980       705.81738
2.250       197.04069    0.0017782051       689.15972
2.250       201.06193    0.0018135716       746.78315
2.250       205.08317    0.0017123070       748.24177
2.250       209.10441    0.0016232391       751.86921
2.250       213.12565    0.0014616158       716.82083
2.250       217.14688    0.0013671992       709.19042
2.250       221.16812    0.0014341077       785.99468
2.250       225.18936    0.0013258395       767.01672
2.250       229.21060    0.0012871653       785.25134
2.250       233.23184    0.0012160248       781.58497
2.250       237.25308    0.0011581679       783.56917
2.250       241.27432    0.0011279314       802.57607
2.250       245.29555    0.0010844914       810.89643
2.250       249.31679    0.0010212026       801.74594
2.250       253.33803   0.00098109776       808.13463
2.250       257.35927   0.00097083183       838.36611
2.250       265.40175   0.00094904133       898.80757
2.250       273.44422   0.00086558715       896.57644
2.250       281.48670   0.00076422874       863.50980
2.250       289.52918   0.00060699503       746.33260
2.250       297.57166   0.00060918273       813.19093
2.250       305.61413   0.00059668159       862.84583
2.250       313.65661   0.00060712894       949.10559
2.250       321.69909   0.00050969518       859.66703
2.250       329.74156   0.00042525502       772.39739
2.250       337.78404   0.00049155653       959.75662
2.250       345.82652   0.00045182800       946.71288
2.250       353.86900   0.00032297329       725.04408
2.250       361.91147   0.00034485026       828.14785
2.250       369.95395   0.00026757983       686.38318
2.250       377.99643   0.00034370492       940.41401
2.250       386.03891   0.00025036267       729.68103
2.250       394.08138   0.00032765889       1015.8977
2.250       402.12386   0.00028323997       933.04874
2.250       410.16634   0.00029457678       1029.7903
2.250       418.20881   0.00030418429       1127.1626
2.250       426.25129   0.00022900669       898.49478
2.250       434.29377   0.00028158319       1168.4975
2.250       442.33625   0.00016771778       735.37178
2.250       450.37872   0.00017489286       809.42375
2.250       458.42120   0.00013628971       665.16196
2.250       466.46368   0.00010900224       560.47876
2.250       474.50615   0.00019009990       1028.9107
2.250       482.54863   0.00011617729       661.32473
2.250       490.59111   0.00018631538       1114.4946
2.250       498.63359   0.00015586436       978.95259
2.250       506.67606   6.3301679e-05       417.13502
2.250       514.71854   7.5971245e-05       524.84243
2.000     0.062831853       550.60411    0.0069190954
2.000      0.12566371       879.02320     0.088369051
2.000      0.18849556       333.55192      0.11317150
2.000      0.25132741       237.86816      0.19130492
2.000      0.31415927       155.57714      0.24438000
2.000      0.37699112       114.55504      0.31094088
2.000      0.43982297       84.963134      0.36621363
2.000      0.50265482       66.823393      0.42994049
2.000      0.56548668       52.792510      0.48362607
2.000      0.62831853       46.788951      0.58796730
2.000      0.69115038       40.782297      0.68211814
2.000      0.75398224       32.517337      0.70610384
2.000      0.81681409       29.907888      0.82570642
2.000      0.87964594       26.065353      0.89878867
2.000      0.94247780       23.405785      0.99267447
2.000       1.0053096       21.109993       1.0865705
2.000       1.0681415       18.956499       1.1703473
2.000       1.1309734       17.257176       1.2647279
2.000       1.1938052       16.559202       1.4272829
2.000       1.2566371       14.791516       1.4870054
2.000       1.3194689       13.983097       1.6273131
2.000       1.3823008       13.072332       1.7491657
2.000       1.4451326       11.954021       1.8277105
2.000       1.5079645       11.426433       1.9849714
2.000       1.5707963       10.631510       2.0874921
2.000       1.6336282       10.127666       2.2368624
2.000       1.6964600       9.7718282       2.4170018
2.000       1.7592919       9.3468906       2.5784049
2.000       1.8221237       8.8384987       2.7088338
2.000       1.8849556       8.4468284       2.8659414
2.000       1.9477874       8.0652634       3.0193503
2.000       2.0106193       7.8309824       3.2246015
2.000       2.0734512       7.2711152       3.2836186
2.000       2.1362830       7.0503125       3.4822102
2.000       2.1991149       6.8293962       3.6795635
2.000       2.2619467       6.4617775       3.7885181
2.000       2.3247786       6.4067896       4.0780777
2.000       2.3876104       6.0559970       4.1758636
2.000       2.4504423       5.9813902       4.4586750
2.000       2.5132741       5.6339189       4.5310664
2.000       2.5761060       5.5830266       4.8353858
2.000       2.6389378       5.3327109       4.9648459
2.000       2.7017697       5.2048783       5.2002690
2.000       2.7646015       5.0675216       5.4245474
2.000       2.8274334       4.8600739       5.5653218
2.000       2.8902652       4.7498437       5.8098200
2.000       2.9530971       4.5658527       5.9569689
2.000       3.0159289       4.4892421       6.2388796
2.000       3.0787608       4.3266918       6.3966717
2.000       3.1415927       4.1945304       6.5887529
2.000       3.2044245       4.0805975       6.8021178
2.000       3.2672564       3.9897887       7.0496863
2.000       3.3300882       3.9053749       7.3063454
2.000       3.3929201       3.7981311       7.5155557
2.000       3.4557519       3.7190783       7.7755883
2.000       3.5185838       3.6300460       8.0109878
2.000       3.5814156       3.5346710       8.2259000
2.000       3.6442475       3.4061193       8.3512926
2.000       3.7070793       3.3281486       8.5895143
2.000       3.7699112       3.2130404       8.7212713
2.000       3.8327430       3.1561197       9.0022866
2.000       3.8955749       3.0848116       9.2387577
2.000       3.9584067       2.9879735       9.3887602
2.000       4.0212386       2.9383878       9.6796332
2.000       4.1469023       2.7881329       10.072914
2.000       4.2725660       2.6597061       10.509214
2.000       4.3982297       2.5420398       10.956865
2.000       4.5238934       2.4783016       11.624158
2.000       4.6495571       2.3444558       11.938426
2.000       4.7752208       2.2475563       12.398273
2.000       4.9008845       2.1579651       12.868801
2.000       5.0265482       2.1281307       13.692354
2.000       5.1522120       2.0234502       14.019869
2.000       5.2778757       1.9331338       14.398248
2.000       5.4035394       1.8444898       14.742851
2.000       5.5292031       1.8234491       15.615343
2.000       5.6548668       1.7569949       16.095627
2.000       5.7805305       1.6996176       16.631237
2.000       5.9061942       1.6002512       16.702504
2.000       6.0318579       1.5822978       17.591862
2.000       6.1575216       1.5081272       17.837175
2.000       6.2831853       1.4610829       18.360509
2.000       6.4088490       1.4188893       18.921646
2.000       6.5345127       1.3654399       19.301118
2.000       6.6601764       1.3292193       19.894091
2.000       6.7858401       1.2717227       20.131380
2.000       6.9115038       1.2333197       20.628307
2.000       7.0371675       1.1978777       21.148346
2.000       7.1628313       1.1847453       22.057152
2.000       7.2884950       1.1437521       22.434465
2.000       7.4141587       1.1048475       22.811730
2.000       7.5398224       1.0747446       23.337745
2.000       7.6654861       1.0361264       23.642973
2.000       7.7911498       1.0172488       24.372614
2.000       7.9168135      0.99673178       25.055311
2.000       8.0424772      0.96349924       25.391663
2.000       8.2938046      0.90159072       26.058001
2.000       8.5451320      0.86136139       27.227765
2.000       8.7964594      0.81233035       28.010873
2.000       9.0477868      0.77985908       29.262638
2.000       9.2991143      0.72795585       29.655145
2.000       9.5504417      0.71179883       31.412167
2.000       9.8017691      0.66435632       31.694560
2.000       10.053096      0.63795117       32.836529
2.000       10.304424      0.61525950       34.103561
2.000       10.555751      0.59345739       35.361221
2.000       10.807079      0.55599078       35.551898
2.000       11.058406      0.52765829       36.149362
2.000       11.309734      0.50943053       37.334673
2.000       11.561061      0.49314994       38.604890
2.000       11.812388      0.47454988       39.624636
2.000       12.063716      0.45664161       40.615241
2.000       12.315043      0.43939273       41.574874
2.000       12.566371      0.41778911       42.000742
2.000       12.817698      0.40438327       43.141331
2.000       13.069025      0.38650555       43.707464
2.000       13.320353      0.37366281       44.740139
2.000       13.571680      0.36243068       45.898244
2.000       13.823008      0.34921634       46.727491
2.000       14.074335      0.34019718       48.049030
2.000       14.325663      0.32934107       49.052404
2.000       14.576990      0.31629054       49.631799
2.000       14.828317      0.30540376       50.445247
2.000       15.079645      0.29568163       51.365075
2.000       15.330972      0.28888186       52.735081
2.000       15.582300      0.27596962       52.896409
2.000       15.833627      0.26777837       53.850157
2.000       16.084954      0.25932245       54.672619
2.000       16.587609      0.24625112       56.937693
2.000       17.090264      0.23652259       59.812120
2.000       17.592919      0.22082279       60.915507
2.000       18.095574      0.21187742       63.602181
2.000       18.598229      0.19620088       63.941960
2.000       19.100883      0.18640589       65.809751
2.000       19.603538      0.17880766       68.243260
2.000       20.106193      0.16931868       69.721169
2.000       20.608848      0.16590578       73.568672
2.000       21.111503      0.15725490       74.960396
2.000       21.614157      0.14936978       76.409599
2.000       22.116812      0.14288739       78.312623
2.000       22.619467      0.13711469       80.389876
2.000       23.122122      0.13174848       82.508546
2.000       23.624777      0.12705830       84.874347
2.000       24.127432      0.12146449       86.427682
2.000       24.630086      0.11882351       89.943634
2.000       25.132741      0.11233260       90.343238
2.000       25.635396      0.10845847       92.566493
2.000       26.138051      0.10289907       93.089631
2.000       26.640706     0.098566257       94.413848
2.000       27.143361     0.095875415       97.133348
2.000       27.646015     0.092941400       99.489467
2.000       28.148670     0.091527376       103.41771
2.000       28.651325     0.087956421       104.80257
2.000       29.153980     0.085145589       106.88726
2.000       29.656635     0.082123604       108.51852
2.000       30.159289     0.079273424       110.16945
2.000       30.661944     0.077124294       112.63167
2.000       31.164599     0.075818405       116.25979
2.000       31.667254     0.072602272       116.80238
2.000       32.169909     0.070390319       118.72240
2.000       33.175218     0.068851076       127.35687
2.000       34.180528     0.062833165       127.11462
2.000       35.185838     0.059642868       131.62321
2.000       36.191147     0.056615875       135.96137
2.000       37.196457     0.053273860       138.89581
2.000       38.201767     0.051278019       144.82777
2.000       39.207076     0.048644998       148.52577
2.000       40.212386     0.046266824       152.41211
2.000       41.217696     0.043866681       155.61668
2.000       42.223005     0.042534489       162.20301
2.000       43.228315     0.041196725       168.59235
2.000       44.233625     0.038882160       170.48188
2.000       45.238934     0.038066852       178.54772
2.000       46.244244     0.035871046       179.71625
2.000       47.249554     0.034554515       184.65802
2.000       48.254863     0.033638539       191.48319
2.000       49.260173     0.032308790       195.64950
2.000       50.265482     0.030859243       198.54781
2.000       51.270792     0.029751163       203.13478
2.000       52.276102     0.028601339       206.99803
2.000       53.281411     0.027157587       208.10792
2.000       54.286721     0.026959087       218.50243
2.000       55.292031     0.026327097       225.45551
2.000       56.297340     0.025374487       229.36712
2.000       57.302650     0.024266844       231.31707
2.000       58.307960     0.023262763       233.62273
2.000       59.313269     0.022843371       241.48271
2.000       60.318579     0.021595046       240.09201
2.000       61.323889     0.021590528       252.24501
2.000       62.329198     0.020802825       255.19209
2.000       63.334508     0.020306805       261.35635
2.000       64.339818     0.019437788       262.27480
2.000       66.350437     0.018738996       277.29876
2.000       68.361056     0.017083648       276.48855
2.000       70.371675     0.016552135       292.22540
2.000       72.382295     0.015787142       303.29888
2.000       74.392914     0.014852578       309.78958
2.000       76.403533     0.014270940       322.45058
2.000       78.414153     0.013140281       320.96543
2.000       80.424772     0.013003288       342.68332
2.000       82.435391     0.012305391       349.22619
2.000       84.446011     0.011711137       357.27837
2.000       86.456630     0.011714211       383.51135
2.000       88.467249     0.010723063       376.12888
2.000       90.477868     0.010238173       384.16677
2.000       92.488488    0.0098451473       394.59858
2.000       94.499107    0.0096157667       411.09036
2.000       96.509726    0.0089330253       406.80106
2.000       98.520346    0.0086954138       421.24843
2.000       100.53096    0.0082458857       424.43103
2.000       102.54158    0.0081309576       444.13196
2.000       104.55220    0.0078830260       456.41803
2.000       106.56282    0.0075382251       462.12186
2.000       108.57344    0.0072691910       471.33225
2.000       110.58406    0.0069943737       479.17781
2.000       112.59468    0.0069163949       500.15391
2.000       114.60530    0.0064955416       495.33582
2.000       116.61592    0.0064738807       520.12589
2.000       118.62654    0.0061393354       519.20300
2.000       120.63716    0.0059044130       525.15835
2.000       122.64778    0.0057875197       540.93089
2.000       124.65840    0.0055985605       549.42858
2.000       126.66902    0.0054172511       557.77676
2.000       128.67964    0.0052614962       567.94853
2.000       132.70087    0.0046888839       555.08704
2.000       136.72211    0.0045828035       593.35933
2.000       140.74335    0.0043886134       619.84234
2.000       144.76459    0.0041358399       635.65433
2.000       148.78583    0.0037123169       619.44108
2.000       152.80707    0.0036324347       656.59624
2.000       156.82831    0.0034744030       678.92812
2.000       160.84954    0.0032538337       686.00157
2.000       164.87078    0.0031121855       706.58893
2.000       168.89202    0.0029251617       713.91669
2.000       172.91326    0.0028151580       737.32324
2.000       176.93450    0.0027772233       779.32502
2.000       180.95574    0.0025357449       761.18967
2.000       184.97698    0.0024606906       789.00598
2.000       188.99821    0.0022882481       782.61195
2.000       193.01945    0.0022898118       834.20596
2.000       197.04069    0.0020108107       779.30813
2.000       201.06193    0.0020530247       845.38389
2.000       205.08317    0.0019737891       862.50389
2.000       209.10441    0.0018385036       851.57772
2.000       213.12565    0.0018561470       910.31094
2.000       217.14688    0.0017152391       889.72489
2.000       221.16812    0.0015843638       868.34593
2.000       225.18936    0.0015129860       875.28356
2.000       229.21060    0.0015020699       916.35660
2.000       233.23184    0.0014408735       926.10371
2.000       237.25308    0.0013677083       925.33565
2.000       241.27432    0.0013317419       947.59681
2.000       245.29555    0.0013168888       984.66474
2.000       249.31679    0.0012458096       978.08487
2.000       253.33803    0.0011292625       930.17860
2.000       257.35927    0.0011021967       951.80678
2.000       265.40175    0.0010175800       963.71843
2.000       273.44422   0.00093733658       970.89461
2.000       281.48670   0.00085377245       964.68615
2.000       289.52918   0.00081193034       998.31144
2.000       297.57166   0.00079738491       1064.4198
2.000       305.61413   0.00072762559       1052.2006
2.000       313.65661   0.00079296463       1239.6167
2.000       321.69909   0.00063384386       1069.0599
2.000       329.74156   0.00059034231       1072.2480
2.000       337.78404   0.00041931308       818.70239
2.000       345.82652   0.00042100160       882.12247
2.000       353.86900   0.00052500199       1178.5791
2.000       361.91147   0.00035739089       858.26379
2.000       369.95395   0.00044105511       1131.3738
2.000       377.99643   0.00046334107       1267.7515
2.000       386.03891   0.00030354871       884.69155
2.000       394.08138   0.00030026229       930.95525
2.000       402.12386   0.00030412346       1001.8431
2.000       410.16634   0.00033428849       1168.6157
2.000       418.20881   0.00026705121       989.56505
2.000       426.25129   0.00029439456       1155.0404
2.000       434.29377   0.00028223207       1171.1901
2.000       442.33625   0.00025558437       1120.6297
2.000       450.37872   0.00017900052       828.43442
2.000       458.42120   0.00018691030       912.21576
2.000       466.46368   0.00021651998       1113.3244
2.000       474.50615   0.00020310943       1099.3245
2.000       482.54863   0.00020242231       1152.2637
2.000       490.59111   0.00021232310       1270.0667
2.000       498.63359   0.00019196684       1205.7050
2.000       506.67606   0.00013573436       894.44002
2.000       514.71854   0.00013914801       961.29505
1.750     0.062831853       646.59540    0.0081253574
1.750      0.12566371       1033.0719      0.10385572
1.750      0.18849556       392.61295      0.13321044
1.750      0.25132741       282.85145      0.22748264
1.750      0.31415927       186.62133      0.29314410
1.750      0.37699112       137.54104      0.37333259
1.750      0.43982297       102.54853      0.44201136
1.750      0.50265482       80.917252      0.52062012
1.750      0.56548668       64.416959      0.59011630
1.750      0.62831853       57.277422      0.71976931
1.750      0.69115038       50.208317      0.83977623
1.750      0.75398224       40.223519      0.87344118
1.750      0.81681409       37.054594       1.0230149
1.750      0.87964594       32.170078       1.1092925
1.750      0.94247780       29.108777       1.2345469
1.750       1.0053096       26.311554       1.3543045
1.750       1.0681415       23.717819       1.4643045
1.750       1.1309734       21.608562       1.5836283
1.750       1.1938052       20.954933       1.8061630
1.750       1.2566371       18.763242       1.8862868
1.750       1.3194689       17.915149       2.0849141
1.750       1.3823008       16.650183       2.2279063
1.750       1.4451326       15.232004       2.3288977
1.750       1.5079645       14.737626       2.5601836
1.750       1.5707963       13.608122       2.6719485
1.750       1.6336282       13.068346       2.8863603
1.750       1.6964600       12.617609       3.1208882
1.750       1.7592919       12.013350       3.3139663
1.750       1.8221237       11.549649       3.5397506
1.750       1.8849556       10.983502       3.7266145
1.750       1.9477874       10.560641       3.9535316
1.750       2.0106193       10.220311       4.2084668
1.750       2.0734512       9.4610927       4.2726073
1.750       2.1362830       9.1557187       4.5220885
1.750       2.1991149       8.9032697       4.7969316
1.750       2.2619467       8.4460008       4.9518615
1.750       2.3247786       8.3409502       5.3092181
1.750       2.3876104       7.9405072       5.4753123
1.750       2.4504423       7.8462404       5.8487801
1.750       2.5132741       7.3883654       5.9420760
1.750       2.5761060       7.2751989       6.3009539
1.750       2.6389378       7.0026679       6.5196047
1.750       2.7017697       6.8336403       6.8275886
1.750       2.7646015       6.6691680       7.1390356
1.750       2.8274334       6.3889290       7.3160298
1.750       2.8902652       6.2867322       7.6896809
1.750       2.9530971       6.0126661       7.8445949
1.750       3.0159289       5.8658439       8.1519982
1.750       3.0787608       5.7116083       8.4441612
1.750       3.1415927       5.5048127       8.6469396
1.750       3.2044245       5.3682949       8.9486342
1.750       3.2672564       5.2003905       9.1887376
1.750       3.3300882       5.1045529       9.5498198
1.750       3.3929201       4.9481978       9.7912513
1.750       3.4557519       4.8591646       10.159201
1.750       3.5185838       4.7607019       10.506182
1.750       3.5814156       4.6791254       10.889279
1.750       3.6442475       4.5082193       11.053476
1.750       3.7070793       4.3663254       11.268912
1.750       3.7699112       4.2507745       11.538030
1.750       3.8327430       4.1636017       11.875955
1.750       3.8955749       4.0765459       12.208920
1.750       3.9584067       3.9524974       12.419471
1.750       4.0212386       3.8728403       12.757905
1.750       4.1469023       3.6527229       13.196489
1.750       4.2725660       3.5232352       13.921250
1.750       4.3982297       3.4086845       14.692334
