# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.750       14.576990      0.26384440       41.402035
2.750       14.828317      0.25844531       42.688856
2.750       15.079645      0.25022521       43.468499
2.750       15.330972      0.24798199       45.268853
2.750       15.582300      0.23597114       45.229709
2.750       15.833627      0.23494199       47.246770
2.750       16.084954      0.22645581       47.743388
2.750       16.587609      0.22030627       50.938776
2.750       17.090264      0.20628864       52.166524
2.750       17.592919      0.19967098       55.080632
2.750       18.095574      0.18805510       56.451104
2.750       18.598229      0.17938341       58.461140
2.750       19.100883      0.17728414       62.589357
2.750       19.603538      0.16526506       63.074626
2.750       20.106193      0.16587480       68.303067
2.750       20.608848      0.15479888       68.643468
2.750       21.111503      0.15159365       72.261787
2.750       21.614157      0.14419999       73.765014
2.750       22.116812      0.14008764       76.778156
2.750       22.619467      0.13679809       80.204251
2.750       23.122122      0.12800668       80.165214
2.750       23.624777      0.12749806       85.168104
2.750       24.127432      0.12334895       87.768563
2.750       24.630086      0.11839705       89.620826
2.750       25.132741      0.11450939       92.093917
2.750       25.635396      0.11112721       94.844198
2.750       26.138051      0.11108393       100.49422
2.750       26.640706      0.10587683       101.41644
2.750       27.143361      0.10233038       103.67301
2.750       27.646015     0.098667453       105.61894
2.750       28.148670     0.096382762       108.90386
2.750       28.651325     0.093032729       110.85114
2.750       29.153980     0.090942352       114.16421
2.750       29.656635     0.087243738       115.28429
2.750       30.159289     0.085683578       119.07790
2.750       30.661944     0.084463699       123.35008
2.750       31.164599     0.083311148       127.74915
2.750       31.667254     0.079775910       128.34331
2.750       32.169909     0.077847884       131.30055
2.750       33.175218     0.076122493       140.80713
2.750       34.180528     0.070470667       142.56567
2.750       35.185838     0.068262717       150.64597
2.750       36.191147     0.064009168       153.71615
2.750       37.196457     0.062245539       162.28681
2.750       38.201767     0.060935265       172.10334
2.750       39.207076     0.057467018       175.46168
2.750       40.212386     0.054525764       179.61870
2.750       41.217696     0.051783734       183.70236
2.750       42.223005     0.050970194       194.37212
2.750       43.228315     0.047414458       194.03763
2.750       44.233625     0.047031397       206.21285
2.750       45.238934     0.045605617       213.90734
2.750       46.244244     0.044946605       225.18539
2.750       47.249554     0.043358751       231.70753
2.750       48.254863     0.041633878       236.99566
2.750       49.260173     0.039671547       240.23550
2.750       50.265482     0.038904830       250.31297
2.750       51.270792     0.036722216       250.73169
2.750       52.276102     0.036936149       267.32000
2.750       53.281411     0.037172275       284.85022
2.750       54.286721     0.033556253       271.97222
2.750       55.292031     0.034242233       293.23780
2.750       56.297340     0.033789867       305.43611
2.750       57.302650     0.032554796       310.31971
2.750       58.307960     0.032019110       321.56077
2.750       59.313269     0.031153158       329.32744
2.750       60.318579     0.029609665       329.19790
2.750       61.323889     0.028566321       333.74413
2.750       62.329198     0.028585281       350.66090
2.750       63.334508     0.027474109       353.60229
2.750       64.339818     0.028458926       383.99736
2.750       66.350437     0.027402626       405.50274
2.750       68.361056     0.024569215       397.63795
2.750       70.371675     0.024170400       426.72469
2.750       72.382295     0.024212702       465.16879
2.750       74.392914     0.022822111       476.01516
2.750       76.403533     0.023221251       524.68205
2.750       78.414153     0.021360352       521.74948
2.750       80.424772     0.020597590       542.82042
2.750       82.435391     0.020184713       572.84082
2.750       84.446011     0.019319810       589.40053
2.750       86.456630     0.018717723       612.79918
2.750       88.467249     0.018823110       660.25120
2.750       90.477868     0.018278708       685.87162
2.750       92.488488     0.018231688       730.73546
2.750       94.499107     0.017138830       732.71407
2.750       96.509726     0.017100765       778.75177
2.750       98.520346     0.017291657       837.69254
2.750       100.53096     0.015956675       821.31965
2.750       102.54158     0.016140071       881.60848
2.750       104.55220     0.015045467       871.11499
2.750       106.56282     0.015378869       942.78316
2.750       108.57344     0.014891411       965.55479
2.750       110.58406     0.014166384       970.52533
2.750       112.59468     0.014157365       1023.7792
2.750       114.60530     0.014384852       1096.9574
2.750       116.61592     0.013559592       1089.4076
2.750       118.62654     0.013960748       1180.6591
2.750       120.63716     0.013571196       1207.0678
2.750       122.64778     0.014470566       1352.4923
2.750       124.65840     0.013107717       1286.3582
2.750       126.66902     0.013419280       1381.6901
2.750       128.67964     0.013398636       1446.3064
2.750       132.70087     0.010794211       1277.8577
2.750       136.72211     0.012511049       1619.8704
2.750       140.74335     0.010465124       1478.0813
2.750       144.76459     0.010547356       1621.0668
2.750       148.78583     0.010178207       1698.3462
2.750       152.80707     0.010580907       1912.5970
2.750       156.82831    0.0098350892       1921.8607
2.750       160.84954     0.010377303       2187.8334
2.750       164.87078    0.0091656535       2080.9651
2.750       168.89202    0.0091865127       2242.0657
2.750       172.91326    0.0090325276       2365.7260
2.750       176.93450     0.010227535       2869.9796
2.750       180.95574    0.0090346250       2712.0485
2.750       184.97698    0.0087048103       2791.1462
2.750       188.99821    0.0083750092       2864.3670
2.750       193.01945    0.0091774908       3343.4702
2.750       197.04069    0.0078602417       3046.3088
2.750       201.06193    0.0074030803       3048.4021
2.750       205.08317    0.0074942692       3274.8364
2.750       209.10441    0.0074411577       3446.6749
2.750       213.12565    0.0069239191       3395.7005
2.750       217.14688    0.0070650656       3664.7746
