# z        k [h/Mpc]   P(k) [(Mpc/h)^3]    Delta^2(k)   
2.250       25.635396      0.15598775       133.13151
2.250       26.138051      0.14855927       134.39701
2.250       26.640706      0.14635825       140.19245
2.250       27.143361      0.14194247       143.80483
2.250       27.646015      0.13670895       146.34060
2.250       28.148670      0.13674457       154.50908
2.250       28.651325      0.13027856       155.23061
2.250       29.153980      0.12573864       157.84563
2.250       29.656635      0.12242375       161.77132
2.250       30.159289      0.12132535       168.61070
2.250       30.661944      0.11608746       169.53315
2.250       31.164599      0.11395378       174.73651
2.250       31.667254      0.11051398       177.79465
2.250       32.169909      0.10904750       183.92276
2.250       33.175218      0.10323292       190.95447
2.250       34.180528     0.099539529       201.37342
2.250       35.185838     0.094096729       207.65791
2.250       36.191147     0.086302734       207.25350
2.250       37.196457     0.086503742       225.53289
2.250       38.201767     0.080663634       227.82343
2.250       39.207076     0.079145134       241.65058
2.250       40.212386     0.077438473       255.09771
2.250       41.217696     0.071981820       255.35490
2.250       42.223005     0.068387309       260.79136
2.250       43.228315     0.066280354       271.24391
2.250       44.233625     0.063692922       279.26661
2.250       45.238934     0.060860298       285.45748
2.250       46.244244     0.061386530       307.55047
2.250       47.249554     0.058729085       313.84602
2.250       48.254863     0.055758718       317.39955
2.250       49.260173     0.055471241       335.91232
2.250       50.265482     0.051849222       333.59695
2.250       51.270792     0.051374282       350.77296
2.250       52.276102     0.050142153       362.89653
2.250       53.281411     0.047925963       367.25547
2.250       54.286721     0.046402749       376.09261
2.250       55.292031     0.045014448       385.48706
2.250       56.297340     0.043820730       396.10789
2.250       57.302650     0.041972692       400.09323
2.250       58.307960     0.041806949       419.85784
2.250       59.313269     0.040179306       424.74500
2.250       60.318579     0.038771124       431.05427
2.250       61.323889     0.038973961       455.33797
2.250       62.329198     0.037436573       459.24133
2.250       63.334508     0.036950350       475.56515
2.250       64.339818     0.035418027       477.89678
2.250       66.350437     0.035829834       530.20817
2.250       68.361056     0.033372140       540.10799
2.250       70.371675     0.032527000       574.25918
2.250       72.382295     0.030262444       581.39501
2.250       74.392914     0.029280271       610.71707
2.250       76.403533     0.027876372       629.86407
2.250       78.414153     0.026300160       642.40958
2.250       80.424772     0.025969421       684.38745
2.250       82.435391     0.024974606       708.77766
2.250       84.446011     0.024285159       740.88129
2.250       86.456630     0.023354210       764.59305
2.250       88.467249     0.023617001       828.40476
2.250       90.477868     0.022604732       848.19693
2.250       92.488488     0.020701601       829.73082
2.250       94.499107     0.020593665       880.41416
2.250       96.509726     0.020199493       919.86474
2.250       98.520346     0.018681153       905.00654
2.250       100.53096     0.020367156       1048.3353
2.250       102.54158     0.018497555       1010.3798
2.250       104.55220     0.018850211       1091.4053
2.250       106.56282     0.018035733       1105.6590
2.250       108.57344     0.017559603       1138.5596
2.250       110.58406     0.016614786       1138.2630
2.250       112.59468     0.016517875       1194.4778
2.250       114.60530     0.016291468       1242.3518
2.250       116.61592     0.016411739       1318.5554
2.250       118.62654     0.014992742       1267.9348
2.250       120.63716     0.015091578       1342.2957
2.250       122.64778     0.015018047       1403.6627
2.250       124.65840     0.014307756       1404.1270
2.250       126.66902     0.014276904       1469.9938
2.250       128.67964     0.013814569       1491.2040
2.250       132.70087     0.013883916       1643.6282
2.250       136.72211     0.012338828       1597.5721
2.250       140.74335     0.012736624       1798.9050
2.250       144.76459     0.012167725       1870.1080
2.250       148.78583     0.012655152       2111.6519
2.250       152.80707     0.012302626       2223.8136
2.250       156.82831     0.011377424       2223.2461
2.250       160.84954     0.011517543       2428.2288
2.250       164.87078     0.010248389       2326.7887
2.250       168.89202     0.011031236       2692.2900
2.250       172.91326    0.0098953773       2591.7166
2.250       176.93450     0.010569010       2965.8018
2.250       180.95574     0.010083374       3026.8659
2.250       184.97698    0.0097345516       3121.3267
2.250       188.99821    0.0091487683       3129.0031
2.250       193.01945    0.0093228279       3396.4183
2.250       197.04069    0.0093156252       3610.3560
2.250       201.06193    0.0084504048       3479.6640
2.250       205.08317    0.0080184732       3503.9024
2.250       209.10441    0.0083822656       3882.5874
2.250       213.12565    0.0087319336       4282.4058
2.250       217.14688    0.0084927785       4405.3545
2.250       221.16812    0.0079903407       4379.2844
2.250       225.18936    0.0071165737       4117.0374
2.250       229.21060    0.0072400337       4416.8733
2.250       233.23184    0.0074528814       4790.2477
2.250       237.25308    0.0073143172       4948.5688
2.250       241.27432    0.0076204443       5422.3036
2.250       245.29555    0.0069785451       5218.0013
2.250       249.31679    0.0070611369       5543.6970
2.250       253.33803    0.0071606534       5898.2624
2.250       257.35927    0.0063673440       5498.5480
2.250       265.40175    0.0065561604       6209.1358
2.250       273.44422    0.0059826633       6196.8514
2.250       281.48670    0.0057010829       6441.7114
2.250       289.52918    0.0047547768       5846.2503
2.250       297.57166    0.0052976256       7071.7387
2.250       305.61413    0.0051180260       7401.0451
2.250       313.65661    0.0047978153       7500.2738
2.250       321.69909    0.0050824037       8572.1331
2.250       329.74156    0.0045300337       8227.9714
2.250       337.78404    0.0046363522       9052.4069
2.250       345.82652    0.0035336701       7404.0807
2.250       353.86900    0.0038638943       8674.0723
2.250       361.91147    0.0043519474       10451.075
2.250       369.95395    0.0034769652       8918.9475
2.250       377.99643    0.0027683337       7574.4620
2.250       386.03891    0.0028797199       8392.9326
2.250       394.08138    0.0029900382       9270.5339
2.250       402.12386    0.0027790194       9154.6421
2.250       410.16634    0.0037519903       13116.320
2.250       418.20881    0.0030641427       11354.259
2.250       426.25129    0.0024030009       9428.0376
2.250       434.29377    0.0024913266       10338.362
2.250       442.33625    0.0023899337       10478.852
2.250       450.37872    0.0026680396       12347.986
2.250       458.42120    0.0026314914       12842.995
2.250       466.46368    0.0027177040       13974.166
2.250       474.50615    0.0025778157       13952.360
2.250       482.54863    0.0023461980       13355.440
2.250       490.59111    0.0020263585       12121.198
2.250       498.63359    0.0020749838       13032.555
2.250       506.67606    0.0024300962       16013.449
2.250       514.71854    0.0027936269       19299.591
2.000     0.015707963       1950.3826   0.00038295672
2.000     0.031415927       4640.6013    0.0072894395
2.000     0.047123890       2348.6588     0.012451268
2.000     0.062831853       2009.2971     0.025249572
2.000     0.078539816       1499.0143     0.036791346
2.000     0.094247780       1125.1500     0.047719298
2.000      0.10995574       922.45303     0.062125268
2.000      0.12566371       831.39572     0.083581014
2.000      0.14137167       600.89920     0.086011999
2.000      0.15707963       520.34944      0.10217037
2.000      0.17278760       460.62306      0.12037980
2.000      0.18849556       417.47525      0.14164602
2.000      0.20420352       365.17265      0.15752815
2.000      0.21991149       326.71142      0.17602660
2.000      0.23561945       287.01284      0.19019758
2.000      0.25132741       267.57611      0.21519748
2.000      0.26703538       230.57780      0.22243040
2.000      0.28274334       210.90710      0.24151193
2.000      0.29845130       188.85387      0.25434112
2.000      0.31415927       172.31836      0.27067705
2.000      0.32986723       158.11656      0.28751807
2.000      0.34557519       142.28206      0.29747335
2.000      0.36128316       136.44062      0.32595458
2.000      0.37699112       124.77349      0.33867719
2.000      0.39269908       115.86663      0.35547436
2.000      0.40840704       110.74402      0.38218199
2.000      0.42411501       102.39770      0.39574132
2.000      0.43982297       96.280573      0.41499479
2.000      0.45553093       91.278143      0.43710994
2.000      0.47123890       86.529877      0.45873274
2.000      0.48694686       79.630915      0.46579699
2.000      0.50265482       76.675700      0.49333006
2.000      0.51836279       72.561386      0.51200863
2.000      0.53407075       69.345461      0.53516128
2.000      0.54977871       66.651386      0.56110380
2.000      0.56548668       63.626776      0.58287753
2.000      0.58119464       60.945153      0.60614180
2.000      0.59690260       57.184447      0.61611049
2.000      0.61261057       55.127785      0.64208756
2.000      0.62831853       52.979362      0.66575829
2.000      0.64402649       50.585932      0.68455953
2.000      0.65973446       47.989190      0.69810570
2.000      0.67544242       47.194459      0.73676039
2.000      0.69115038       45.223850      0.75640685
2.000      0.70685835       43.953095      0.78642424
2.000      0.72256631       41.692639      0.79682466
2.000      0.73827427       40.842592      0.83260068
2.000      0.75398224       39.312190      0.85365195
2.000      0.76969020       38.473002      0.88873894
2.000      0.78539816       36.958860      0.90710689
2.000      0.80110613       35.719508      0.93034899
2.000      0.81681409       34.731007      0.95886462
2.000      0.83252205       33.521196      0.97988927
2.000      0.84823002       32.352118       1.0002623
2.000      0.86393798       31.797874       1.0387620
2.000      0.87964594       30.650041       1.0568784
2.000      0.89535391       29.815514       1.0841684
2.000      0.91106187       29.377637       1.1254617
2.000      0.92676983       28.347167       1.1431299
2.000      0.94247780       27.552433       1.1685400
2.000      0.95818576       26.675152       1.1888479
2.000      0.97389372       26.356168       1.2333525
2.000      0.98960169       25.507601       1.2523368
2.000       1.0053096       25.103521       1.2921248
2.000       1.0367256       24.285427       1.3709053
2.000       1.0681415       22.687537       1.4006963
2.000       1.0995574       21.882647       1.4737502
2.000       1.1309734       20.568373       1.5073959
2.000       1.1623893       19.934816       1.5861246
2.000       1.1938052       19.270667       1.6609915
2.000       1.2252211       18.388096       1.7133672
2.000       1.2566371       18.081950       1.8177958
2.000       1.2880530       17.163526       1.8581380
2.000       1.3194689       16.690534       1.9423970
2.000       1.3508848       16.115463       2.0126489
2.000       1.3823008       15.580613       2.0847907
2.000       1.4137167       15.279334       2.1870658
2.000       1.4451326       14.499766       2.2169421
2.000       1.4765485       14.304922       2.3329151
2.000       1.5079645       13.725913       2.3844313
2.000       1.5393804       13.345331       2.4662521
2.000       1.5707963       12.958282       2.5443527
2.000       1.6022123       12.798755       2.6668471
2.000       1.6336282       12.368904       2.7318768
2.000       1.6650441       11.859560       2.7734227
2.000       1.6964600       11.614544       2.8727863
2.000       1.7278760       11.419506       2.9843877
2.000       1.7592919       10.983986       3.0300090
2.000       1.7907078       10.874484       3.1633926
2.000       1.8221237       10.639370       3.2607670
2.000       1.8535397       10.487749       3.3834380
2.000       1.8849556       10.136072       3.4390881
2.000       1.9163715       9.8964276       3.5284814
2.000       1.9477874       9.6494798       3.6124251
2.000       1.9792034       9.5348324       3.7450239
2.000       2.0106193       9.2964005       3.8280237
2.000       2.0734512       8.8729181       4.0069891
2.000       2.1362830       8.5117175       4.2040107
2.000       2.1991149       8.3056075       4.4749213
2.000       2.2619467       7.9878662       4.6832587
2.000       2.3247786       7.6256222       4.8538944
2.000       2.3876104       7.2880780       5.0254351
2.000       2.4504423       6.9774963       5.2011970
2.000       2.5132741       6.7561027       5.4335802
2.000       2.5761060       6.7306229       5.8293038
2.000       2.6389378       6.3823804       5.9421064
2.000       2.7017697       6.1686143       6.1631515
2.000       2.7646015       6.0895197       6.5185490
2.000       2.8274334       5.8766183       6.7293775
2.000       2.8902652       5.7432558       7.0249221
2.000       2.9530971       5.5686558       7.2653044
2.000       3.0159289       5.4080272       7.5157520
2.000       3.0787608       5.2977752       7.8323417
2.000       3.1415927       5.1193449       8.0414481
2.000       3.2044245       5.0014453       8.3371174
2.000       3.2672564       4.9082848       8.6726066
2.000       3.3300882       4.7291221       8.8474476
2.000       3.3929201       4.5814522       9.0655530
2.000       3.4557519       4.5117244       9.4327971
2.000       3.5185838       4.3499028       9.5996080
2.000       3.5814156       4.2600114       9.9139150
2.000       3.6442475       4.1657324       10.213750
2.000       3.7070793       4.0742101       10.515001
2.000       3.7699112       4.0058835       10.873314
2.000       3.8327430       3.8970892       11.115774
2.000       3.8955749       3.7895054       11.349258
2.000       3.9584067       3.7566603       11.804115
2.000       4.0212386       3.6437230       12.003147
2.000       4.1469023       3.4847632       12.589687
2.000       4.2725660       3.2882916       12.992925
2.000       4.3982297       3.2497900       14.007456
2.000       4.5238934       3.0398350       14.257959
2.000       4.6495571       2.9620832       15.083505
2.000       4.7752208       2.8349091       15.638308
2.000       4.9008845       2.7371929       16.322966
2.000       5.0265482       2.6213203       16.865527
2.000       5.1522120       2.5239686       17.487808
2.000       5.2778757       2.4344129       18.131843
2.000       5.4035394       2.3490283       18.775584
2.000       5.5292031       2.2688630       19.429703
2.000       5.6548668       2.1906271       20.068081
2.000       5.7805305       2.1004437       20.553434
2.000       5.9061942       2.0497686       21.394309
2.000       6.0318579       1.9816886       22.032257
2.000       6.1575216       1.8880719       22.330921
2.000       6.2831853       1.8446105       23.180060
2.000       6.4088490       1.8014383       24.023139
2.000       6.5345127       1.7148221       24.239795
2.000       6.6601764       1.6705988       25.003431
2.000       6.7858401       1.6546407       26.192975
2.000       6.9115038       1.5730115       26.309938
2.000       7.0371675       1.5540221       27.436021
2.000       7.1628313       1.4867716       27.680165
2.000       7.2884950       1.4469723       28.382069
2.000       7.4141587       1.4192245       29.302655
2.000       7.5398224       1.3626671       29.589891
2.000       7.6654861       1.3335001       30.428631
2.000       7.7911498       1.2930958       30.981727
2.000       7.9168135       1.2542244       31.528024
2.000       8.0424772       1.2251809       32.287914
2.000       8.2938046       1.1617804       33.578068
2.000       8.5451320       1.0878032       34.385625
2.000       8.7964594       1.0370251       35.758825
2.000       9.0477868       1.0230509       38.387920
2.000       9.2991143      0.96010014       39.112137
2.000       9.5504417      0.93026923       41.053414
2.000       9.8017691      0.89857238       42.868346
2.000       10.053096      0.85591003       44.055276
2.000       10.304424      0.82768199       45.878046
2.000       10.555751      0.79137962       47.154438
2.000       10.807079      0.74556301       47.673777
2.000       11.058406      0.74196282       50.831159
2.000       11.309734      0.70225159       51.465964
2.000       11.561061      0.68391764       53.538616
2.000       11.812388      0.66392287       55.437168
2.000       12.063716      0.63450869       56.435337
2.000       12.315043      0.60511449       57.255291
2.000       12.566371      0.59266127       59.580809
2.000       12.817698      0.57774345       61.636135
2.000       13.069025      0.55366628       62.610611
2.000       13.320353      0.54470460       65.219654
2.000       13.571680      0.51997611       65.849808
2.000       13.823008      0.50097980       67.034462
2.000       14.074335      0.49235953       69.540254
2.000       14.325663      0.47646903       70.965797
2.000       14.576990      0.46729052       73.326472
2.000       14.828317      0.45222912       74.697212
2.000       15.079645      0.43962212       76.370059
2.000       15.330972      0.42676270       77.905083
2.000       15.582300      0.41469219       79.486023
2.000       15.833627      0.40559748       81.565543
2.000       16.084954      0.39537557       83.356523
2.000       16.587609      0.38244331       88.427778
2.000       17.090264      0.35055277       88.648211
2.000       17.592919      0.33433184       92.227767
2.000       18.095574      0.33216263       99.709857
2.000       18.598229      0.30558209       99.589348
2.000       19.100883      0.29712028       104.89696
2.000       19.603538      0.28920869       110.37862
2.000       20.106193      0.27317672       112.48730
2.000       20.608848      0.26868314       119.14390
2.000       21.111503      0.25362457       120.89797
2.000       21.614157      0.24535279       125.50938
2.000       22.116812      0.23804420       130.46543
2.000       22.619467      0.23069019       135.25287
2.000       23.122122      0.21862510       136.91573
2.000       23.624777      0.21097503       140.93032
2.000       24.127432      0.20905038       148.74916
2.000       24.630086      0.19694825       149.08028
2.000       25.132741      0.19198256       154.40154
2.000       25.635396      0.18431019       157.30398
2.000       26.138051      0.17867506       161.64185
2.000       26.640706      0.17508258       167.70669
2.000       27.143361      0.16959285       171.81799
2.000       27.646015      0.16542341       177.07810
2.000       28.148670      0.15849070       179.08025
2.000       28.651325      0.15595428       185.82395
2.000       29.153980      0.14831331       186.18467
2.000       29.656635      0.14827234       195.92778
2.000       30.159289      0.14164596       196.85106
2.000       30.661944      0.14042480       205.07520
2.000       31.164599      0.13753930       210.90248
2.000       31.667254      0.13026861       209.57585
2.000       32.169909      0.12857879       216.86481
2.000       33.175218      0.12131679       224.40500
2.000       34.180528      0.11856368       239.86023
2.000       35.185838      0.11049990       243.85735
2.000       36.191147      0.10524989       252.75454
2.000       37.196457      0.10281577       268.06168
2.000       38.201767     0.095350578       269.30470
2.000       39.207076     0.094112648       287.35028
2.000       40.212386     0.089845057       295.96747
2.000       41.217696     0.087079931       308.91533
2.000       42.223005     0.081317663       310.10057
2.000       43.228315     0.080256477       328.43942
2.000       44.233625     0.076613839       335.91939
2.000       45.238934     0.073977211       346.98069
2.000       46.244244     0.071706429       359.25383
2.000       47.249554     0.069934484       373.72725
2.000       48.254863     0.066692867       379.64083
2.000       49.260173     0.065539347       396.88086
2.000       50.265482     0.061220788       393.89343
2.000       51.270792     0.059184252       404.09782
2.000       52.276102     0.058453608       423.04948
2.000       53.281411     0.057257610       438.76365
2.000       54.286721     0.054137716       438.78424
2.000       55.292031     0.053013191       453.98533
2.000       56.297340     0.052804128       477.31136
2.000       57.302650     0.049525241       472.08584
2.000       58.307960     0.048964494       491.73946
2.000       59.313269     0.047849545       505.82892
2.000       60.318579     0.046089080       512.41473
2.000       61.323889     0.044779672       523.16686
2.000       62.329198     0.044808262       549.67120
2.000       63.334508     0.043301306       557.30438
2.000       64.339818     0.041463044       559.46242
2.000       66.350437     0.040660424       601.69101
2.000       68.361056     0.038441612       622.15435
2.000       70.371675     0.036985992       652.98199
2.000       72.382295     0.034295146       658.87035
2.000       74.392914     0.032358654       674.92485
2.000       76.403533     0.031868216       720.05943
2.000       78.414153     0.030519243       745.46520
2.000       80.424772     0.030098044       793.19149
2.000       82.435391     0.029454861       835.92700
2.000       84.446011     0.027048516       825.18459
2.000       86.456630     0.026234944       858.90534
2.000       88.467249     0.024634295       864.08799
2.000       90.477868     0.024770651       929.46867
2.000       92.488488     0.023388554       937.42531
2.000       94.499107     0.023399326       1000.3609
2.000       96.509726     0.022753697       1036.1806
2.000       98.520346     0.022416204       1085.9507
2.000       100.53096     0.021597777       1111.6776
2.000       102.54158     0.020809243       1136.6496
2.000       104.55220     0.019940460       1154.5294
2.000       106.56282     0.020376774       1249.1737
2.000       108.57344     0.018904083       1225.7353
2.000       110.58406     0.018413239       1261.4733
2.000       112.59468     0.017808040       1287.7750
2.000       114.60530     0.018009137       1373.3375
2.000       116.61592     0.017543388       1409.4746
2.000       118.62654     0.017229931       1457.1336
2.000       120.63716     0.017042847       1515.8482
2.000       122.64778     0.016359908       1529.0798
2.000       124.65840     0.016130114       1582.9686
2.000       126.66902     0.015110988       1555.8736
2.000       128.67964     0.015926904       1719.2185
2.000       132.70087     0.014517885       1718.6797
2.000       136.72211     0.014733838       1907.6664
2.000       140.74335     0.014024375       1980.7854
2.000       144.76459     0.013624652       2094.0290
2.000       148.78583     0.013130132       2190.9075
2.000       152.80707     0.013077418       2363.8645
2.000       156.82831     0.010386416       2029.5947
2.000       160.84954     0.012641861       2665.2672
2.000       164.87078     0.011536993       2619.3528
2.000       168.89202     0.010886115       2656.8717
2.000       172.91326     0.011131433       2915.4542
2.000       176.93450     0.010652984       2989.3659
2.000       180.95574     0.010112143       3035.5020
2.000       184.97698    0.0099647584       3195.1412
2.000       188.99821    0.0097822770       3345.6717
2.000       193.01945     0.010020847       3650.7150
2.000       197.04069    0.0088796866       3441.4040
2.000       201.06193    0.0086086247       3544.8150
2.000       205.08317    0.0084510430       3692.9262
2.000       209.10441    0.0082210791       3807.9273
2.000       213.12565    0.0086062855       4220.7841
2.000       217.14688    0.0085024471       4410.3698
2.000       221.16812    0.0075989109       4164.7526
2.000       225.18936    0.0081166942       4695.6212
2.000       229.21060    0.0078783761       4806.3021
2.000       233.23184    0.0073730049       4738.9081
2.000       237.25308    0.0074462281       5037.8143
2.000       241.27432    0.0072720746       5174.4222
2.000       245.29555    0.0075181079       5621.4435
2.000       249.31679    0.0070069907       5501.1869
2.000       253.33803    0.0066200036       5452.9267
2.000       257.35927    0.0067688732       5845.2903
2.000       265.40175    0.0053003732       5019.8188
2.000       273.44422    0.0056372227       5839.0436
2.000       281.48670    0.0057641455       6512.9665
2.000       289.52918    0.0050730880       6237.6309
2.000       297.57166    0.0059770001       7978.6278
2.000       305.61413    0.0052171761       7544.4235
2.000       313.65661    0.0058660582       9170.2243
2.000       321.69909    0.0041729038       7038.1435
2.000       329.74156    0.0050767122       9220.9122
2.000       337.78404    0.0047693657       9312.1137
2.000       345.82652    0.0051443081       10778.842
2.000       353.86900    0.0039220680       8804.6666
2.000       361.91147    0.0045366700       10894.681
2.000       369.95395    0.0039484261       10128.317
2.000       377.99643    0.0035299641       9658.3655
2.000       386.03891    0.0037999256       11074.868
2.000       394.08138    0.0031927112       9898.9161
2.000       402.12386    0.0032575488       10731.013
2.000       410.16634    0.0028847324       10084.534
2.000       418.20881    0.0027505043       10192.064
2.000       426.25129    0.0028304208       11104.995
2.000       434.29377    0.0029026161       12045.107
2.000       442.33625    0.0025412728       11142.410
2.000       450.37872    0.0035641109       16495.104
2.000       458.42120    0.0026108009       12742.015
2.000       466.46368    0.0024653774       12676.728
2.000       474.50615    0.0020392026       11037.131
2.000       482.54863    0.0027008458       15374.228
2.000       490.59111    0.0024215790       14485.314
2.000       498.63359    0.0024725263       15529.439
2.000       506.67606    0.0020073104       13227.445
2.000       514.71854    0.0024408515       16862.465
1.750     0.015707963       2297.2743   0.00045106876
1.750     0.031415927       5470.3931    0.0085928734
1.750     0.047123890       2764.3194     0.014654867
1.750     0.062831853       2370.4164     0.029787531
1.750     0.078539816       1768.6288     0.043408682
1.750     0.094247780       1328.2079     0.056331291
1.750      0.10995574       1087.7610     0.073258413
1.750      0.12566371       977.10096     0.098228902
1.750      0.14137167       711.13398      0.10179087
1.750      0.15707963       617.46083      0.12123815
1.750      0.17278760       546.98807      0.14295054
1.750      0.18849556       493.84478      0.16755759
1.750      0.20420352       433.27533      0.18690629
1.750      0.21991149       388.70572      0.20942809
1.750      0.23561945       341.51991      0.22631831
1.750      0.25132741       319.03827      0.25658580
1.750      0.26703538       275.41081      0.26567925
1.750      0.28274334       253.36459      0.29013045
1.750      0.29845130       226.71954      0.30533715
1.750      0.31415927       207.53845      0.32600064
1.750      0.32986723       190.72477      0.34681260
1.750      0.34557519       171.37041      0.35828925
1.750      0.36128316       164.95046      0.39406416
1.750      0.37699112       151.51325      0.41125788
1.750      0.39269908       140.31966      0.43049531
1.750      0.40840704       134.44525      0.46397587
1.750      0.42411501       124.29381      0.48036426
1.750      0.43982297       116.74414      0.50319818
1.750      0.45553093       111.21940      0.53260399
1.750      0.47123890       105.71364      0.56043425
1.750      0.48694686       97.377131      0.56960258
1.750      0.50265482       93.827313      0.60368322
1.750      0.51836279       89.025905      0.62818579
1.750      0.53407075       85.105332      0.65678528
1.750      0.54977871       82.042617      0.69067467
1.750      0.56548668       78.127276      0.71571493
1.750      0.58119464       75.460681      0.75050879
1.750      0.59690260       70.536380      0.75996545
1.750      0.61261057       68.292704      0.79542277
1.750      0.62831853       65.718710      0.82584567
1.750      0.64402649       62.764954      0.84937344
1.750      0.65973446       59.727646      0.86886672
1.750      0.67544242       58.697334      0.91633364
1.750      0.69115038       56.377322      0.94295803
1.750      0.70685835       54.540612      0.97585983
1.750      0.72256631       52.164723      0.99696587
1.750      0.73827427       50.973540       1.0391261
1.750      0.75398224       49.162029       1.0675381
1.750      0.76969020       48.116902       1.1115162
1.750      0.78539816       46.336039       1.1372575
1.750      0.80110613       44.876632       1.1688551
1.750      0.81681409       43.652779       1.2051797
1.750      0.83252205       42.106685       1.2308597
1.750      0.84823002       40.719029       1.2589503
1.750      0.86393798       39.978116       1.3059913
1.750      0.87964594       38.583953       1.3304565
1.750      0.89535391       37.681411       1.3701926
1.750      0.91106187       37.106398       1.4215517
1.750      0.92676983       35.833873       1.4450394
1.750      0.94247780       34.965987       1.4829600
1.750      0.95818576       33.855790       1.5088718
1.750      0.97389372       33.407550       1.5633261
1.750      0.98960169       32.323990       1.5869985
1.750       1.0053096       31.911517       1.6425450
1.750       1.0367256       30.896090       1.7440752
1.750       1.0681415       29.134053       1.7986950
1.750       1.0995574       27.977354       1.8842159
1.750       1.1309734       26.486757       1.9411369
1.750       1.1623893       25.659854       2.0416403
1.750       1.1938052       24.888856       2.1452386
1.750       1.2252211       23.606154       2.1995758
1.750       1.2566371       23.279973       2.3403582
1.750       1.2880530       22.168627       2.3999945
1.750       1.3194689       21.582915       2.5117583
1.750       1.3508848       20.789614       2.5964005
1.750       1.3823008       20.238836       2.7080922
1.750       1.4137167       19.687001       2.8179740
1.750       1.4451326       18.851515       2.8823030
1.750       1.4765485       18.738317       3.0559345
1.750       1.5079645       17.884844       3.1069105
1.750       1.5393804       17.524060       3.2384922
1.750       1.5707963       16.925985       3.3234095
1.750       1.6022123       16.781929       3.4968121
1.750       1.6336282       16.199871       3.5780093
1.750       1.6650441       15.496419       3.6239220
1.750       1.6964600       15.267208       3.7762504
1.750       1.7278760       14.999742       3.9200512
1.750       1.7592919       14.474991       3.9930271
1.750       1.7907078       14.289172       4.1567271
1.750       1.8221237       13.965114       4.2800451
1.750       1.8535397       13.817615       4.4576810
1.750       1.8849556       13.415057       4.5516215
1.750       1.9163715       12.982513       4.6287970
1.750       1.9477874       12.742976       4.7705208
1.750       1.9792034       12.709551       4.9919674
1.750       2.0106193       12.252958       5.0454596
1.750       2.0734512       11.880834       5.3653569
1.750       2.1362830       11.252123       5.5575205
1.750       2.1991149       10.991956       5.9222805
1.750       2.2619467       10.632901       6.2340334
1.750       2.3247786       10.164874       6.4701898
1.750       2.3876104       9.7433393       6.7184406
1.750       2.4504423       9.3886352       6.9985190
1.750       2.5132741       9.0240632       7.2575823
1.750       2.5761060       8.9352894       7.7387364
1.750       2.6389378       8.5278002       7.9395292
1.750       2.7017697       8.3341597       8.3267792
1.750       2.7646015       8.1861487       8.7628932
1.750       2.8274334       7.8122366       8.9458744
1.750       2.8902652       7.6687295       9.3800851
1.750       2.9530971       7.4023615       9.6577004
1.750       3.0159289       7.2430621       10.065974
1.750       3.0787608       7.0123944       10.367271
1.750       3.1415927       6.8120442       10.700334
1.750       3.2044245       6.6225147       11.039345
1.750       3.2672564       6.5101060       11.502916
1.750       3.3300882       6.2609007       11.713166
1.750       3.3929201       6.0434507       11.958484
1.750       3.4557519       5.9874836       12.518211
1.750       3.5185838       5.7232322       12.630348
1.750       3.5814156       5.6331441       13.109475
1.750       3.6442475       5.5563388       13.623308
1.750       3.7070793       5.3360135       13.771550
1.750       3.7699112       5.2549321       14.263652
1.750       3.8327430       5.1400112       14.660995
1.750       3.8955749       4.9862542       14.933422
1.750       3.9584067       4.9331256       15.500785
1.750       4.0212386       4.7795141       15.744669
1.750       4.1469023       4.4910011       16.225005
1.750       4.2725660       4.2885460       16.945199
1.750       4.3982297       4.2417737       18.283169
1.750       4.5238934       3.9651316       18.597945
1.750       4.6495571       3.8559420       19.635209
1.750       4.7752208       3.6481218       20.124262
1.750       4.9008845       3.5122723       20.945072
1.750       5.0265482       3.4628573       22.279960
1.750       5.1522120       3.3344531       23.103408
1.750       5.2778757       3.1203299       23.240648
1.750       5.4035394       3.0105374       24.062971
1.750       5.5292031       2.8992448       24.828059
1.750       5.6548668       2.7980210       25.632346
1.750       5.7805305       2.7016872       26.436771
1.750       5.9061942       2.6193683       27.339463
1.750       6.0318579       2.5280125       28.106242
1.750       6.1575216       2.4002310       28.388414
1.750       6.2831853       2.3367413       29.364358
1.750       6.4088490       2.2937928       30.588950
1.750       6.5345127       2.2037720       31.151326
1.750       6.6601764       2.1218048       31.756519
1.750       6.7858401       2.0650584       32.689890
1.750       6.9115038       2.0047922       33.531832
1.750       7.0371675       1.9543559       34.503853
1.750       7.1628313       1.8508607       34.458642
1.750       7.2884950       1.8173707       35.647359
1.750       7.4141587       1.7734733       36.616813
1.750       7.5398224       1.7258821       37.476993
1.750       7.6654861       1.6836032       38.417501
1.750       7.7911498       1.6199530       38.813010
1.750       7.9168135       1.5696092       39.455997
1.750       8.0424772       1.5474221       40.780126
1.750       8.2938046       1.4497696       41.901604
1.750       8.5451320       1.4054638       44.426925
1.750       8.7964594       1.2863133       44.354810
1.750       9.0477868       1.2649925       47.466290
1.750       9.2991143       1.1811348       48.116548
1.750       9.5504417       1.1408772       50.347688
1.750       9.8017691       1.1221186       53.533103
1.750       10.053096       1.0593282       54.525586
1.750       10.304424       1.0132876       56.166084
1.750       10.555751      0.96369331       57.421767
1.750       10.807079      0.93326294       59.675934
1.750       11.058406      0.89755855       61.490872
1.750       11.309734      0.86351606       63.284565
